
[00:00:00.000 --> 00:00:01.920]   (upbeat music)
[00:00:01.920 --> 00:00:05.120]   - Hello, and welcome to another episode of "All The Hacks",
[00:00:05.120 --> 00:00:08.200]   a show about upgrading your life, money, and travel.
[00:00:08.200 --> 00:00:09.800]   I'm Chris Hutchins, and last week,
[00:00:09.800 --> 00:00:12.480]   I had an amazing conversation with Brandon Presser
[00:00:12.480 --> 00:00:15.920]   about everything Japan, where to go, what to see,
[00:00:15.920 --> 00:00:19.000]   planning your trip, the culture, and so much more.
[00:00:19.000 --> 00:00:21.320]   But I didn't have the time to cover one more thing
[00:00:21.320 --> 00:00:22.940]   I really wanted to get to,
[00:00:22.940 --> 00:00:25.280]   how to use your points and miles to fly there,
[00:00:25.280 --> 00:00:26.920]   and for hotels when you get there,
[00:00:26.920 --> 00:00:30.120]   and also some ways to increase those points balances,
[00:00:30.120 --> 00:00:31.920]   and a few other ways to save on a trip
[00:00:31.920 --> 00:00:33.740]   even if you're not using points.
[00:00:33.740 --> 00:00:36.780]   So I wanted to do an entire follow-up episode on that.
[00:00:36.780 --> 00:00:39.200]   But even if you're not planning a trip to Japan,
[00:00:39.200 --> 00:00:40.880]   a lot of what I'm gonna talk about today
[00:00:40.880 --> 00:00:43.700]   will hopefully help you think about any trip you're taking
[00:00:43.700 --> 00:00:45.160]   or boosting miles and points
[00:00:45.160 --> 00:00:47.680]   that you might not know what you wanna do with yet.
[00:00:47.680 --> 00:00:49.480]   But if you haven't heard that episode yet,
[00:00:49.480 --> 00:00:50.720]   go back and have a listen,
[00:00:50.720 --> 00:00:52.960]   because you might actually end up wanting to plan a trip
[00:00:52.960 --> 00:00:54.800]   to Japan sooner than you thought.
[00:00:54.800 --> 00:00:56.200]   In fact, I know a lot of you
[00:00:56.200 --> 00:00:58.000]   have already started planning your trip
[00:00:58.000 --> 00:01:01.280]   because I got so many amazing emails and DMs from you
[00:01:01.280 --> 00:01:03.040]   about the Japan episode.
[00:01:03.040 --> 00:01:04.840]   Haven't gotten to respond to everyone yet,
[00:01:04.840 --> 00:01:07.140]   but I'm so happy you all enjoyed the episode.
[00:01:07.140 --> 00:01:09.160]   I'm excited for your trips to Japan,
[00:01:09.160 --> 00:01:10.840]   and I think I'll keep experimenting
[00:01:10.840 --> 00:01:14.200]   with having these country episodes every month or two
[00:01:14.200 --> 00:01:16.000]   with Italy coming next.
[00:01:16.000 --> 00:01:19.500]   So let's jump in and help you all start planning a trip
[00:01:19.500 --> 00:01:20.600]   right after this.
[00:01:20.600 --> 00:01:24.200]   Do you all remember episode 122
[00:01:24.200 --> 00:01:26.520]   where I spoke with chef David Chang
[00:01:26.520 --> 00:01:28.680]   about leveling up your cooking at home?
[00:01:28.680 --> 00:01:31.680]   If not, definitely go back and give it a listen.
[00:01:31.680 --> 00:01:33.120]   But one of his top hacks
[00:01:33.120 --> 00:01:35.600]   was using the microwave a lot more.
[00:01:35.600 --> 00:01:38.040]   I'll admit I was a skeptic at first,
[00:01:38.040 --> 00:01:40.900]   but after getting a full set of microwave cookware
[00:01:40.900 --> 00:01:43.560]   from Anyday, I am a total convert,
[00:01:43.560 --> 00:01:45.640]   and I am so excited to be partnering with them
[00:01:45.640 --> 00:01:46.940]   for this episode.
[00:01:46.940 --> 00:01:49.980]   Anyday is glass cookware specially designed
[00:01:49.980 --> 00:01:53.240]   to make delicious food from scratch in the microwave.
[00:01:53.240 --> 00:01:56.600]   And honestly, using it feels like a kitchen cheat code
[00:01:56.600 --> 00:02:00.600]   because it speeds up and simplifies the process so much.
[00:02:00.600 --> 00:02:03.240]   The cookware is 100% plastic free,
[00:02:03.240 --> 00:02:06.160]   and you can cook, serve, store, and reheat
[00:02:06.160 --> 00:02:07.720]   all in the same dish
[00:02:07.720 --> 00:02:11.520]   that happens to be dishwasher, freezer, and oven safe too.
[00:02:11.520 --> 00:02:14.160]   And just last week, they worked with David Chang
[00:02:14.160 --> 00:02:17.340]   to launch the beautiful matte black IO collection,
[00:02:17.340 --> 00:02:19.640]   so you should definitely check that out.
[00:02:19.640 --> 00:02:22.980]   To get 15% off our new favorite cookware,
[00:02:22.980 --> 00:02:26.040]   go to allthehacks.com/anyday
[00:02:26.040 --> 00:02:29.160]   or use the code HACKS15 at checkout.
[00:02:29.160 --> 00:02:34.160]   Again, that's allthehacks.com/anyday for 15% off.
[00:02:34.160 --> 00:02:39.960]   Okay, let's start with flights.
[00:02:39.960 --> 00:02:43.360]   One of the best carriers you can fly to Japan is A&A.
[00:02:43.360 --> 00:02:45.560]   Their product, everything from economy
[00:02:45.560 --> 00:02:48.040]   to first-class is amazing.
[00:02:48.040 --> 00:02:51.160]   One of the best ways to book it is on Virgin Atlantic,
[00:02:51.160 --> 00:02:53.700]   at least right now, and I'll explain in a bit.
[00:02:53.700 --> 00:02:56.780]   And you can do round trip from the West Coast
[00:02:56.780 --> 00:03:01.240]   for 60,000 miles in coach, 90,000 in business,
[00:03:01.240 --> 00:03:03.300]   and 110,000 in first.
[00:03:03.300 --> 00:03:06.740]   Again, that's round trip, so this is a really amazing deal.
[00:03:06.740 --> 00:03:09.460]   You can only book it round trip,
[00:03:09.460 --> 00:03:12.660]   but the taxes, unlike using Virgin Atlantic miles
[00:03:12.660 --> 00:03:14.700]   to fly across the ocean to Europe,
[00:03:14.700 --> 00:03:17.780]   are much more reasonable, about $300.
[00:03:17.780 --> 00:03:19.580]   So a couple caveats here.
[00:03:19.580 --> 00:03:22.640]   You can't search for these flights on Virgin Atlantic.
[00:03:22.640 --> 00:03:25.280]   So search on United or point.me
[00:03:25.280 --> 00:03:28.480]   or whatever other site you want within Star Alliance,
[00:03:28.480 --> 00:03:30.140]   and you find the flights,
