
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.840]   - Welcome to the Bogleheads Chapter Series.
[00:00:06.840 --> 00:00:09.720]   This episode was hosted by the Pre and Early Retirement
[00:00:09.720 --> 00:00:14.120]   Life Stage Chapter and recorded April 6th, 2022.
[00:00:14.120 --> 00:00:16.880]   The topic was Documenting Financial Information
[00:00:16.880 --> 00:00:19.080]   for Surviving Spouse or Executor.
[00:00:19.080 --> 00:00:22.820]   Bogleheads are investors who follow John Bogle's philosophy
[00:00:22.820 --> 00:00:25.260]   for attaining financial independence.
[00:00:25.260 --> 00:00:27.560]   This recording is for informational purposes only
[00:00:27.560 --> 00:00:30.040]   and should not be construed as personalized investment
[00:00:30.040 --> 00:00:30.880]   advice.
[00:00:30.880 --> 00:00:34.680]   - This meeting is for informational purposes only,
[00:00:34.680 --> 00:00:37.880]   should not be construed as personalized investing advice.
[00:00:37.880 --> 00:00:40.040]   And it's also not legal advice.
[00:00:40.040 --> 00:00:41.880]   And we're not telling you,
[00:00:41.880 --> 00:00:43.320]   oh, you should do something this way.
[00:00:43.320 --> 00:00:46.720]   We're just presenting you with a pretty long list of things
[00:00:46.720 --> 00:00:48.600]   that you should go back, consider.
[00:00:48.600 --> 00:00:50.680]   This is gonna take, it's a lot of things to consider.
[00:00:50.680 --> 00:00:52.320]   It's gonna take you a while.
[00:00:52.320 --> 00:00:54.040]   Think about how you wanna do this.
[00:00:54.040 --> 00:00:57.440]   How do you wanna document this for your,
[00:00:57.440 --> 00:00:58.860]   so what this meeting is,
[00:00:58.860 --> 00:01:01.520]   it's a lot of times in the Bogleheads world,
[00:01:01.520 --> 00:01:05.360]   especially there's one partner, spouse, person,
[00:01:05.360 --> 00:01:07.880]   in particular that handles a lot of the finances,
[00:01:07.880 --> 00:01:08.800]   not all the time.
[00:01:08.800 --> 00:01:10.320]   Sometimes one person handles investing,
[00:01:10.320 --> 00:01:12.080]   one person handles bill paying.
[00:01:12.080 --> 00:01:14.200]   Sometimes one person handles everything.
[00:01:14.200 --> 00:01:17.360]   So you wanna make sure if you were to unfortunately
[00:01:17.360 --> 00:01:20.800]   pass away, you wanna make sure that the surviving spouse
[00:01:23.220 --> 00:01:27.740]   knows where to find accounts, all your assets,
[00:01:27.740 --> 00:01:29.300]   and we're gonna go over all this passwords,
[00:01:29.300 --> 00:01:32.860]   things like that, important documents in your house.
[00:01:32.860 --> 00:01:36.700]   So basically what this presentation is, discussion is,
[00:01:36.700 --> 00:01:39.760]   is what you can do ahead of time
[00:01:39.760 --> 00:01:42.300]   to make things easier for your surviving spouse.
[00:01:42.300 --> 00:01:45.460]   And when I say that, it's also gonna apply in situations
[00:01:45.460 --> 00:01:49.740]   where you become incapacitated and you, a power of attorney,
[00:01:49.740 --> 00:01:51.220]   it's also useful in that situation
[00:01:51.220 --> 00:01:53.540]   where the power of attorney is gonna take over.
[00:01:53.540 --> 00:01:56.620]   And to a certain extent, when you're the last spouse to die
[00:01:56.620 --> 00:01:58.620]   and your executor has to take over,
[00:01:58.620 --> 00:02:01.940]   but it's mostly geared towards the surviving spouse
[00:02:01.940 --> 00:02:03.100]   or power of attorney.
[00:02:03.100 --> 00:02:05.900]   So we're not gonna tell you,
[00:02:05.900 --> 00:02:06.940]   this is how you should do something.
[00:02:06.940 --> 00:02:08.300]   We're gonna present some options
[00:02:08.300 --> 00:02:11.140]   and you're gonna go back, do your own research,
[00:02:11.140 --> 00:02:13.580]   think about it, make your own decisions.
[00:02:13.580 --> 00:02:18.580]   And also we wanna be a little bit, oh, sorry, careful to,
[00:02:19.740 --> 00:02:22.140]   especially with things like passwords,
[00:02:22.140 --> 00:02:24.380]   if you're not the surviving spouse,
[00:02:24.380 --> 00:02:25.900]   you wanna be real careful
[00:02:25.900 --> 00:02:28.820]   about when you're gonna use that information to log in.
[00:02:28.820 --> 00:02:30.980]   You don't wanna go start making transactions.
[00:02:30.980 --> 00:02:32.940]   You wanna, we're gonna say,
[00:02:32.940 --> 00:02:34.980]   take care and consult an estate attorney
[00:02:34.980 --> 00:02:37.700]   before taking any kind of action like that.
[00:02:37.700 --> 00:02:40.220]   And then also this is by no means a complete list
[00:02:40.220 --> 00:02:41.860]   of what needs to be done after death.
[00:02:41.860 --> 00:02:44.140]   Although we are gonna mention a lot of things,
[00:02:44.140 --> 00:02:45.540]   it's mostly, like I said before,
[00:02:45.540 --> 00:02:49.820]   to prepare in advance before you die
[00:02:49.820 --> 00:02:51.340]   to make things easier for your spouse.
[00:02:51.340 --> 00:02:52.940]   So it's not really like a complete list
[00:02:52.940 --> 00:02:54.820]   of everything that the spouses should be doing
[00:02:54.820 --> 00:02:55.820]   after your death.
[00:02:55.820 --> 00:02:58.340]   Okay.
[00:02:58.340 --> 00:03:02.340]   Okay, so the first thing is things you can do now
[00:03:02.340 --> 00:03:03.860]   to make things easier later.
[00:03:03.860 --> 00:03:05.660]   So the main thing you wanna make sure
[00:03:05.660 --> 00:03:07.700]   all your estate planning documents are in order,
[00:03:07.700 --> 00:03:10.660]   that includes your will, your power of attorney.
[00:03:10.660 --> 00:03:13.820]   There's a medical, there's a financial, medical directives.
[00:03:14.820 --> 00:03:18.060]   There's probably seven or 10 different documents.
[00:03:18.060 --> 00:03:20.020]   And if you visit an estate planning attorney,
[00:03:20.020 --> 00:03:22.100]   they will have a whole packet of documents
[00:03:22.100 --> 00:03:25.100]   for you to fill out.
[00:03:25.100 --> 00:03:27.260]   And you wanna make sure all of your accounts
[00:03:27.260 --> 00:03:28.940]   are titled the way you want,
[00:03:28.940 --> 00:03:31.220]   and that will work in conjunction with your will.
[00:03:31.220 --> 00:03:32.780]   And if you have a trust set up,
[00:03:32.780 --> 00:03:35.500]   you may have to read title things in the name of the trust,
[00:03:35.500 --> 00:03:37.180]   and you just wanna check all of your accounts,
[00:03:37.180 --> 00:03:40.420]   including your 401ks, your bank accounts,
[00:03:40.420 --> 00:03:43.900]   your insurance, all that kind of thing.
[00:03:43.900 --> 00:03:46.740]   And then also check all your beneficiary areas,
[00:03:46.740 --> 00:03:49.660]   as well as the contingent beneficiaries.
[00:03:49.660 --> 00:03:50.660]   Everywhere you have an account
[00:03:50.660 --> 00:03:53.500]   that has a transfer on death, payable on death,
[00:03:53.500 --> 00:03:55.980]   bank accounts, brokerage accounts, insurance policies,
[00:03:55.980 --> 00:03:58.860]   you wanna check all of those.
[00:03:58.860 --> 00:04:00.700]   The other thing you can do is you can simplify
[00:04:00.700 --> 00:04:02.380]   and consolidate accounts when possible.
[00:04:02.380 --> 00:04:03.660]   I know I need to do that.
[00:04:03.660 --> 00:04:05.420]   Somehow my husband and I both ended up
[00:04:05.420 --> 00:04:08.380]   with like literally three or four different Roth IRAs
[00:04:08.380 --> 00:04:10.500]   here and there, and there's no reason why
[00:04:10.500 --> 00:04:13.660]   they can't be kind of consolidated.
[00:04:13.660 --> 00:04:15.580]   That'll just eliminate or reduce
[00:04:15.580 --> 00:04:16.820]   the number of actual accounts,
[00:04:16.820 --> 00:04:18.780]   which will just make things a lot easier.
[00:04:18.780 --> 00:04:22.500]   A large part of this discussion is gonna be,
[00:04:22.500 --> 00:04:24.500]   we're gonna call it a book or a binder,
[00:04:24.500 --> 00:04:26.860]   and I'm just gonna start calling it the book.
[00:04:26.860 --> 00:04:29.060]   And it's gonna have a lot of documentation
[00:04:29.060 --> 00:04:32.140]   that you're gonna leave for your surviving spouse,
[00:04:32.140 --> 00:04:34.380]   and we're gonna, that's what the rest of the discussion
[00:04:34.380 --> 00:04:35.700]   is gonna be about.
[00:04:35.700 --> 00:04:37.700]   And then also, once you create this book,
[00:04:37.700 --> 00:04:40.380]   you wanna kind of go over it with your spouse,
[00:04:40.380 --> 00:04:42.980]   let them know where is the book, what's in the book,
[00:04:42.980 --> 00:04:45.740]   and then should you pass away,
[00:04:45.740 --> 00:04:47.620]   they'll immediately know, oh, I need to go to the book,
[00:04:47.620 --> 00:04:49.900]   and it's gonna have a lot of information
[00:04:49.900 --> 00:04:51.340]   that's gonna be very helpful.
[00:04:51.340 --> 00:04:55.060]   One other thing I've heard people suggest
[00:04:55.060 --> 00:04:58.420]   is if you've been managing your own investments
[00:04:58.420 --> 00:05:00.780]   and you think your spouse is the type
[00:05:00.780 --> 00:05:03.020]   that probably is not gonna wanna,
[00:05:03.020 --> 00:05:04.260]   either not gonna want to,
[00:05:04.260 --> 00:05:06.420]   or not have any interest in managing,
[00:05:06.420 --> 00:05:08.460]   you may want to leave the name
[00:05:08.460 --> 00:05:09.860]   of a trusted friend or relative,
