
[00:00:00.000 --> 00:00:02.160]   (upbeat music)
[00:00:02.160 --> 00:00:06.520]   Today, I'm going to talk about the way that I work
[00:00:06.520 --> 00:00:08.680]   in terms of working from anywhere.
[00:00:08.680 --> 00:00:11.080]   So for the past two years,
[00:00:11.080 --> 00:00:16.080]   pretty much since we had the first COVID lockdowns in the UK,
[00:00:16.080 --> 00:00:18.720]   I've been working remotely.
[00:00:18.720 --> 00:00:19.620]   In those two years,
[00:00:19.620 --> 00:00:24.300]   I've learned a lot about working from anywhere,
[00:00:24.300 --> 00:00:28.960]   and in particular, the sort of things that you need
[00:00:28.960 --> 00:00:31.680]   to consider or the things that you need to take with you
[00:00:31.680 --> 00:00:32.800]   when you're working from anywhere.
[00:00:32.800 --> 00:00:37.800]   Because in reality, it's very different
[00:00:37.800 --> 00:00:43.720]   when you are working at home at your desk.
[00:00:43.720 --> 00:00:47.600]   It's you have built that workspace to suit you,
[00:00:47.600 --> 00:00:50.480]   or even in an office, that workspace,
[00:00:50.480 --> 00:00:51.720]   maybe it's not built to suit you,
[00:00:51.720 --> 00:00:54.000]   but it's built to suit working.
[00:00:54.000 --> 00:00:58.880]   When you start working remotely from different places,
[00:00:58.880 --> 00:01:03.000]   the chances are most places you go,
[00:01:03.000 --> 00:01:05.040]   or a lot of places you go,
[00:01:05.040 --> 00:01:09.480]   are not really going to have good workspaces.
[00:01:09.480 --> 00:01:12.320]   That's just how they are,
[00:01:12.320 --> 00:01:16.280]   because most places are not really built for working.
[00:01:16.280 --> 00:01:22.280]   So you really have to get a little bit creative sometimes,
[00:01:22.280 --> 00:01:24.620]   but you can avoid that to an extent
[00:01:24.620 --> 00:01:27.960]   if you actually take the right kit,
[00:01:27.960 --> 00:01:32.840]   if you take pretty much a remote desk setup, okay?
[00:01:32.840 --> 00:01:36.800]   So I'm gonna show you my remote desk setup,
[00:01:36.800 --> 00:01:39.200]   and we'll just talk through it.
[00:01:39.200 --> 00:01:41.780]   Now, obviously, I know that not everyone
[00:01:41.780 --> 00:01:44.200]   is able to work remotely,
[00:01:44.200 --> 00:01:46.520]   but I think in the past two years,
[00:01:46.520 --> 00:01:49.480]   it has become much more common,
[00:01:49.480 --> 00:01:51.800]   and I'm sure at least a few of you
[00:01:51.800 --> 00:01:54.080]   are probably working remotely,
[00:01:54.080 --> 00:01:56.880]   either full-time or at least part-time.
[00:01:56.880 --> 00:02:01.360]   So yeah, I hope this is useful.
[00:02:01.360 --> 00:02:05.120]   This sort of setup for me seems to be working really well.
[00:02:05.120 --> 00:02:07.000]   I can pretty much go anywhere now
[00:02:07.000 --> 00:02:12.000]   and make myself a little workspace, which is pretty cool.
[00:02:12.000 --> 00:02:16.700]   Okay, so what you can see here is pretty much my workspace,
[00:02:16.700 --> 00:02:20.760]   and obviously, as I do all these YouTube videos all the time,
[00:02:20.760 --> 00:02:24.640]   I also have this big microphone here,
[00:02:25.560 --> 00:02:30.560]   which this week, I have replaced, or not replaced,
[00:02:30.560 --> 00:02:33.080]   but I now have an alternative microphone,
[00:02:33.080 --> 00:02:36.160]   which should make it a little bit easier for traveling,
[00:02:36.160 --> 00:02:39.920]   because taking this massive road stand
[00:02:39.920 --> 00:02:44.640]   that you see here around with me, it's not a lot of fun.
[00:02:44.640 --> 00:02:49.400]   So yeah, this shotgun mic should be a lot better for me.
[00:02:49.400 --> 00:02:53.120]   But of course, most people are not really gonna need
[00:02:53.120 --> 00:02:55.080]   a microphone, so you don't need to worry
[00:02:55.080 --> 00:02:56.240]   about that anyway.
[00:02:56.240 --> 00:02:59.680]   So instead, what you actually need
[00:02:59.680 --> 00:03:01.720]   is what you can see here, pretty much.
[00:03:01.720 --> 00:03:04.760]   So I have this little stand here,
