
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:11.320]   - Today we're joined by Sam Albury,
[00:00:11.320 --> 00:00:13.480]   an author, a speaker for Ravi Zacharias
[00:00:13.480 --> 00:00:15.440]   International Ministries, and a minister
[00:00:15.440 --> 00:00:19.120]   at St. Mary's Maidenhead Anglican Church in the UK.
[00:00:19.120 --> 00:00:22.240]   He joins us today from his office in Oxford.
[00:00:22.240 --> 00:00:25.160]   Sam, we have so much to discuss, so let's dive right in.
[00:00:25.160 --> 00:00:28.320]   Let's actually dive right into the deep end
[00:00:28.320 --> 00:00:32.040]   and into a big ongoing debate within the church.
[00:00:32.040 --> 00:00:35.200]   As we do so, I should say that this episode of APJ
[00:00:35.200 --> 00:00:37.400]   will be slightly different because I want to use
[00:00:37.400 --> 00:00:39.680]   this opportunity to better understand an ongoing debate
[00:00:39.680 --> 00:00:41.480]   happening inside of the church right now
[00:00:41.480 --> 00:00:45.440]   over same-sex attraction and orientation questions
[00:00:45.440 --> 00:00:46.840]   and whether or not it's appropriate
[00:00:46.840 --> 00:00:50.400]   to use the label gay Christian.
[00:00:50.400 --> 00:00:53.400]   This episode is not an attempt to finally resolve
[00:00:53.400 --> 00:00:56.680]   that debate and all of its attendant issues.
[00:00:56.680 --> 00:00:58.560]   Nevertheless, Facebook and Twitter, I'm sure,
[00:00:58.560 --> 00:00:59.960]   are gonna blow up after this one
[00:00:59.960 --> 00:01:02.680]   because people will want to resolve it all in comment.
[00:01:02.680 --> 00:01:05.720]   My aim here is simply to raise the debate with you, Sam,
[00:01:05.720 --> 00:01:08.980]   as it stands, and to sort of bring others up to speed
[00:01:08.980 --> 00:01:10.920]   with the tensions that Christian brothers and sisters
[00:01:10.920 --> 00:01:12.200]   are struggling through right now.
[00:01:12.200 --> 00:01:16.360]   And to that end, we'll look at the orientation question
[00:01:16.360 --> 00:01:18.960]   in just a moment, but first, Sam, explain for us
[00:01:18.960 --> 00:01:21.160]   what do you mean by the phrase
[00:01:21.160 --> 00:01:23.440]   same-sex attracted when you use it?
