
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:08.840]   Well, we Protestants don't use confessionals, and apparently Martin Luther thought the confessional
[00:00:08.840 --> 00:00:13.680]   booth was a good idea, but of course he was careful to make the practice voluntary and
[00:00:13.680 --> 00:00:15.200]   never binding.
[00:00:15.200 --> 00:00:19.280]   More recently, John Stott commended the practice of regularly confessing sins to a trusted
[00:00:19.280 --> 00:00:20.280]   pastor.
[00:00:20.280 --> 00:00:25.760]   So, maybe a rare Anglican church here or there has a confessional, but on the whole, Protestants
[00:00:25.760 --> 00:00:30.760]   don't practice auricular confession of our sins to a minister.
[00:00:30.760 --> 00:00:34.140]   So the question is, "What place should private confession of our personal sins to others
[00:00:34.140 --> 00:00:38.080]   play when we're talking about confessing our sins to fellow Christians?"
[00:00:38.080 --> 00:00:41.800]   It's the question that comes from Nathan, who asks this, "Pastor John, thank you for
[00:00:41.800 --> 00:00:46.720]   enriching my walk with Christ by your obedience to the truth, faithfully serving the body
[00:00:46.720 --> 00:00:48.680]   of Christ with your gift of preaching.
[00:00:48.680 --> 00:00:53.400]   For the past few years, I have been struggling with a text and a drumbeat sounding in the
[00:00:53.400 --> 00:00:56.880]   campus ministry I work for and the church I attend.
[00:00:56.880 --> 00:01:02.240]   James 5.16 is the drumbeat that we need to confess our sins to each other.
[00:01:02.240 --> 00:01:09.040]   Now I am thankfully aware of Psalm 51.4 and 1 John 1.9, as I have preached on 1 John 1.9
[00:01:09.040 --> 00:01:10.040]   many times.
[00:01:10.040 --> 00:01:14.440]   There is one mediator between God and man, Jesus Christ the righteous."
[00:01:14.440 --> 00:01:16.340]   Here are my main questions.
[00:01:16.340 --> 00:01:21.020]   What exactly is James commanding us to do in James 5.16?
[00:01:21.020 --> 00:01:26.200]   What does it mean that you may be healed, and could you give us a brief theology of
[00:01:26.200 --> 00:01:30.880]   relational confession practices on the whole?
[00:01:30.880 --> 00:01:35.520]   Okay, let's do the brief theology first.
[00:01:35.520 --> 00:01:42.320]   Let's begin broad and general and collect some building blocks for the theology of relational
[00:01:42.320 --> 00:01:46.240]   confession, and then get down to the specifics of James 5.
[00:01:46.240 --> 00:01:47.240]   So here we go.
[00:01:47.240 --> 00:01:54.760]   I would start with the truth that owing to our new birth and our new creation in Christ
[00:01:54.760 --> 00:02:02.440]   through faith, we are now children of God who is light, and in him is no darkness at
[00:02:02.440 --> 00:02:10.800]   all, and in him, in union with him, we are children of light.
[00:02:10.800 --> 00:02:16.600]   Ephesians 5.8, "At one time you were darkness, but now you are light in the Lord.
[00:02:16.600 --> 00:02:22.560]   Walk as children of the light, for the fruit of light is found in all that is good and
[00:02:22.560 --> 00:02:25.080]   true and right."
[00:02:25.080 --> 00:02:27.120]   Good and true.
[00:02:27.120 --> 00:02:34.880]   So the fact that we are children of light, and part of light is truth, we will not—the
[00:02:34.880 --> 00:02:42.360]   Christian community will not—be marked by secretiveness or cloaking ourselves or our
[00:02:42.360 --> 00:02:47.920]   motives so that people don't know who we really are, we won't be hypocrites, we won't
[00:02:47.920 --> 00:02:55.160]   try to look on the outside what we're not on the inside, and that necessarily includes
[00:02:55.160 --> 00:03:00.840]   being truthful about our sinfulness and our struggle with sin.
[00:03:00.840 --> 00:03:07.240]   It doesn't mean you need to broadcast to the whole world your specific sins.
[00:03:07.240 --> 00:03:12.800]   That wouldn't be good for them, and it wouldn't be good for you, but it does mean that you
[00:03:12.800 --> 00:03:21.840]   need to be known as an open book appropriately read by accountable, mature people in your
[00:03:21.840 --> 00:03:22.840]   life.
[00:03:22.840 --> 00:03:26.680]   You're not a secretive person, a hypocritical person.
[00:03:26.680 --> 00:03:35.040]   Ephesians 4.25, "Therefore, having put away all falsehood, let us speak truth with
[00:03:35.040 --> 00:03:39.800]   each other, with our neighbors, for we are members of one another."
[00:03:39.800 --> 00:03:44.800]   That's going to include doctrinal truth, relational truth, truth about God, truth about
[00:03:44.800 --> 00:03:50.400]   others, truth about circumstances, truth about our own souls.
