
[00:00:00.000 --> 00:00:05.200]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:00:05.200 --> 00:00:09.800]   Because Kroger Brand's proven quality products come at exceptionally low prices.
[00:00:09.800 --> 00:00:14.800]   And with a money-back quality guarantee, every dish is sure to be a favorite.
[00:00:14.800 --> 00:00:18.000]   ♪ These are a few of my favorite things ♪
[00:00:18.000 --> 00:00:24.800]   Whether you shop delivery, pickup, or in-store, Kroger Brand has all your favorite things.
[00:00:24.800 --> 00:00:27.300]   Ralphs. Fresh for everyone.
[00:00:27.300 --> 00:00:30.100]   ♪
[00:00:30.100 --> 00:00:37.300]   Would you have any interest in having a chat with somebody who built their career as a portfolio manager
[00:00:37.300 --> 00:00:45.900]   of professional portfolios for endowments, the endowments of universities and nonprofit organizations,
[00:00:45.900 --> 00:00:52.000]   large portfolios, who's had the opportunity to interview hundreds of individual managers,
[00:00:52.000 --> 00:00:57.700]   and then went on to sell a stake in a business and retire at about 45-ish?
[00:00:57.700 --> 00:01:02.700]   I sure would. Today we talk with David Stein. Today is episode 57.
[00:01:02.700 --> 00:01:19.000]   ♪
[00:01:19.000 --> 00:01:24.000]   I guess it's a little bit silly to say I sure would be interested when in fact I already have and I was interested
[00:01:24.000 --> 00:01:28.800]   and I'm still interested. Welcome to the Radical Personal Finance Podcast. I thank you for being here.
[00:01:28.800 --> 00:01:35.600]   My name is Joshua Sheets and I'm your host. Today is Tuesday, September the 9th, 2014.
[00:01:35.600 --> 00:01:41.800]   And today's show is an interview with Jay David Stein, host of the Money for the Rest of Us podcast
[00:01:41.800 --> 00:01:47.200]   and a former professional portfolio manager, or at least portfolio manager consultant.
[00:01:47.200 --> 00:01:51.000]   ♪
[00:01:51.000 --> 00:01:54.200]   It's always a little bit difficult when you're talking in the financial business to try to figure out
[00:01:54.200 --> 00:01:58.200]   exactly what title works for everybody. I think you're really going to like today's show.
[00:01:58.200 --> 00:02:03.800]   I was really thrilled when I had the chance to talk with David. We had a very interesting conversation.
[00:02:03.800 --> 00:02:07.600]   We talked about his personal journey and then we also talked about portfolio management,
[00:02:07.600 --> 00:02:13.000]   the science of portfolio management. This is one of those subjects that I'm incredibly interested in
[00:02:13.000 --> 00:02:18.400]   and I have a feeling that there's going to be a lot of information that you're going to take away. Enjoy.
[00:02:18.400 --> 00:02:20.600]   ♪
[00:02:20.600 --> 00:02:25.600]   So David, welcome to the Radical Personal Finance Podcast. I appreciate you being with us this morning.
[00:02:25.600 --> 00:02:26.800]   Thank you.
[00:02:26.800 --> 00:02:35.000]   I've been excited about this conversation. I had an opportunity when I was at Podcast Movement Conference.
[00:02:35.000 --> 00:02:41.400]   I was in Dallas a couple of weeks ago. I was talking with people about some of the different financial shows
[00:02:41.400 --> 00:02:45.800]   and a couple of people had mentioned your show as being an excellent finance show.
[00:02:45.800 --> 00:02:49.400]   So then I know we connected and I had a chance to go and listen to some of the shows
[00:02:49.400 --> 00:02:55.200]   and I really admire the work that you're doing. I like the approach that you're taking with your show.
[00:02:55.200 --> 00:02:58.200]   So thank you for the work that you're doing in creating it.
[00:02:58.200 --> 00:02:59.200]   Great. Thanks.
[00:02:59.200 --> 00:03:02.600]   What I'd like to do is I know you come from a background of portfolio management.
[00:03:02.600 --> 00:03:05.800]   So there are two primary things that I was hoping we would cover in our chat today.
[00:03:05.800 --> 00:03:13.400]   First is talk a little bit about your story and what you've learned in your own personal financial world
[00:03:13.400 --> 00:03:16.000]   and the lessons that you've learned, the things that you've done well,
[00:03:16.000 --> 00:03:19.400]   maybe some of the mistakes that you've made and how you've grown over the years.
[00:03:19.400 --> 00:03:27.000]   Because my impression, and please confirm or deny this, my impression is that you've been able to follow the early retirement path.
[00:03:27.000 --> 00:03:29.200]   And then in the second half of the conversation,
[00:03:29.200 --> 00:03:32.800]   I thought it'd be fun to talk about your experience as a professional portfolio manager.
[00:03:32.800 --> 00:03:36.400]   So maybe start with what's your background? What's your story?
[00:03:36.400 --> 00:03:41.800]   Well, sure. I have a traditional background. I always enjoyed finance.
[00:03:41.800 --> 00:03:45.400]   I have an undergrad in finance, got an MBA in finance,
[00:03:45.400 --> 00:03:50.400]   worked for a couple years in corporate finance versus a credit analyst.
[00:03:50.400 --> 00:03:56.000]   And I was a planning manager doing budgeting and just sort of traditional corporate financial.
[00:03:56.000 --> 00:04:03.400]   And what I found in corporate finance was you always had to be looking for your next position and your next job.
[00:04:03.400 --> 00:04:05.700]   And I just didn't want to do that with a family.
[00:04:05.700 --> 00:04:11.200]   And so I was attracted to the financial space and investment advisory space
[00:04:11.200 --> 00:04:18.000]   because I could have everything move around me in terms of the world of finance and not get bored,
[00:04:18.000 --> 00:04:25.000]   but I could stay in one place. And so I was probably one of the few people, this is back in the mid 90s,
[00:04:25.000 --> 00:04:30.200]   there was some company that I'd never heard of, ran an ad in the newspaper classified,
[00:04:30.200 --> 00:04:33.400]   wanted an analyst that could read bank statements.
[00:04:33.400 --> 00:04:36.800]   And I had never seen a corporate bank statement in my life,
[00:04:36.800 --> 00:04:40.300]   but I had personal checking accounts so I could read that.
[00:04:40.300 --> 00:04:47.600]   So I applied to the ad. It's a small 28 firm, person, consulting firm, and they were investment consultant.
[00:04:47.600 --> 00:04:55.800]   And I had no idea what an investment consultant did because they worked with institutional clients,
[00:04:55.800 --> 00:05:01.600]   mostly endowments and foundations. And what I found in the institutional investment management world is
[00:05:01.600 --> 00:05:08.400]   there's really, some call them a gatekeeper, but really most not-for-profits that are large enough,
[00:05:08.400 --> 00:05:14.900]   that have $50 million, $100 million or more, hire a consultant to work with their staff,
[00:05:14.900 --> 00:05:20.400]   but also to work with their board because most not-for-profits have a board that,
[00:05:20.400 --> 00:05:26.200]   or investment committee that makes the decisions in terms of the institution's endowment,
[00:05:26.200 --> 00:05:31.200]   what the portfolio strategy should be, what the asset allocation, what are the policies.
[00:05:31.200 --> 00:05:34.100]   And that's what this firm did. And it was a 28 person firm.
[00:05:34.100 --> 00:05:39.100]   And at the time, I thought that was a lot of risk for me going to such a small firm.
[00:05:39.100 --> 00:05:46.000]   Turned out to be an incredibly good decision. I read an article once by Peter Drucker in Harvard Business Review,
[00:05:46.000 --> 00:05:51.300]   and he talked about companies that are gazelles and companies that, and I forget the animal you use,
[00:05:51.300 --> 00:05:55.800]   let's say an elephant, but gazelle companies, companies that are smaller,
[00:05:55.800 --> 00:06:01.300]   you find there's a lot more opportunity to have an impact. And that's what I found, very much so.
[00:06:01.300 --> 00:06:08.300]   So I started as an analyst. Within a year or two, really within first year,
[00:06:08.300 --> 00:06:12.400]   I was meeting with clients. So there I was, a 20, 30 year old, 29 year old,
[00:06:12.400 --> 00:06:20.200]   meeting with $300 million endowments and absolutely shocked that they believed me.
[00:06:20.200 --> 00:06:26.500]   Driving home once, meeting with this college, and it's like, you know, here's this is room of 50, 60 year old,
[00:06:26.500 --> 00:06:36.000]   60 year olds think I know what I'm talking about. And I mean, I sort of did, but it was still sort of earth shattering.
[00:06:36.000 --> 00:06:40.900]   And so I've always been a student. I better make sure I know what I'm talking about.
[00:06:40.900 --> 00:06:47.900]   And, you know, as part of that position, one of our responsibilities was to research money managers.
[00:06:47.900 --> 00:06:55.500]   And so I was always involved in starting a dedicated research group and researching money managers,
[00:06:55.500 --> 00:07:01.300]   researching asset classes. And within three or four years, I was a partner at the firm.
[00:07:01.300 --> 00:07:05.500]   And it's advantage to having a small firm because the founders wanted to leave.
[00:07:05.500 --> 00:07:13.000]   And so I was there 16 years. We went through a couple of different organizational restructurings.
[00:07:13.000 --> 00:07:16.200]   We had done an LBO, which worked out incredibly well.
[00:07:16.200 --> 00:07:19.700]   Leveraged buyout? Yeah, in terms of buying out the company.
[00:07:19.700 --> 00:07:25.400]   And I grew up with these, you know, we were all kind of 29, 30s when we started.
[00:07:25.400 --> 00:07:31.300]   And I got sort of into my mid 40s and all my partners were all kind of the same age.
[00:07:31.300 --> 00:07:36.800]   We brought on some younger partners. We had had a very good, successful LBO.
[00:07:36.800 --> 00:07:44.300]   The company was profitable. And I just found I was at the position where I could just wait out the clock
[00:07:44.300 --> 00:07:49.100]   for the next 15 years, 10 years and retire, or I could go try something else.
[00:07:49.100 --> 00:07:57.400]   And that's what I did. And so I left when I was 46, when they bought me out.
[00:07:57.400 --> 00:08:02.300]   And I mean, whenever you leave a company like that, there's always reasons for doing so.
[00:08:02.300 --> 00:08:07.700]   And let me backtrack a little bit. You know, as a consulting firm, we did not have discretion.
[00:08:07.700 --> 00:08:14.400]   And so we would make recommendations to clients as to what they should do with their portfolio
[00:08:14.400 --> 00:08:18.900]   and which manager they should use. But they would always have the ultimate decision.
[00:08:18.900 --> 00:08:22.800]   And I found that I actually wanted to manage the money myself.
[00:08:22.800 --> 00:08:33.000]   I felt like I knew enough about managing money. So I created in 2002 what's called an outsourced CIO model.
[00:08:33.000 --> 00:08:40.100]   So where effectively a client will outsource to our firm to actually manage the money themselves,
[00:08:40.100 --> 00:08:44.300]   choose which managers, which asset types, all within a policy.
[00:08:44.300 --> 00:08:46.200]   And CIO is Chief Investment Officer.
[00:08:46.200 --> 00:08:51.500]   Chief Investment Officer, correct. And maybe later in the conversation,
[00:08:51.500 --> 00:08:54.100]   I'll tell you sort of the genesis of that particular product.
[00:08:54.100 --> 00:09:03.300]   But it went extremely well. Performance was good over time and it grew very, very quickly.
[00:09:03.300 --> 00:09:11.500]   But I found one frustration with the institutional world was, first, it's very, very competitive,
[00:09:11.500 --> 00:09:16.100]   but they're always comparing themselves to a market benchmark.
[00:09:16.100 --> 00:09:21.100]   It's a very much a relative performance gain. It doesn't matter.
[00:09:21.100 --> 00:09:24.500]   Well, it matters a little bit if you lose 10 percent,
[00:09:24.500 --> 00:09:32.900]   but it's much better to lose 10 percent in the market loss 12 or your benchmark versus gaining 10 percent in the market gain 12.
[00:09:32.900 --> 00:09:38.000]   Right. And ultimately that got frustrating for me.
[00:09:38.000 --> 00:09:45.800]   And that was just one of the reasons I left, just tired of the constant competition.
[00:09:45.800 --> 00:09:49.400]   And we had outperformed the benchmark.
[00:09:49.400 --> 00:09:57.400]   But part of the challenge is we sort of this was in 2012, 2011 time frame.
[00:09:57.400 --> 00:10:02.200]   We had created a portfolio as we added different asset types,
[00:10:02.200 --> 00:10:05.600]   hedge funds, where the only way it could really outperform is if the market fell.
[00:10:05.600 --> 00:10:10.900]   And I literally found myself hoping for the market to fall.
[00:10:10.900 --> 00:10:18.900]   And I thought, this is not good. I'm hoping for bad things to happen so that my professional life is more placid.
[00:10:18.900 --> 00:10:24.100]   And at that point, I left. And it's been, you know,
[00:10:24.100 --> 00:10:30.300]   it's been interesting because I've spent a couple of years, two and a half years since I left and been out on my own.
[00:10:30.300 --> 00:10:36.000]   Retired is sort of a loaded word. Sometimes I use it just to see reactions.
[00:10:36.000 --> 00:10:41.700]   Sometimes I don't. I say I write, but effectively I can get up every morning and choose to do what I want.
[00:10:41.700 --> 00:10:48.800]   And as part of that, I've always enjoyed teaching and teaching about finance, teaching about the economy.
[00:10:48.800 --> 00:10:55.300]   And that's one reason I started the podcast Money for the Rest of Us, just as an opportunity to teach,
[00:10:55.300 --> 00:11:00.400]   because it's been enlightening because you really, when you start a podcast, as you know,
[00:11:00.400 --> 00:11:03.500]   you build a community and people email you and ask questions.
[00:11:03.500 --> 00:11:08.200]   And it's fun just to be able to have a personal impact like that.
