
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:00:02.180 --> 00:00:15.820]   - Welcome back to Ask the Compound.
[00:00:15.820 --> 00:00:19.480]   Our email here is askthecompoundshow@gmail.com.
[00:00:19.480 --> 00:00:21.540]   Today's show is sponsored by Future Proof.
[00:00:21.540 --> 00:00:23.820]   I just did a little video promo this morning
[00:00:23.820 --> 00:00:24.980]   for Future Proof.
[00:00:24.980 --> 00:00:27.060]   Someone asked me, "What am I most excited about?"
[00:00:27.060 --> 00:00:29.740]   I had bullet points, Duncan, 'cause I have so much.
[00:00:29.740 --> 00:00:31.880]   The location, you know, the beach.
[00:00:31.880 --> 00:00:34.140]   They have a perfect little running path,
[00:00:34.140 --> 00:00:36.300]   a walking path that follows the beach.
[00:00:36.300 --> 00:00:38.980]   There's good food, drinks, content is great.
[00:00:38.980 --> 00:00:41.860]   We have all these different speakers, live podcasts.
[00:00:41.860 --> 00:00:44.380]   Last year, there was professional athletes,
[00:00:44.380 --> 00:00:46.300]   your favorite bloggers, social media personalities,
[00:00:46.300 --> 00:00:47.620]   financial pundits.
[00:00:47.620 --> 00:00:50.380]   You might even see us filming on the beach,
[00:00:50.380 --> 00:00:51.300]   movie recreation.
[00:00:51.300 --> 00:00:54.780]   - I thought of a scene, Eternal Sunshine.
[00:00:54.780 --> 00:00:55.620]   How about that?
[00:00:55.620 --> 00:00:57.860]   There's a lot of beach scenes in Eternal Sunshine.
[00:00:57.860 --> 00:01:00.340]   There's also great socializing, ad hoc conversations
[00:01:00.340 --> 00:01:02.180]   with advisors, investment managers,
[00:01:02.180 --> 00:01:03.460]   even normal, everyday investors.
[00:01:03.460 --> 00:01:06.140]   A lot of people who watch our shows come to it.
[00:01:06.140 --> 00:01:08.500]   We were just actually talking this morning
[00:01:08.500 --> 00:01:11.380]   about what we're gonna do for the live version of this show,
[00:01:11.380 --> 00:01:13.980]   to have people who are there ask us questions.
[00:01:13.980 --> 00:01:14.820]   So it's gonna be great.
[00:01:14.820 --> 00:01:16.540]   Last year was hands down the best financial event
[00:01:16.540 --> 00:01:19.800]   I've ever been to, and there isn't a close second place.
[00:01:19.800 --> 00:01:22.180]   But as fun as that was, I think we actually learned a lot
[00:01:22.180 --> 00:01:23.000]   about how to make it better,
[00:01:23.000 --> 00:01:24.520]   so it's gonna be even better this year.
[00:01:24.520 --> 00:01:25.360]   So get your tickets now.
[00:01:25.360 --> 00:01:27.660]   They tell me prices are going up in 22 days.
[00:01:27.660 --> 00:01:31.820]   It's futureproof.advisorcircle.com to sign up.
[00:01:31.820 --> 00:01:33.440]   So do it now.
[00:01:33.440 --> 00:01:34.940]   - Yeah, it's gonna be a lot of fun.
[00:01:34.940 --> 00:01:35.780]   Looking forward to it.
[00:01:35.780 --> 00:01:36.860]   - Yeah, great.
[00:01:36.860 --> 00:01:37.940]   So Duncan, your hat today,
[00:01:37.940 --> 00:01:40.820]   is that the value of your brokerage account, or what?
[00:01:40.820 --> 00:01:41.960]   - Almost, you were close.
[00:01:41.960 --> 00:01:44.820]   It's the alpha that I have in my account, so.
[00:01:44.820 --> 00:01:46.780]   - All right, let's do a question.
[00:01:46.780 --> 00:01:48.060]   A lot of questions today. - Today's a rough day.
[00:01:48.060 --> 00:01:48.980]   Thanks for picking on me, though.
[00:01:48.980 --> 00:01:51.140]   Today's a pretty rough day for my stocks,
[00:01:51.140 --> 00:01:53.960]   as you can probably, as you can assume.
[00:01:53.960 --> 00:01:58.680]   Okay, up first today, we have a fan from Japan,
[00:01:58.680 --> 00:02:01.480]   so konnichiwa, or maybe it's more kombanwa
[00:02:01.480 --> 00:02:05.360]   this time of day, but big fan of the compound from Japan.
[00:02:05.360 --> 00:02:07.720]   My 59-year-old mother is one of those people
[00:02:07.720 --> 00:02:09.760]   who doesn't believe in putting money in the stock market
[00:02:09.760 --> 00:02:12.600]   because she's afraid to, quote unquote, "lose it all."
[00:02:12.600 --> 00:02:14.920]   There are a lot of people in Japan who are still traumatized
[00:02:14.920 --> 00:02:17.920]   from the stock market bubble collapse in the '90s.
[00:02:17.920 --> 00:02:20.160]   Now she's got about $300,000 in cash
[00:02:20.160 --> 00:02:22.880]   sitting in a checking account, literally earning nothing.
[00:02:22.880 --> 00:02:24.560]   This year, I was finally able to convince her
[00:02:24.560 --> 00:02:27.320]   to open a brokerage account and invest $100,000.
[00:02:27.320 --> 00:02:29.780]   I managed this account and decided to allocate 60%
[00:02:29.780 --> 00:02:34.780]   to a 2030 target date fund, that's 40% stocks and 60% bonds,
