
[00:00:00.000 --> 00:00:25.860]   Thank you.
[00:00:25.860 --> 00:00:55.840]   Thank you.
[00:00:55.840 --> 00:01:25.820]   Thank you.
[00:01:25.820 --> 00:01:32.820]   One, two, one, two, three, look at, look at, look at your data, look at your data.
[00:01:32.820 --> 00:01:33.820]   Yeah.
[00:01:33.820 --> 00:01:33.820]   Great to meet you, Rafal.
[00:01:33.820 --> 00:01:33.820]   I think so.
[00:01:33.820 --> 00:01:33.820]   Big fan of DSP UI.
[00:01:33.820 --> 00:01:34.820]   Yeah, I think it's come across here.
[00:01:34.820 --> 00:01:35.820]   Yeah, yeah, yeah.
[00:01:35.820 --> 00:01:39.820]   I tried to do it the same in TypeScript and failed.
[00:01:39.820 --> 00:01:40.820]   Yeah, great to meet you, Rafal.
[00:01:40.820 --> 00:01:41.820]   I think so.
[00:01:41.820 --> 00:01:42.820]   Big fan of DSP UI.
[00:01:42.820 --> 00:01:43.820]   Yeah, I think it's come across here.
[00:01:43.820 --> 00:01:44.820]   Yeah, yeah, yeah.
[00:01:44.820 --> 00:01:46.820]   I tried to do it the same in TypeScript and failed.
[00:01:46.820 --> 00:01:47.820]   So now that I have a good portion of the I have something funny here.
[00:01:47.820 --> 00:01:53.820]   I wonder if you're all okay with it, or we don't have to do it, but I asked the AI to give
[00:01:53.820 --> 00:01:53.820]   us the intros.
[00:01:53.820 --> 00:01:54.820]   Mm-hmm.
[00:01:54.820 --> 00:02:00.820]   And so one of the funny things I asked it to do is tell me the pronunciation for the name.
[00:02:00.820 --> 00:02:01.820]   Hmm.
[00:02:01.820 --> 00:02:04.820]   So I'd be curious which AI model does better.
[00:02:04.820 --> 00:02:07.820]   So it'll also be a way that I can kind of like interact with the audience.
[00:02:07.820 --> 00:02:10.820]   So like, all right, pick me, pick the AI model that you want to try to make the model, the
[00:02:10.820 --> 00:02:11.820]   thing.
[00:02:11.820 --> 00:02:12.820]   So funny.
[00:02:12.820 --> 00:02:13.820]   Is that okay with everybody?
[00:02:13.820 --> 00:02:14.820]   Yeah?
[00:02:14.820 --> 00:02:15.820]   Yeah.
[00:02:15.820 --> 00:02:16.820]   Yeah.
[00:02:16.820 --> 00:02:17.820]   Sounds good.
[00:02:17.820 --> 00:02:18.820]   All right, cool.
[00:02:18.820 --> 00:02:19.820]   All right, cool.
[00:02:19.820 --> 00:02:20.820]   All right, cool.
[00:02:20.820 --> 00:02:21.820]   I have something funny here.
[00:02:21.820 --> 00:02:24.820]   I wonder if you're all okay with it, or we don't have to do it, but I asked the AI to
[00:02:24.820 --> 00:02:25.820]   give us the intros.
[00:02:25.820 --> 00:02:26.820]   Mm-hmm.
[00:02:26.820 --> 00:02:27.820]   And so one of the funny things I asked it to do is tell me the pronunciation for the name.
[00:02:27.820 --> 00:02:28.820]   Hmm.
[00:02:28.820 --> 00:02:29.820]   So I'd be curious which AI model does better.
[00:02:29.820 --> 00:02:30.820]   Yeah, that's good.
[00:02:30.820 --> 00:02:31.820]   All right, cool.
[00:02:31.820 --> 00:02:34.820]   I don't know if I'll have a chance to connect it, but I can always just use it and like
[00:02:34.820 --> 00:02:35.820]   say it out loud.
[00:02:35.820 --> 00:02:36.820]   So that's cool.
[00:02:36.820 --> 00:02:37.820]   For sure.
[00:02:37.820 --> 00:02:38.820]   All right, cool.
[00:02:38.820 --> 00:02:39.820]   And no hearing tease.
[00:02:39.820 --> 00:02:40.820]   It did a good job.
[00:02:40.820 --> 00:02:41.820]   Yeah.
[00:02:41.820 --> 00:02:42.820]   Yeah.
[00:02:42.820 --> 00:02:48.820]   And it probably hallucinated, or I might have been the entry problem.
[00:02:48.820 --> 00:02:49.820]   Want to do another check?
[00:02:49.820 --> 00:02:51.820]   Feel free to like call that out.
[00:02:51.820 --> 00:02:53.820]   Okay, that thing was wrong about this.
[00:02:53.820 --> 00:02:54.820]   Hello, hello.
[00:02:54.820 --> 00:02:57.820]   Like for example, let's try Omar real quick.
[00:02:57.820 --> 00:02:58.820]   Where's your mic?
[00:02:58.820 --> 00:02:59.820]   Right here.
[00:02:59.820 --> 00:03:00.820]   It's invisible.
[00:03:00.820 --> 00:03:01.820]   Invisible, bro.
[00:03:01.820 --> 00:03:02.820]   You're at my computer.
[00:03:02.820 --> 00:03:03.820]   You're done, man.
[00:03:03.820 --> 00:03:04.820]   Yeah.
[00:03:04.820 --> 00:03:05.820]   Cool.
[00:03:05.820 --> 00:03:06.820]   Nice.
[00:03:06.820 --> 00:03:07.820]   There you go.
[00:03:07.820 --> 00:03:10.820]   I don't know if it used the web or what other things to like.
[00:03:10.820 --> 00:03:11.820]   I think we submitted bios.
[00:03:11.820 --> 00:03:13.820]   Yeah, I included whatever you provided.
[00:03:13.820 --> 00:03:14.820]   Yeah.
[00:03:14.820 --> 00:03:14.820]   That's cheating.
[00:03:14.820 --> 00:03:15.820]   I know.
[00:03:15.820 --> 00:03:16.820]   I'll give you enough time.
[00:03:16.820 --> 00:03:17.820]   But some of them don't work.
[00:03:17.820 --> 00:03:18.820]   I want to turn your belt back off until it's your presentation.
[00:03:18.820 --> 00:03:19.820]   Okay.
[00:03:19.820 --> 00:03:20.820]   We have limited use of radio frequencies.
[00:03:20.820 --> 00:03:21.820]   Okay.
[00:03:21.820 --> 00:03:22.820]   Sure.
[00:03:22.820 --> 00:03:23.820]   Yours is fine.
[00:03:23.820 --> 00:03:24.820]   Mine is good.
[00:03:24.820 --> 00:03:25.820]   Yeah.
[00:03:25.820 --> 00:03:26.820]   Should I twist it or?
[00:03:26.820 --> 00:03:27.820]   Okay.
[00:03:27.820 --> 00:03:28.820]   Yeah.
[00:03:28.820 --> 00:03:28.820]   You've done a lot of these, I bet.
[00:03:28.820 --> 00:03:29.820]   Huh?
[00:03:29.820 --> 00:03:30.820]   Have you done a lot of these?
[00:03:30.820 --> 00:03:31.820]   Have you done a lot of these?
[00:03:31.820 --> 00:03:32.820]   I've done a lot of these.
[00:03:32.820 --> 00:03:33.820]   Yeah.
[00:03:33.820 --> 00:03:34.820]   I've done a lot of them.
[00:03:34.820 --> 00:03:35.820]   Yeah.
[00:03:35.820 --> 00:03:36.820]   It's been a lot of them.
[00:03:36.820 --> 00:03:37.820]   I've done a lot of them.
[00:03:37.820 --> 00:03:38.820]   Yeah.
[00:03:38.820 --> 00:03:39.820]   I've done a lot of them.
[00:03:39.820 --> 00:03:40.820]   Yeah.
[00:03:40.820 --> 00:03:41.820]   I've done a lot of them.
[00:03:41.820 --> 00:03:41.820]   Yeah.
[00:03:41.820 --> 00:03:42.820]   I've done a lot of them.
[00:03:42.820 --> 00:03:43.820]   Yeah.
[00:03:43.820 --> 00:03:44.820]   I've done a lot of them.
[00:03:44.820 --> 00:03:45.820]   Yeah.
[00:03:45.820 --> 00:03:46.820]   I've done a lot of them.
[00:03:46.820 --> 00:03:47.820]   I've done a lot of them.
[00:03:47.820 --> 00:03:48.820]   Yeah.
[00:03:48.820 --> 00:03:49.820]   I've done a lot of them.
[00:03:49.820 --> 00:03:50.820]   Yeah.
[00:03:50.820 --> 00:03:51.820]   I've done a lot of them.
[00:03:51.820 --> 00:03:52.820]   Yeah.
[00:03:52.820 --> 00:03:53.820]   I've done a lot of them.
[00:03:53.820 --> 00:03:54.820]   Yeah.
[00:03:54.820 --> 00:03:55.820]   I've done a lot of them.
[00:03:55.820 --> 00:03:56.820]   Yeah.
[00:03:56.820 --> 00:03:57.820]   I've done a lot of them.
[00:03:57.820 --> 00:03:58.820]   I've done a lot of them.
[00:03:58.820 --> 00:03:59.820]   Yeah.
[00:03:59.820 --> 00:04:01.820]   I didn't know you worked at Database.
[00:04:01.820 --> 00:04:02.820]   Is there anything?
[00:04:02.820 --> 00:04:03.820]   Yeah.
[00:04:03.820 --> 00:04:04.820]   I've done that for a year.
[00:04:04.820 --> 00:04:05.820]   Yeah.
[00:04:05.820 --> 00:04:07.820]   I might have just missed it.
[00:04:07.820 --> 00:04:08.820]   Yeah.
[00:04:08.820 --> 00:04:09.820]   Cool.
[00:04:09.820 --> 00:04:10.820]   Nice.
[00:04:10.820 --> 00:04:11.820]   Check.
[00:04:11.820 --> 00:04:12.820]   Check.
[00:04:12.820 --> 00:04:13.820]   Check.
[00:04:13.820 --> 00:04:14.820]   Check.
[00:04:14.820 --> 00:04:27.320]   Check, check, check, check.
[00:04:27.320 --> 00:04:37.000]   You want me to head back or do I say you want to?
