
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:09.000]   Well, when do we unfollow our Christian leaders?
[00:00:09.000 --> 00:00:14.000]   When does our loyalty to God override our loyalty to a certain church?
[00:00:14.000 --> 00:00:17.000]   We get the question from a listener named Peggy.
[00:00:17.000 --> 00:00:22.000]   "Hello, Pastor John. I have a burning question for you to answer.
[00:00:22.000 --> 00:00:27.000]   As Christians, do we pledge our loyalty to church or to God,
[00:00:27.000 --> 00:00:31.000]   and when and how should that line be drawn?"
[00:00:31.000 --> 00:00:35.000]   The way I answer Peggy will depend on what she is referring to
[00:00:35.000 --> 00:00:39.000]   when she says "loyalty to church."
[00:00:39.000 --> 00:00:43.000]   Does she mean loyalty to the people of God as a whole,
[00:00:43.000 --> 00:00:46.000]   namely the church universal, consisting of all the children of God
[00:00:46.000 --> 00:00:49.000]   who were ever born again through the Holy Spirit, through the gospel?
[00:00:49.000 --> 00:00:55.000]   Or does she mean one particular local expression of that church?
[00:00:55.000 --> 00:00:59.000]   She may not even be thinking of that distinction,
[00:00:59.000 --> 00:01:05.000]   but it's an important one, so I'm going to answer her at both levels.
[00:01:05.000 --> 00:01:09.000]   So first, church universal, and then specific church.
[00:01:09.000 --> 00:01:15.000]   Three different witnesses in the New Testament—Paul and John and Peter—
[00:01:15.000 --> 00:01:21.000]   three different witnesses tell us that to be united to God in Christ
[00:01:21.000 --> 00:01:26.000]   is to be united in principle and in love to the people of God.
[00:01:26.000 --> 00:01:32.000]   We're not permitted to choose between belonging to God and belonging to his people.
[00:01:32.000 --> 00:01:34.000]   They go together, always.
[00:01:34.000 --> 00:01:38.000]   To have God is to have the family of God.
[00:01:38.000 --> 00:01:43.000]   To have the Father is to have his children as brothers and sisters.
[00:01:43.000 --> 00:01:46.000]   No escaping about it. That's the way it is.
[00:01:46.000 --> 00:01:49.000]   And to love the Father is to love the children.
[00:01:49.000 --> 00:01:51.000]   So here's John's testimony.
[00:01:51.000 --> 00:01:57.000]   1 John 5:1, "Everyone who believes that Jesus is the Christ has been born of God,
[00:01:57.000 --> 00:02:04.000]   and everyone who loves the Father loves whoever has been born of him."
[00:02:04.000 --> 00:02:09.000]   So you can't say, "I'm going to love God and be faithful to that relationship,
[00:02:09.000 --> 00:02:11.000]   and I'm going to have nothing to do with Christians."
[00:02:11.000 --> 00:02:14.000]   It cannot be done. You cannot say that. That's a contradiction.
[00:02:14.000 --> 00:02:20.000]   Here's 1 John 3:14, "We know that we have passed out of death into life
[00:02:20.000 --> 00:02:23.000]   because we love the brothers.
[00:02:23.000 --> 00:02:29.000]   The very reality of being born again and thus belonging to God as our Father
[00:02:29.000 --> 00:02:34.000]   can only be known if we love Christian brothers and sisters."
[00:02:34.000 --> 00:02:37.000]   You don't love them, then you can't know that you belong to God.
[00:02:37.000 --> 00:02:43.000]   And here's 1 John 4:20, "If anyone says, 'I love God,' and hates his brother,
[00:02:43.000 --> 00:02:48.000]   he's a liar." John is clear. He cuts a straight row.
