
[00:00:00.000 --> 00:00:09.680]   Hi, everyone. Welcome back to another episode of the Everyday Educator podcast. Today, I
[00:00:09.680 --> 00:00:16.340]   am so excited to bring you two lovely ladies who are just veteran homeschoolers, women
[00:00:16.340 --> 00:00:20.460]   who have invested their lives into serving their families, serving their communities.
[00:00:20.460 --> 00:00:27.740]   And we thought it would be fun to have a conversation about what it looks like to steward not only
[00:00:27.740 --> 00:00:32.540]   the season of life that some of these younger moms who are listening are in, but the season
[00:00:32.540 --> 00:00:38.160]   of life that you're going into. Whether you're a seasoned mother or you are still very much
[00:00:38.160 --> 00:00:42.200]   in the thick of it, I am confident that you are going to be able to glean from this conversation.
[00:00:42.200 --> 00:00:45.880]   So without any further ado, Shelly, Amy, welcome to the show.
[00:00:45.880 --> 00:00:46.880]   Thank you.
[00:00:46.880 --> 00:00:47.360]   Thank you.
[00:00:47.360 --> 00:00:53.100]   Well, I know that most of our listeners are familiar with both of you, but I want to give
[00:00:53.100 --> 00:00:57.720]   you a chance to introduce yourselves in case someone here is new to your voices. So Shelly,
[00:00:57.720 --> 00:01:00.140]   will you tell us about yourself and your life right now?
[00:01:00.140 --> 00:01:10.460]   Sure. I am just had my 60th birthday this month, and that was exciting and shocking at
[00:01:10.460 --> 00:01:16.060]   the same time. All my children tried to come home and bring my grandchildren home. So that
[00:01:16.060 --> 00:01:25.060]   was fun. So I graduated five daughters through CC and they have like a nine year age span. So
[00:01:25.060 --> 00:01:34.340]   I homeschooled for 25 years and then I collapsed for a few years. And now I'm still working in the
[00:01:34.340 --> 00:01:43.060]   homeschooling area of obviously with CC and helping international families homeschool. So that's where
[00:01:43.060 --> 00:01:43.480]   I'm at.
[00:01:43.480 --> 00:01:45.900]   I love that. Happy belated birthday.
[00:01:45.900 --> 00:01:56.660]   Happy birthday. Yeah, I think that's a good reminder. 23 years homeschooling. Three of my four
[00:01:56.660 --> 00:02:05.760]   children went through CC and my youngest, my oldest was there was CC was not there for him. But yeah,
[00:02:05.760 --> 00:02:15.040]   we homeschooled our children from the beginning and, and I've enjoyed similar to Shelly after that first
[00:02:15.040 --> 00:02:24.560]   year of home, finishing the last one, sending him out the door, so to speak. I took a couple of years to
[00:02:24.560 --> 00:02:33.840]   just reorient myself. I think that's what felt was a good thing to do. And before I plunged into the
[00:02:33.840 --> 00:02:43.120]   next thing. And then, um, but we, I now have nine soon, 10 grandchildren on one on the way. So I
[00:02:43.120 --> 00:02:52.320]   get to replenish, uh, all of those scrub, you know, dust off the foundations guide and, and start thinking
[00:02:52.320 --> 00:03:01.040]   again about how to pray and encourage my, my, uh, my daughters and daughters in law. So, so it's, it's
