
[00:00:00.000 --> 00:00:06.000]   And so now with just one click, we can turn this table into a plot that we can visually explore.
[00:00:06.000 --> 00:00:07.000]   Let's check it out.
[00:00:07.000 --> 00:00:14.000]   Hey, what is up everybody?
[00:00:14.000 --> 00:00:16.000]   Ivan from Weights & Biases here.
[00:00:16.000 --> 00:00:22.000]   And in this video, we'll be analyzing the sentiment of stock market news headlines as being positive, negative or neutral
[00:00:22.000 --> 00:00:29.000]   by inferencing a hugging face model on a large dataset that contains stock market news headlines.
[00:00:29.000 --> 00:00:34.000]   And we'll also be using WNB tables as a way of interactively exploring tabular data
[00:00:34.000 --> 00:00:39.000]   and suddenly checking our models and making sure that they perform properly.
[00:00:39.000 --> 00:00:48.000]   WNB or Weights & Biases is a machine learning tools platform and tables is one of the tools at our disposal.
[00:00:48.000 --> 00:00:56.000]   Tables allow us to log images, audio and text data and then interactively explore them right in our browser.
[00:00:56.000 --> 00:01:03.000]   Tables are useful for exploring datasets or as we'll be doing in this video, visualizing model predictions.
[00:01:03.000 --> 00:01:07.000]   So now let's really quickly talk about what is FinBert.
[00:01:07.000 --> 00:01:14.000]   So FinBert is essentially a version of Google's famous BERT model, which was fine-tuned on financial data.
[00:01:14.000 --> 00:01:18.000]   What we're trying to do is to analyze sentiment of stock market news headlines
[00:01:18.000 --> 00:01:23.000]   and those involve a lot of jargon that's very domain specific
[00:01:23.000 --> 00:01:29.000]   and just normal English language models, they do not necessarily generalize well to the financial domain.
[00:01:29.000 --> 00:01:34.000]   And so that's why we're going to be using FinBert, which was trained on financial data
[00:01:34.000 --> 00:01:38.000]   and which can do a lot better of a job with analyzing that sentiment.
[00:01:38.000 --> 00:01:43.000]   So right now we're looking at a Google call up notebook, which is used to load the data,
[00:01:43.000 --> 00:01:46.000]   which in our case, we're using a dataset that the model was not trained on.
[00:01:46.000 --> 00:01:51.000]   We're using a Kaggle dataset, which is called Daily Financial News for 6000+ Stock,
[00:01:51.000 --> 00:01:56.000]   which was scraped from the internet and contains a lot of the stock market news headlines.
[00:01:56.000 --> 00:01:58.000]   And that is what we're interested in.
[00:01:58.000 --> 00:02:03.000]   Then this call up notebook inferences the Hugging Face FinBert model on that data
[00:02:03.000 --> 00:02:09.000]   and logs it to Weights and Biases and logs the model prediction says WNB tables.
[00:02:09.000 --> 00:02:13.000]   You can log a WNB table by formatting a pandas data frame
[00:02:13.000 --> 00:02:17.000]   and then just simply logging it with one line of code.
[00:02:17.000 --> 00:02:21.000]   And if you're looking to log and explore some data using WNB tables,
[00:02:21.000 --> 00:02:24.000]   you may also find documentation useful to help you get started.
[00:02:24.000 --> 00:02:27.000]   And I will leave a link to that in the video description.
[00:02:27.000 --> 00:02:32.000]   So when the model inference has finished and you've logged the data to Weights and Biases,
[00:02:32.000 --> 00:02:36.000]   you can click on this link to open the run page.
[00:02:36.000 --> 00:02:44.000]   So the way WNB works is that we can have a project and we can log multiple runs to it.
[00:02:44.000 --> 00:02:49.000]   So you can think of this as us being able to log model predictions for different models
[00:02:49.000 --> 00:02:54.000]   or for different data sets and then being able to compare all of them in a single project page
[00:02:54.000 --> 00:02:56.000]   in a single dashboard like this one.
[00:02:56.000 --> 00:03:02.000]   In our case, we're interested in this specific set of model predictions visualized as a WNB table.
[00:03:02.000 --> 00:03:06.000]   So let's first take a look. Here we have our headlines.
[00:03:06.000 --> 00:03:10.000]   Here we have the stock to which the headlines is attributed to.
[00:03:10.000 --> 00:03:15.000]   And we have the sentiment analysis predictions as being positive, negative or neutral.
