
[00:00:00.000 --> 00:00:03.380]   [MUSIC PLAYING]
[00:00:03.380 --> 00:00:09.240]   Hello, everybody.
[00:00:09.240 --> 00:00:11.840]   It's Sam from the Financial Samurai podcast,
[00:00:11.840 --> 00:00:15.240]   where I try to help you achieve financial freedom sooner
[00:00:15.240 --> 00:00:18.240]   rather than later and figure out all that's
[00:00:18.240 --> 00:00:22.580]   going on that highly matters in the personal finance world.
[00:00:22.580 --> 00:00:24.240]   In this solo episode, I want to talk
[00:00:24.240 --> 00:00:26.280]   about why every residential real estate
[00:00:26.280 --> 00:00:30.800]   investor is suddenly richer, how much real estate commissions
[00:00:30.800 --> 00:00:34.520]   will come down, and also a win-win scenario where
[00:00:34.520 --> 00:00:37.720]   the seller, the prospective buyer, the listing agent,
[00:00:37.720 --> 00:00:42.920]   and the buyer's agent will all benefit from a life
[00:00:42.920 --> 00:00:46.480]   post the National Association of Realtors settlement.
[00:00:46.480 --> 00:00:51.800]   Now, given the settlement, $418 million on March 15, 2024,
[00:00:51.800 --> 00:00:54.920]   after the judgment, I think, was in November 2023
[00:00:54.920 --> 00:00:58.040]   for $1.8 billion plus treble damages that could lead up
[00:00:58.040 --> 00:01:00.040]   to like $3 plus billion.
[00:01:00.040 --> 00:01:03.680]   This is great news for home sellers,
[00:01:03.680 --> 00:01:06.920]   for residential real estate investors and owners
[00:01:06.920 --> 00:01:08.160]   specifically.
[00:01:08.160 --> 00:01:09.000]   Why is that?
[00:01:09.000 --> 00:01:11.420]   Well, they were the ones burdened
[00:01:11.420 --> 00:01:14.240]   with paying the so-called, quote, "standard real estate
[00:01:14.240 --> 00:01:17.420]   commission," ranging from 5% to 6%.
[00:01:17.420 --> 00:01:20.240]   And now, after the settlement, real estate commissions
[00:01:20.240 --> 00:01:24.040]   should fall between 1% to 4% immediately.
[00:01:24.040 --> 00:01:26.080]   Well, maybe not immediately, immediately,
[00:01:26.080 --> 00:01:28.680]   but definitely within the next six months,
[00:01:28.680 --> 00:01:33.000]   definitely by the end of 2024 or 2025.
[00:01:33.000 --> 00:01:37.440]   Already, before this settlement happened on March 15,
[00:01:37.440 --> 00:01:41.800]   I had negotiated 3.5% from a veteran husband-wife couple
[00:01:41.800 --> 00:01:45.560]   who has been selling Westside San Francisco real estate
[00:01:45.560 --> 00:01:47.640]   for over 10 years.
[00:01:47.640 --> 00:01:53.480]   They agreed to 3.5%, and they agreed to accept 1.5%
[00:01:53.480 --> 00:01:56.000]   and pay the buyer's agent 2%, which I actually
[00:01:56.000 --> 00:01:58.280]   thought was unfair, because they were going to be doing
[00:01:58.280 --> 00:01:59.920]   a lot more of the work.
[00:01:59.920 --> 00:02:01.160]   And I told them that.
[00:02:01.160 --> 00:02:04.080]   And so they said, well, if you want to lower it to 2%,
[00:02:04.080 --> 00:02:05.040]   that's OK.
[00:02:05.040 --> 00:02:06.400]   I didn't think that was right.
[00:02:06.400 --> 00:02:08.120]   And they did say, well, if you want
[00:02:08.120 --> 00:02:13.000]   us to lower it to 1.5% for the buyer's agent, that's OK too.
[00:02:13.000 --> 00:02:15.860]   And if that's the case, my total commission expense
[00:02:15.860 --> 00:02:17.680]   would be 3%.
[00:02:17.680 --> 00:02:21.440]   But they were very, very, very hesitant on doing that.
[00:02:21.440 --> 00:02:26.480]   And that shows the power of luring in buyer's agents
[00:02:26.480 --> 00:02:29.000]   with higher commission payouts.
[00:02:29.000 --> 00:02:31.200]   And this is called steering, which is not
[00:02:31.200 --> 00:02:34.640]   looked positively upon by people in the industry.
[00:02:34.640 --> 00:02:37.400]   Now, ultimately, I didn't end up going with them,
[00:02:37.400 --> 00:02:41.400]   because I just want to own this awesome panoramic ocean view
[00:02:41.400 --> 00:02:43.000]   home in San Francisco's Westside,
[00:02:43.000 --> 00:02:46.160]   because I think we're at the beginning of another strong
[00:02:46.160 --> 00:02:50.400]   real estate upcycle in the city because of big technology
[00:02:50.400 --> 00:02:53.040]   and as well as artificial intelligence.
[00:02:53.040 --> 00:02:55.320]   I've seen this movie before.
[00:02:55.320 --> 00:02:58.920]   I saw when Google and Facebook went public.
[00:02:58.920 --> 00:03:03.280]   And it really pushed up San Francisco Bay Area real estate
[00:03:03.280 --> 00:03:04.100]   prices.
[00:03:04.100 --> 00:03:06.480]   And I think this is going to happen for the next 10 to 20
[00:03:06.480 --> 00:03:07.200]   years as well.
[00:03:07.200 --> 00:03:09.600]   So I decided to hold on.
[00:03:09.600 --> 00:03:14.080]   Well, what happens when real estate commissions go down?
[00:03:14.080 --> 00:03:18.920]   That means home sellers get to keep 1, 2,
[00:03:18.920 --> 00:03:23.720]   eventually perhaps up to 6% of the value of their homes,
[00:03:23.720 --> 00:03:26.440]   because that's how much real estate commissions will
[00:03:26.440 --> 00:03:27.160]   come down.
[00:03:27.160 --> 00:03:29.840]   So if it comes down by 1% to 4% on average over the next 12
[00:03:29.840 --> 00:03:33.160]   months, that is how much boost--
[00:03:33.160 --> 00:03:37.320]   that is the boost in value of everyone's real estate
[00:03:37.320 --> 00:03:39.000]   holdings in residential.
[00:03:39.000 --> 00:03:40.960]   So for example, if you own a million dollars
[00:03:40.960 --> 00:03:44.240]   worth of property, real estate commissions go down 1%.
[00:03:44.240 --> 00:03:46.120]   That's $10,000 boost.
[00:03:46.120 --> 00:03:48.840]   If it goes down 4%, that's $40,000.
[00:03:48.840 --> 00:03:55.160]   And maybe in 10, 20 years when technology and AI automates
[00:03:55.160 --> 00:03:58.200]   real estate buying and selling, maybe that transaction cost
[00:03:58.200 --> 00:04:03.720]   will go down from 5%, 6% to 0% or 0.1%.
[00:04:03.720 --> 00:04:05.840]   After all, if you look at the online brokerage rate
[00:04:05.840 --> 00:04:10.680]   commissions, they have all gone down to $0.
[00:04:10.680 --> 00:04:13.280]   And they are operating just fine.
[00:04:13.280 --> 00:04:15.200]   Heck, look at Robinhood.
[00:04:15.200 --> 00:04:19.120]   Robinhood is up like 80-plus percent from its bottom
[00:04:19.120 --> 00:04:20.800]   in 2022.
[00:04:20.800 --> 00:04:23.280]   And it doesn't charge anything.
[00:04:23.280 --> 00:04:25.760]   So this is how everyone has to think
[00:04:25.760 --> 00:04:28.680]   who owns residential real estate.
[00:04:28.680 --> 00:04:33.720]   Your value just got a nice, at minimum 1%,
[00:04:33.720 --> 00:04:38.480]   and probably up to 4% boost in value over the next 12 months.
[00:04:38.480 --> 00:04:40.620]   So if you're thinking about selling,
[00:04:40.620 --> 00:04:45.480]   I would wait because it will take some time for real estate
[00:04:45.480 --> 00:04:46.840]   commissions to come down.
[00:04:46.840 --> 00:04:50.040]   Although I just said I negotiated 3.5% myself
[00:04:50.040 --> 00:04:53.000]   in January 2024 before the settlement,
[00:04:53.000 --> 00:04:57.960]   but after the verdict that occurred in November 2023.
[00:04:57.960 --> 00:05:01.440]   Overall, in general, the ideal length of time
[00:05:01.440 --> 00:05:03.200]   to own real estate is forever.
[00:05:03.200 --> 00:05:04.720]   It's just the same thing with stocks.
[00:05:04.720 --> 00:05:08.000]   The ideal length of time to own stocks, the S&P 500
[00:05:08.000 --> 00:05:09.960]   specifically, is forever.
[00:05:09.960 --> 00:05:12.520]   But with stocks, unfortunately, you can't enjoy your stocks.
[00:05:12.520 --> 00:05:14.800]   There's no utility in stocks.
[00:05:14.800 --> 00:05:17.280]   With real estate, at least, it's tangible.
[00:05:17.280 --> 00:05:18.040]   You can see it.
[00:05:18.040 --> 00:05:18.840]   You can live in it.
[00:05:18.840 --> 00:05:19.840]   You can enjoy it.
[00:05:19.840 --> 00:05:23.520]   Even if you don't plan to sell any of your real estate
[00:05:23.520 --> 00:05:26.320]   holdings, your residential real estate holdings,
[00:05:26.320 --> 00:05:29.520]   you also have a boost of 1% to 4%
[00:05:29.520 --> 00:05:34.320]   immediately with the value when you calculate your net worth.
[00:05:34.320 --> 00:05:37.040]   Net worth is somewhat of an amorphous subjective
[00:05:37.040 --> 00:05:38.320]   calculation.
[00:05:38.320 --> 00:05:42.200]   How much is a private business or a private equity
[00:05:42.200 --> 00:05:43.600]   stake really worth?
[00:05:43.600 --> 00:05:46.920]   You don't really know, so you've got to just kind of guess
[00:05:46.920 --> 00:05:49.080]   and come up with best-guessed estimate.
