
[00:00:00.000 --> 00:00:05.400]   [Music]
[00:00:05.400 --> 00:00:09.200]   To obey God is to love God, right?
[00:00:09.200 --> 00:00:13.800]   Well, it depends on what you mean, as John Piper explained in his message titled,
[00:00:13.800 --> 00:00:20.000]   "What Jesus Demands from the World," preached at the Gospel Coalition 2015 Conference.
[00:00:20.000 --> 00:00:22.600]   Here's what Pastor John said.
[00:00:22.600 --> 00:00:34.400]   And how many people have you ever heard say loving God or loving Jesus is obeying Jesus?
[00:00:34.400 --> 00:00:43.200]   Basing it on the text, "If you love me, you will keep my commandments," John 14, 15.
[00:00:43.200 --> 00:00:47.600]   "If you love me, you'll keep my commandments."
[00:00:47.600 --> 00:00:52.600]   That text says the opposite of that.
[00:00:52.600 --> 00:01:01.200]   An "if then" sentence doesn't say that the "then" or the "if" are the same.
[00:01:01.200 --> 00:01:03.000]   If I'm hungry, I'll eat lunch.
[00:01:03.000 --> 00:01:06.800]   It doesn't mean hunger is lunch.
[00:01:06.800 --> 00:01:11.000]   "If you love me, you'll obey," doesn't mean love is obedience.
[00:01:11.000 --> 00:01:15.800]   It means, in fact, it comes before and enables.
[00:01:15.800 --> 00:01:19.600]   If you love me, you will obey, but they're not the same.
[00:01:19.600 --> 00:01:27.400]   Love goes first, underneath, holding up, staying in the yoke, abiding, enjoying, treasuring,
[00:01:27.400 --> 00:01:34.400]   marveling, being entranced by, being filled with.
[00:01:34.400 --> 00:01:39.600]   And out of that, a good tree bears good fruit.
[00:01:39.600 --> 00:01:42.200]   A bad tree bears bad fruit.
[00:01:42.200 --> 00:01:44.000]   Make the tree good.
[00:01:44.000 --> 00:01:49.600]   That's another command that's off later in the book.
[00:01:49.600 --> 00:01:56.600]   So my answer to the second question, what is this love, is first, it is not synonymous
[00:01:56.600 --> 00:02:00.080]   with obedience.
[00:02:00.080 --> 00:02:01.080]   What is it?
[00:02:01.080 --> 00:02:03.160]   Well, how about Matthew 6, 24?
[00:02:03.160 --> 00:02:05.880]   No one can serve two masters.
[00:02:05.880 --> 00:02:12.720]   Either he will hate the one and love, love the other, or he'll be devoted to the one
[00:02:12.720 --> 00:02:14.640]   and despise the other.
[00:02:14.640 --> 00:02:17.040]   What kind of language is that?
[00:02:17.040 --> 00:02:19.040]   Hate love, despise devotion.
[00:02:19.040 --> 00:02:25.000]   That's real heart-laden, emotional, affectional language, right?
[00:02:25.000 --> 00:02:30.800]   And that's the way Jesus talked about whether you love God or money.
[00:02:30.800 --> 00:02:39.560]   Are you sold out in such a love affair with money and what it can buy that Jesus is not
[00:02:39.560 --> 00:02:46.200]   your highest treasure anymore, or is Jesus so completely satisfying as your highest treasure
[00:02:46.200 --> 00:02:49.480]   that money is not in that idolatrous position?
[00:02:49.480 --> 00:02:51.240]   Those are your two options.
[00:02:51.240 --> 00:02:57.440]   So love in Jesus' talk is not doing, it is treasuring.
[00:02:57.440 --> 00:03:01.120]   Did you treasure me above everything?
[00:03:01.120 --> 00:03:03.720]   And that brings us back to 1037 in Matthew, right?
[00:03:03.720 --> 00:03:09.760]   If you love me less than your mom and dad, if you love your children more than you love
