
[00:00:00.000 --> 00:00:02.600]   (upbeat music)
[00:00:02.600 --> 00:00:05.200]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.200 --> 00:00:07.840]   a show about upgrading your life, money, and travel.
[00:00:07.840 --> 00:00:10.280]   I'm Chris Hutchins, and I'm so excited you're here today.
[00:00:10.280 --> 00:00:13.880]   Now, as much as we think about money often being like math,
[00:00:13.880 --> 00:00:16.720]   turns out money is often a lot more emotional,
[00:00:16.720 --> 00:00:19.000]   about relationships and the mindset you're in
[00:00:19.000 --> 00:00:21.140]   and not the actual dollars and cents.
[00:00:21.140 --> 00:00:23.080]   And if that doesn't sound right to you,
[00:00:23.080 --> 00:00:24.720]   then definitely go back and listen to my episode
[00:00:24.720 --> 00:00:26.440]   a few weeks ago with Ramit Sethi,
[00:00:26.440 --> 00:00:28.420]   or check out his podcast or his Netflix show,
[00:00:28.420 --> 00:00:30.440]   and I am confident it will change your mind.
[00:00:30.440 --> 00:00:33.280]   So if money is a lot more emotional than rational,
[00:00:33.280 --> 00:00:34.660]   how do you make sense of it?
[00:00:34.660 --> 00:00:36.840]   Well, that is one of the skills of my guest today,
[00:00:36.840 --> 00:00:37.960]   Erin Lowry.
[00:00:37.960 --> 00:00:40.040]   She calls herself a financial translator,
[00:00:40.040 --> 00:00:42.200]   and she's the writer behind "Broke Millennial,"
[00:00:42.200 --> 00:00:44.400]   the website and the book series.
[00:00:44.400 --> 00:00:46.840]   She's written and spoken on personal finance issues
[00:00:46.840 --> 00:00:48.080]   for more than a decade,
[00:00:48.080 --> 00:00:50.860]   and focuses a lot of her effort on helping people
[00:00:50.860 --> 00:00:52.880]   have productive and healthy conversations
[00:00:52.880 --> 00:00:54.800]   about money issues with others.
[00:00:54.800 --> 00:00:56.560]   Whether it's among friends, parents,
[00:00:56.560 --> 00:00:59.920]   or other family members, or even romantic partners.
[00:00:59.920 --> 00:01:02.580]   Now, I know I first read her work many years
[00:01:02.580 --> 00:01:03.860]   before starting this podcast,
[00:01:03.860 --> 00:01:05.200]   probably when I was trying to figure out
[00:01:05.200 --> 00:01:07.760]   how to stop being a broke millennial myself.
[00:01:07.760 --> 00:01:10.340]   And I've wanted to invite Erin on the show for a while,
[00:01:10.340 --> 00:01:13.320]   but I wasn't quite sure what the right topic would be.
[00:01:13.320 --> 00:01:15.040]   Then I was reading her most recent book,
[00:01:15.040 --> 00:01:16.840]   "Broke Millennial Talks Money,"
[00:01:16.840 --> 00:01:19.160]   and I got to chapter seven and it clicked.
[00:01:19.160 --> 00:01:20.440]   The chapter was titled,
[00:01:20.440 --> 00:01:21.620]   "How to Ask Your Parents
[00:01:21.620 --> 00:01:24.000]   "If You Need to Take Care of Them Financially."
[00:01:24.000 --> 00:01:25.380]   As soon as I read it, I thought,
[00:01:25.380 --> 00:01:27.240]   "Hmm, I haven't had that conversation."
[00:01:27.240 --> 00:01:29.800]   And I'm guessing most other people haven't either.
[00:01:29.800 --> 00:01:32.120]   So today we're gonna talk about why it is important
[00:01:32.120 --> 00:01:34.200]   to have that conversation with your parents,
[00:01:34.200 --> 00:01:35.920]   how to actually have the conversation
[00:01:35.920 --> 00:01:37.560]   with some specific scripts you can use,
[00:01:37.560 --> 00:01:40.000]   and what to do next after you have the conversation,
[00:01:40.000 --> 00:01:41.600]   depending on how it goes.
[00:01:41.600 --> 00:01:44.020]   But I also wanna spend time on a few other topics
[00:01:44.020 --> 00:01:45.420]   Erin's an expert on.
[00:01:45.420 --> 00:01:46.680]   So we're gonna spend a little bit of time
[00:01:46.680 --> 00:01:49.280]   on engagement rings, pre-nups and post-nups,
[00:01:49.280 --> 00:01:51.560]   how to talk about money with friends,
[00:01:51.560 --> 00:01:53.600]   lending money to others, and a lot more.
[00:01:53.600 --> 00:01:55.880]   So let's get into it right after this.
[00:01:55.880 --> 00:01:59.280]   Erin, welcome to the show.
[00:01:59.280 --> 00:02:01.100]   Thank you for being here.
[00:02:01.100 --> 00:02:02.440]   - Wonderful to be here.
[00:02:02.440 --> 00:02:04.480]   - Can you start by just telling people
[00:02:04.480 --> 00:02:06.180]   why having this kind of a conversation
[00:02:06.180 --> 00:02:08.200]   with your parents is so important?
[00:02:08.200 --> 00:02:09.960]   - Well, you know, it's funny that you mentioned
[00:02:09.960 --> 00:02:12.440]   the title of chapter seven in the intro,
[00:02:12.440 --> 00:02:15.760]   because it's much gentler than what I really wanted to say.
[00:02:15.760 --> 00:02:18.600]   And my greater point here is,
[00:02:18.600 --> 00:02:21.280]   are you your parents' retirement plan?
[00:02:21.280 --> 00:02:23.240]   That is really the question that all of us
[00:02:23.240 --> 00:02:25.240]   need to get the answer to.
[00:02:25.240 --> 00:02:28.600]   My editor didn't totally love that strong of language,
[00:02:28.600 --> 00:02:29.760]   which I understand.
[00:02:29.760 --> 00:02:32.800]   But that's the critical question for a lot of us,
[00:02:32.800 --> 00:02:37.440]   is how are your parents doing financially, for one?
[00:02:37.440 --> 00:02:41.280]   Two, will they be able to comfortably retire
[00:02:41.280 --> 00:02:45.480]   and live out their days with some form of dignity?
[00:02:45.480 --> 00:02:48.400]   And most of us don't wanna ask that question,
[00:02:48.400 --> 00:02:51.320]   and most of our parents don't wanna give us the answer.
[00:02:51.320 --> 00:02:53.200]   Even if the answer's yes, even if it's,
[00:02:53.200 --> 00:02:54.880]   "We're great, we're flush with cash,"
[00:02:54.880 --> 00:02:57.840]   they might not feel comfortable talking to you about it,
[00:02:57.840 --> 00:02:59.760]   particularly because it can feel
[00:02:59.760 --> 00:03:02.000]   like you're parenting your parent,
[00:03:02.000 --> 00:03:05.600]   which is a very delicate balance to be walking.
[00:03:05.600 --> 00:03:09.720]   But the big thing is, if you don't have the conversation,
[00:03:09.720 --> 00:03:12.080]   what's gonna probably happen is at some point,
[00:03:12.080 --> 00:03:13.480]   there will be an inciting incident,
[00:03:13.480 --> 00:03:16.040]   whether it's a healthcare situation,
[00:03:16.040 --> 00:03:18.140]   or job loss for your parent,
[00:03:18.140 --> 00:03:20.560]   or some sort of disability that happens,
[00:03:20.560 --> 00:03:22.080]   and then it will become very apparent
[00:03:22.080 --> 00:03:24.440]   whether or not they can financially support themselves,
[00:03:24.440 --> 00:03:26.360]   and whether or not you need to step in.
[00:03:26.360 --> 00:03:28.120]   And if you don't have that information,
[00:03:28.120 --> 00:03:30.160]   and you haven't been laying the financial foundation
[00:03:30.160 --> 00:03:32.840]   yourself to do that, are you able to step in?
[00:03:32.840 --> 00:03:34.720]   Do you have the financial freedom to do so,
[00:03:34.720 --> 00:03:36.760]   especially if you've gotten married?
[00:03:36.760 --> 00:03:39.880]   Maybe you have kids, maybe you have an expensive house,
[00:03:39.880 --> 00:03:43.120]   maybe you have something else that's going on in your life.
[00:03:43.120 --> 00:03:45.200]   So that's why we need to talk about it early.
[00:03:45.200 --> 00:03:48.120]   - I can imagine having to support a whole 'nother family,
[00:03:48.120 --> 00:03:49.760]   and maybe you have in-laws, you have two parents,
[00:03:49.760 --> 00:03:50.620]   maybe your parents are separated,
[00:03:50.620 --> 00:03:53.080]   you have four separate households effectively.
[00:03:53.080 --> 00:03:55.420]   Is it common for people to have to support their parents
[00:03:55.420 --> 00:03:57.320]   towards the end of their life?
[00:03:57.320 --> 00:04:00.320]   - The thing for you to know is that it's not uncommon.
[00:04:00.320 --> 00:04:04.600]   In 2021, which is latest figures from AARP,
