
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.960]   - You're listening to Let's Talk Jobs,
[00:00:08.960 --> 00:00:12.700]   where we give you practical insights into jobs and careers.
[00:00:12.700 --> 00:00:15.200]   I'm Tim Chen, and today we're talking about
[00:00:15.200 --> 00:00:17.920]   how to be a digital designer.
[00:00:17.920 --> 00:00:19.240]   For the majority of my career,
[00:00:19.240 --> 00:00:20.720]   my focus has been on delivering
[00:00:20.720 --> 00:00:23.640]   the best web experiences for our customers.
[00:00:23.640 --> 00:00:25.580]   And I do this by owning the user experience
[00:00:25.580 --> 00:00:27.800]   and design of websites for major brands,
[00:00:27.800 --> 00:00:31.080]   like LinkedIn, Logitech, Cisco, Fortinet, and NetApp.
[00:00:31.080 --> 00:00:34.080]   Now, when it comes to opinions
[00:00:34.080 --> 00:00:36.320]   about what good web design is,
[00:00:36.320 --> 00:00:37.840]   you'll often hear someone say,
[00:00:37.840 --> 00:00:40.400]   "Oh, just go make your website look like Apple."
[00:00:40.400 --> 00:00:44.040]   Now, Apple does have fantastic and stunning-looking
[00:00:44.040 --> 00:00:47.400]   marketing material and industrial product designs.
[00:00:47.400 --> 00:00:51.360]   However, you as an outsider have very limited view
[00:00:51.360 --> 00:00:54.200]   into what parts of the website actually performs well.
[00:00:54.200 --> 00:00:56.120]   So just borrowing their design
[00:00:56.120 --> 00:00:57.920]   doesn't mean it'll succeed for you.
[00:00:57.920 --> 00:01:03.180]   I'm a firm believer that every pixel has to have a purpose.
[00:01:03.180 --> 00:01:04.660]   It doesn't matter if it's a decision
[00:01:04.660 --> 00:01:07.020]   about color or typography.
[00:01:07.020 --> 00:01:10.200]   It doesn't matter if it's an illustration or photography,
[00:01:10.200 --> 00:01:13.360]   or a philosophical debate on how simple or complex
[00:01:13.360 --> 00:01:16.160]   to make a webpage because you have too much to say.
[00:01:16.160 --> 00:01:18.400]   Everything you decide to put on a website
[00:01:18.400 --> 00:01:21.240]   should be done intentionally.
[00:01:21.240 --> 00:01:23.840]   A good web design engages a visitor,
[00:01:23.840 --> 00:01:25.480]   compels them to take action
[00:01:25.480 --> 00:01:27.820]   with the least amount of clicks possible,
[00:01:27.820 --> 00:01:29.620]   and can be backed by data.
[00:01:29.620 --> 00:01:32.800]   I have a huge amount of respect and love
[00:01:32.800 --> 00:01:35.680]   for the field of digital design and user experience.
[00:01:35.680 --> 00:01:38.480]   It truly is as much science as it is art.
[00:01:38.480 --> 00:01:42.720]   So if you've ever considered a career in digital design,
[00:01:42.720 --> 00:01:44.100]   or you're curious how to transition
[00:01:44.100 --> 00:01:46.200]   to different opportunities within the field,
[00:01:46.200 --> 00:01:48.520]   then this episode is for you.
[00:01:48.520 --> 00:01:50.400]   Today, we're going to have a conversation
[00:01:50.400 --> 00:01:52.160]   with Janelle Chandler.
[00:01:52.160 --> 00:01:54.160]   She's the VP of creative and user experience
