
[00:00:00.000 --> 00:00:04.500]   Hi out there can't really tell who you are how many of you are out there, but it sounds like a lot
[00:00:04.500 --> 00:00:08.200]   Raise your hand if you've heard of no code
[00:00:08.200 --> 00:00:16.120]   Okay, squinting I see I see some hands. Okay, it's definitely an improvement since 2012 when we started the company
[00:00:16.120 --> 00:00:21.440]   But before I go into to no code and how it's going to allow AI to be more broadly
[00:00:21.440 --> 00:00:26.320]   Experienced by by by the enterprise and and small business
[00:00:27.120 --> 00:00:31.780]   Knowledge workforce. I want to start with a small shout out to weights and biases
[00:00:31.780 --> 00:00:35.060]   I actually started my career in 2009 as an intern at
[00:00:35.060 --> 00:00:39.280]   Lucas and and Chris van Pelt's previous company crowdflowers
[00:00:39.280 --> 00:00:44.000]   So very full circle that you know, we're all back here now at this moment
[00:00:44.000 --> 00:00:50.000]   And I think it's it's been interesting for me to watch AI really take off over the the recent past
[00:00:50.000 --> 00:00:56.640]   I started my my my college experience being very interested in AI and at the time neural networks
[00:00:56.640 --> 00:01:03.720]   I told around a lot in MATLAB and was trying to find some interesting applications of in that case neural nets and
[00:01:03.720 --> 00:01:11.800]   Ultimately, I decided my time would be better spent at that time learning UX because the the constant for me at the time was okay
[00:01:11.800 --> 00:01:15.360]   You can build all of this advanced inference. You can do interesting stuff with that
[00:01:15.360 --> 00:01:18.520]   You need high quality data. You can get some really interesting outputs
[00:01:18.520 --> 00:01:23.760]   But to wrap it all up into an experience that people are going to be able to use and get value from
[00:01:24.080 --> 00:01:26.940]   We're still gonna need the principles of UX, right?
[00:01:26.940 --> 00:01:31.660]   Whether that's with a natural language input or through GUIs, you know
[00:01:31.660 --> 00:01:39.160]   understanding UX and really how humans can interface with a computer is gonna be the the universal language the constant of how
[00:01:39.160 --> 00:01:45.280]   Software experiences are realized more broadly. And so that's how we started our table in 2012
[00:01:45.280 --> 00:01:52.320]   We were really, you know going out with this mission of democratizing the building of useful apps and to do so with a no-code
[00:01:52.680 --> 00:01:55.960]   Paradigm which at the time was not very well understood. I mean arguably
[00:01:55.960 --> 00:01:59.160]   you know really not not a category and
[00:01:59.160 --> 00:02:04.040]   Today, you know, I think what we've done is taken all of the principles of building apps
[00:02:04.040 --> 00:02:09.680]   So you have a data layer you have logic you have interface and we've distilled them into a form
[00:02:09.680 --> 00:02:14.960]   Where you can just drag and drop it sort of like what you do with a Squarespace or a Wix for websites
[00:02:14.960 --> 00:02:18.840]   Airtable is to two apps now. How does this all tie in to AI?
[00:02:18.840 --> 00:02:20.720]   We'll get to that
[00:02:20.720 --> 00:02:25.580]   I think the most exciting thing to me looking at AI and especially Gen AI today
[00:02:25.580 --> 00:02:32.200]   Versus where the state of the art was in 2009 when I graduated is that now out of the box you have these incredible
[00:02:32.200 --> 00:02:36.340]   Foundation models and specifically for me LLMs are the really exciting thing
[00:02:36.340 --> 00:02:40.880]   That are capable of being applied to a really broad range of knowledge work
[00:02:40.880 --> 00:02:44.800]   So no longer do you have to go and have a really large and high quality
[00:02:44.800 --> 00:02:49.840]   Dataset that you can then train your own model on and then you know only after a lot of effort
[00:02:49.840 --> 00:02:52.080]   Can you do some useful inference?
[00:02:52.080 --> 00:02:59.040]   Applications but instead now as we've all experienced from chat GPT and you know, you can do funny and silly things with it
[00:02:59.040 --> 00:03:01.560]   But you can also do quite advanced things, right?
[00:03:01.560 --> 00:03:05.480]   and I think that's the part that is most piqued my interest as a
[00:03:05.480 --> 00:03:10.120]   technologist and somebody who loves thinking about how do you take really powerful technology and
[00:03:10.120 --> 00:03:18.080]   Productize it into a way that anyone can use that more people can get value from it's basically what we did with the foundations of
[00:03:18.080 --> 00:03:21.520]   Airtable taking the concept of database powered applications and
[00:03:21.520 --> 00:03:26.240]   Democratizing it into this no code GUI experience and it's what we're now setting out to do
[00:03:26.240 --> 00:03:29.920]   With AI and that the power of gen AI and especially LLMs
[00:03:29.920 --> 00:03:37.700]   Now this talk is not just about Airtable what I want to leave you with are four principles of how to build great UX
[00:03:37.700 --> 00:03:40.840]   Around LLMs that make them more immediately
[00:03:40.840 --> 00:03:47.280]   Valuable to real use cases and real people especially within a workplace setting
[00:03:48.120 --> 00:03:52.800]   One final thought on on the the current, you know point in time that we're in
[00:03:52.800 --> 00:03:59.880]   I think what's really blown me away is that as you've you've watched these models progress over the even of the recent past
[00:03:59.880 --> 00:04:04.000]   The breakthroughs in terms of what they're able to do, you know, it's not just about
[00:04:04.000 --> 00:04:08.760]   You know being able to stylistically edit content or summarize etc
[00:04:08.760 --> 00:04:12.680]   But I think a lot of people over gravitate on these more narrow and I would say
[00:04:12.680 --> 00:04:16.400]   You know less reasoning or creativity or knowledge heavy
[00:04:17.080 --> 00:04:22.080]   prompts, but in fact the the you know, the reality is that if you go in and you really push
[00:04:22.080 --> 00:04:25.960]   These models to their limits they're capable of much more
[00:04:25.960 --> 00:04:30.280]   I mean dare I say it even strategy if you think of yourself as a
[00:04:30.280 --> 00:04:35.960]   you know product manager or somebody working on it on a new feature to actually go in and be able to get a
[00:04:35.960 --> 00:04:43.800]   LLM to give you a very useful starting point is really magical and I think that we will only unlock more of these use cases
[00:04:43.800 --> 00:04:46.320]   throughout the world throughout the you know, the
[00:04:46.720 --> 00:04:54.120]   The outer reaches of every company by giving the tools to end users who are closest to their own work closest to the data
[00:04:54.120 --> 00:05:00.720]   That they can use to apply into these LLMs to be able to really explore the edges of what's possible
[00:05:00.720 --> 00:05:08.160]   some of the screenshots here from the you know, some of the recent news pieces that we've probably all seen, you know
[00:05:08.160 --> 00:05:14.880]   foundation models be able to you know, pass the bar being able to now, you know pass job interviews and
[00:05:15.400 --> 00:05:17.400]   and of course, I think we've all seen the
[00:05:17.400 --> 00:05:22.960]   Microsoft research paper that talks about the the sparks of really incredible
[00:05:22.960 --> 00:05:26.580]   And and and thought-provoking, you know
[00:05:26.580 --> 00:05:33.280]   Signs of general intelligence that we've seen from you know, especially the really large LLMs like gbd4
[00:05:33.280 --> 00:05:41.640]   So, of course, you know as I said the the the real bottleneck to adoption as we believe it at our table and and you know
[00:05:41.640 --> 00:05:46.800]   Within the no-code community is not actually at this point just the capabilities of the models themselves
[00:05:46.800 --> 00:05:53.040]   and of course, there's going to be a lot of value in the innovation of you know, coming up with better foundation models models with
[00:05:53.040 --> 00:05:58.800]   Multimodal capabilities fine-tuning models, you know, it's really exciting to see the explosion of
[00:05:58.800 --> 00:06:01.440]   Progress there at that layer
[00:06:01.440 --> 00:06:05.800]   But my personal conviction is that even if you froze in this moment in time
