
[00:00:00.000 --> 00:00:04.000]   Your tough Tacoma is here.
[00:00:04.000 --> 00:00:06.000]   Your powerful 4Runner.
[00:00:06.000 --> 00:00:08.000]   Your stylish Camry.
[00:00:08.000 --> 00:00:11.000]   Your versatile RAV4.
[00:00:11.000 --> 00:00:15.000]   Even your fully electric VZ4X.
[00:00:15.000 --> 00:00:21.000]   Your new Toyota car, truck, or SUV is available now.
[00:00:21.000 --> 00:00:24.000]   So see your Toyota dealer today.
[00:00:24.000 --> 00:00:26.000]   We make it easy.
[00:00:26.000 --> 00:00:29.000]   Toyota. Let's go places.
[00:00:30.000 --> 00:00:34.000]   Radicals, I've just found some important news.
[00:00:34.000 --> 00:00:36.000]   And I've got to get this to you as fast as possible.
[00:00:36.000 --> 00:00:39.000]   Because I just found out that there's a presidential election tomorrow.
[00:00:39.000 --> 00:00:40.000]   November 8, 2016.
[00:00:40.000 --> 00:00:43.000]   There is a presidential election in the United States of America.
[00:00:43.000 --> 00:00:47.000]   And your life is going to be over if the wrong person wins.
[00:00:47.000 --> 00:00:51.000]   You're doomed if the wrong person wins that election tomorrow.
[00:00:51.000 --> 00:00:54.000]   You are absolutely going to be without a future.
[00:00:54.000 --> 00:00:57.000]   And so I've got to get you all the information that you need.
[00:00:57.000 --> 00:01:01.000]   I need to fill you in on all of the details so that you know who you can vote for and how you can vote.
[00:01:01.000 --> 00:01:05.000]   Because if you don't go out and vote tomorrow, the end of the world as we know it is upon us.
[00:01:05.000 --> 00:01:08.000]   And--oh, wait a second. Sorry. Wrong show.
[00:01:08.000 --> 00:01:12.000]   [Music]
[00:01:12.000 --> 00:01:14.000]   This isn't that show.
[00:01:14.000 --> 00:01:15.000]   This is another show.
[00:01:15.000 --> 00:01:21.000]   [Music]
[00:01:21.000 --> 00:01:23.000]   Welcome to the Radical Personal Finance Podcast.
[00:01:23.000 --> 00:01:25.000]   My name is Joshua Sheets, and I am your host.
[00:01:25.000 --> 00:01:28.000]   Generally not quite as caffeinated as that intro.
[00:01:28.000 --> 00:01:33.000]   This is the show where we tackle the subject of financial freedom, building a plan for financial freedom,
