
[00:00:00.000 --> 00:00:03.620]   You might think, "Oh, this is about optimizing," like, you know, a word you use a lot.
[00:00:03.620 --> 00:00:08.520]   Optimizing productivity efficiency, but I really see it as the exact opposite.
[00:00:08.520 --> 00:00:15.420]   You know, when I think about my life, my first brain, myself, I want to be ever less optimized over time.
[00:00:15.420 --> 00:00:19.360]   I don't want to have any structure. I want to have less and less routine.
[00:00:19.360 --> 00:00:26.700]   I want to just follow my curiosity and my passion completely spontaneously with no preconception.
[00:00:26.700 --> 00:00:30.920]   But I have responsibilities and things that I have to manage in the world.
[00:00:30.920 --> 00:00:37.300]   So it's almost like I spend my time optimizing my second brain, making it this well-oiled machine
[00:00:37.300 --> 00:00:39.960]   so that my first brain can be almost like a child.
[00:00:39.960 --> 00:00:43.960]   I look at my two-year-old, I'm like, "I aspire to be like this kid."
[00:00:43.960 --> 00:00:49.960]   He just goes after what he wants and what he loves like 100% of the time.
[00:00:49.960 --> 00:00:56.760]   He's just so carefree, so spontaneous, so enlivened, so present.
[00:00:56.760 --> 00:00:59.020]   That's the kind of stuff that I aspire to over time.
[00:00:59.020 --> 00:01:02.900]   And I can get away with it because I have my second brain over here.
[00:01:02.900 --> 00:01:08.120]   Hello, and welcome to another episode of All The Hacks, a show about upgrading your life, money, and travel.
[00:01:08.120 --> 00:01:12.060]   I'm your host, Chris Hutchins, and each week, I sit down with the world's best experts
[00:01:12.060 --> 00:01:16.300]   to learn the strategies, tactics, and frameworks that have shaped their success.
[00:01:16.300 --> 00:01:23.420]   There's a common expression called "drinking from the firehose" that sums up the way many of us experience information in today's world.
[00:01:23.420 --> 00:01:30.700]   There's just way too much content to consume, whether it's videos, movies, podcasts, articles, blogs, books, it keeps going.
[00:01:30.700 --> 00:01:32.400]   And what do we do with all of this?
[00:01:32.400 --> 00:01:35.960]   How are we supposed to remember and use all of this information?
[00:01:35.960 --> 00:01:41.900]   David Allen, creator of Getting Things Done, is famous for saying, "Your mind is for having ideas, not for holding them."
[00:01:41.900 --> 00:01:43.760]   But how do we do that?
[00:01:43.760 --> 00:01:51.700]   So today, I'm talking with Tiago Forte, who's got a way for us to get those ideas out of our brain and into a reliable system for retrieval,
[00:01:51.700 --> 00:01:54.360]   what he calls a second brain.
[00:01:54.360 --> 00:02:01.100]   Tiago's become one of the world's foremost experts on productivity, teaching cohort-based courses on building a second brain for years.
[00:02:01.100 --> 00:02:05.900]   And now he put that information into a new book that I loved called Building a Second Brain,
[00:02:05.900 --> 00:02:10.160]   A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential.
[00:02:10.160 --> 00:02:13.620]   We're going to talk about the four steps to having a highly effective second brain,
