
[00:00:00.360 --> 00:00:02.320]   - Welcome to the Huberman Lab Podcast,
[00:00:02.320 --> 00:00:03.760]   where we discuss science
[00:00:03.760 --> 00:00:05.940]   and science-based tools for everyday life.
[00:00:05.940 --> 00:00:10.320]   I'm Andrew Huberman,
[00:00:10.320 --> 00:00:13.520]   and I'm a professor of neurobiology and ophthalmology
[00:00:13.520 --> 00:00:15.080]   at Stanford School of Medicine.
[00:00:15.080 --> 00:00:17.760]   My guest today is Dr. Sergio Pasca.
[00:00:17.760 --> 00:00:20.120]   Dr. Sergio Pasca is a professor of psychiatry
[00:00:20.120 --> 00:00:21.320]   and behavioral sciences,
[00:00:21.320 --> 00:00:22.160]   and the director
[00:00:22.160 --> 00:00:24.960]   of the Stanford Brain Organogenesis Program.
[00:00:24.960 --> 00:00:25.960]   During today's episode,
[00:00:25.960 --> 00:00:28.200]   we discuss autism, schizophrenia,
[00:00:28.200 --> 00:00:30.200]   and human brain development generally,
[00:00:30.200 --> 00:00:32.260]   both brain development during pregnancy,
[00:00:32.260 --> 00:00:33.500]   as well as during childhood,
[00:00:33.500 --> 00:00:36.420]   and leading all the way up to our third decade of life.
[00:00:36.420 --> 00:00:37.460]   During today's discussion,
[00:00:37.460 --> 00:00:39.760]   you will get the most up-to-date information
[00:00:39.760 --> 00:00:41.760]   about autism and its treatments.
[00:00:41.760 --> 00:00:44.560]   You'll learn why the prevalence of autism is rising,
[00:00:44.560 --> 00:00:46.340]   the role that genes play in autism,
[00:00:46.340 --> 00:00:48.860]   and the novel treatments that Dr. Pasca is developing
[00:00:48.860 --> 00:00:51.120]   to treat what is called profound autism,
[00:00:51.120 --> 00:00:53.500]   which are the most severe cases of autism.
[00:00:53.500 --> 00:00:56.340]   Dr. Pasca is one of a small handful of researchers
[00:00:56.340 --> 00:00:58.460]   that pioneered the discovery and development
[00:00:58.460 --> 00:01:00.700]   of what are called organoids and assembloids,
[00:01:00.700 --> 00:01:02.480]   which are essentially human brain circuits
[00:01:02.480 --> 00:01:05.560]   derived from stem cells that form in a dish
[00:01:05.560 --> 00:01:07.380]   so that one can study them directly.
[00:01:07.380 --> 00:01:09.000]   And while that might sound artificial,
[00:01:09.000 --> 00:01:11.680]   today he explains why those organoids and assembloids
[00:01:11.680 --> 00:01:15.080]   are immensely powerful for understanding exactly what is wrong
[00:01:15.080 --> 00:01:17.640]   in psychiatric illnesses like profound autism,
[00:01:17.640 --> 00:01:20.060]   schizophrenia, and other psychiatric challenges,
[00:01:20.060 --> 00:01:21.880]   and for developing cures.
[00:01:21.880 --> 00:01:23.640]   So today you're going to learn a lot
[00:01:23.640 --> 00:01:26.420]   about human brain development and about stem cells,
[00:01:26.420 --> 00:01:28.360]   which is going to be important for anyone interested
[00:01:28.360 --> 00:01:29.900]   in how the brain wires up,
[00:01:29.900 --> 00:01:31.980]   how to treat various diseases of the brain,
[00:01:31.980 --> 00:01:35.260]   but also for anyone who is considering stem cell therapies.
[00:01:35.260 --> 00:01:36.320]   As you'll soon learn,
[00:01:36.320 --> 00:01:38.340]   Sergio is an extraordinary scientist,
[00:01:38.340 --> 00:01:40.520]   but also an extraordinary teacher.
[00:01:40.520 --> 00:01:41.820]   By the end of today's episode,
[00:01:41.820 --> 00:01:44.100]   you'll have the latest information on stem cells,
[00:01:44.100 --> 00:01:47.460]   organoids, autism, and what is being done to cure autism,
[00:01:47.460 --> 00:01:49.500]   and other psychiatric conditions.
[00:01:49.500 --> 00:01:50.340]   Before we begin,
[00:01:50.340 --> 00:01:52.060]   I'd like to emphasize that this podcast
[00:01:52.060 --> 00:01:54.680]   is separate from my teaching and research roles at Stanford.
[00:01:54.680 --> 00:01:56.740]   It is however, part of my desire and effort
[00:01:56.740 --> 00:01:59.240]   to bring zero cost to consumer information about science
[00:01:59.240 --> 00:02:01.840]   and science related tools to the general public.
[00:02:01.840 --> 00:02:02.960]   In keeping with that theme,
[00:02:02.960 --> 00:02:05.340]   today's episode does include sponsors.
[00:02:05.340 --> 00:02:08.520]   And now for my discussion with Dr. Sergio Pasca.
[00:02:08.520 --> 00:02:10.380]   Dr. Sergio Pasca.
[00:02:10.380 --> 00:02:11.220]   - Welcome.
[00:02:11.220 --> 00:02:12.760]   - Thank you, it's great to be here.
[00:02:12.760 --> 00:02:14.360]   - We're old friends.
[00:02:14.360 --> 00:02:16.180]   Shared a laboratory space years ago.
[00:02:16.180 --> 00:02:18.120]   We'll get back to that a little later.
[00:02:18.120 --> 00:02:22.120]   In the meantime, these days there's a ton of interest
[00:02:22.120 --> 00:02:24.240]   and I think misunderstanding about autism.
[00:02:24.240 --> 00:02:28.020]   As soon as the topic of autism comes up,
[00:02:28.020 --> 00:02:29.920]   immediately some people will say,
[00:02:29.920 --> 00:02:31.300]   why are we trying to cure this thing?
[00:02:31.300 --> 00:02:33.900]   I know autistic children and adults
[00:02:33.900 --> 00:02:36.620]   that are delightful people that lead functional lives.
[00:02:36.620 --> 00:02:38.340]   They might be a little bit different
[00:02:38.340 --> 00:02:39.560]   or a lot different than other people,
[00:02:39.560 --> 00:02:42.080]   but why are we trying to quote unquote cure autism?
[00:02:42.080 --> 00:02:44.040]   And then other people will say,
[00:02:44.040 --> 00:02:48.820]   well, there are people with autism who need constant care,
[00:02:48.820 --> 00:02:51.140]   who will never live independently.
[00:02:51.140 --> 00:02:55.820]   Tell us about autism, what this spectrum really is.
[00:02:55.820 --> 00:02:59.460]   And then we'll talk about what your laboratory is doing to try
[00:02:59.460 --> 00:03:03.140]   and literally find cures for the most debilitating forms of autism.
[00:03:03.140 --> 00:03:06.080]   - Well, autism is a complex condition.
[00:03:06.080 --> 00:03:09.080]   It's a spectrum, as you said.
[00:03:09.080 --> 00:03:12.940]   In a way, you could say autism and neurodevelopmental disorders.
[00:03:12.940 --> 00:03:15.640]   It's behaviorally defined.
[00:03:15.640 --> 00:03:17.080]   There's no biomarker.
[00:03:17.080 --> 00:03:22.540]   So in a way, it's a condition that is defined exclusively by observing behavior,
[00:03:22.540 --> 00:03:26.020]   which is actually the case for most psychiatric disorders.
[00:03:26.020 --> 00:03:32.720]   But it's essentially diagnosed by the presence and absence of certain behaviors
[00:03:32.720 --> 00:03:37.020]   in a certain period of time or up to a certain age.
[00:03:37.020 --> 00:03:40.820]   And of course, what triggered, I think, a lot of discussions in recent years
[00:03:40.820 --> 00:03:46.560]   is because the number or the prevalence of autism has increased.
[00:03:46.560 --> 00:03:50.480]   So now it's close to almost 3% of the general population,
[00:03:50.480 --> 00:03:51.960]   which of course, it's a big number.
[00:03:51.960 --> 00:03:52.920]   - 3%?
[00:03:52.920 --> 00:03:54.280]   - Almost 3%, yes.
[00:03:54.280 --> 00:03:54.860]   - Wow.
[00:03:54.860 --> 00:03:57.860]   - So it has increased even since I was in medical school.
[00:03:57.860 --> 00:04:01.180]   When I was in medical school, actually, it was considered a rare disease.
[00:04:01.180 --> 00:04:04.920]   The reason why I actually studied autism, because it was a very rare disease
[00:04:04.920 --> 00:04:09.020]   and we had very few resources, so we thought studying a rare disease would be easier.
[00:04:09.020 --> 00:04:11.980]   But now we also know so much more about this condition.
[00:04:11.980 --> 00:04:18.460]   So we do know, for instance, that there is a strong genetic component to it,
[00:04:18.460 --> 00:04:22.480]   which for a while, obviously, we didn't.
[00:04:22.480 --> 00:04:28.620]   In fact, in early days, the psychoanalytic perspective dominated,
[00:04:28.620 --> 00:04:31.220]   especially in the '50s and '60s.
[00:04:31.220 --> 00:04:36.260]   So it was thought that it was resulting from having very cold parents,
[00:04:36.260 --> 00:04:37.660]   in particular, a cold mother.
[00:04:37.660 --> 00:04:38.760]   - Emotionally cold?
[00:04:38.760 --> 00:04:39.600]   - Yeah, emotionally cold.
[00:04:39.600 --> 00:04:46.600]   It was the so-called refrigerator-mother hypothesis of autism.
[00:04:46.600 --> 00:04:51.160]   And then in the '70s, some of the first biological studies were done,
[00:04:51.160 --> 00:04:55.960]   primarily in twins, that show something quite remarkable.
[00:04:55.960 --> 00:05:00.100]   That if you have twins that are identical, genetically identical,
[00:05:00.100 --> 00:05:04.200]   and one has autism, then the probability that the other one has autism
[00:05:04.200 --> 00:05:05.620]   is very, very high.
[00:05:05.620 --> 00:05:07.460]   - Even with different mothers? - Sure.
[00:05:07.460 --> 00:05:08.460]   - Mm-hmm. - Mm-hmm.
[00:05:08.460 --> 00:05:13.460]   - But generally, we think that there is a strong heritable component to autism.
[00:05:13.460 --> 00:05:15.300]   So that was like in the late '70s.
[00:05:15.300 --> 00:05:22.300]   And really, just in the last 10, 15 years, we've learned, actually, that there are genes associated with autism,
[00:05:22.300 --> 00:05:26.140]   and certainly with very specific forms of autism.
[00:05:26.140 --> 00:05:30.140]   And so that's what we would call generally profound autism today.
[00:05:30.140 --> 00:05:30.980]   conditions that are severe.
[00:05:30.980 --> 00:05:37.980]   conditions that are severe, that are causing an impairment, that are very often associated with other conditions,
[00:05:37.980 --> 00:05:41.980]   such as intellectual disability, so low IQ, epilepsy.
[00:05:41.980 --> 00:05:46.780]   So because it is a spectrum, of course, it creates a lot of confusion.
[00:05:46.780 --> 00:05:54.820]   And certainly, there's no doubt that there are individuals that have autistic traits that are fully functional in the general population.
[00:05:54.820 --> 00:06:04.820]   But the reality is also that there are kids that have autism who are very impaired and will require, actually, lifelong care of sorts.
[00:06:04.820 --> 00:06:09.820]   You know, another way of thinking about autism is that autism is not one disease.
[00:06:09.820 --> 00:06:17.660]   And I think, you know, no psychiatrist or even biologists who are studying autism would ever consider that this is one single disease.
[00:06:17.660 --> 00:06:25.060]   The way I look at it sometimes is, like, think about the fever of the 19th century in medicine, right?
[00:06:25.060 --> 00:06:27.020]   So you see this very often in movies, right?
[00:06:27.020 --> 00:06:29.980]   They will say, "Oh, he has a fever, high fever.
[00:06:29.980 --> 00:06:31.660]   He's going to die from high fever."
[00:06:31.660 --> 00:06:38.220]   Well, that fever could have been a viral infection, a bacterial infection, could have been cancer, metastatic cancer, right?
[00:06:38.220 --> 00:06:40.620]   Could have been an autoimmune disease.
[00:06:40.620 --> 00:06:42.460]   The treatments are very different.
[00:06:42.460 --> 00:06:44.860]   But in that time, that's all we knew.
[00:06:44.860 --> 00:06:49.260]   It was we were observing that behavior, in which case, raising of the temperature.
[00:06:49.260 --> 00:06:50.540]   But we didn't know the biology.
[00:06:50.540 --> 00:06:53.500]   Today, we will use very different treatments for those conditions.
[00:06:53.500 --> 00:06:55.300]   And some of them, of course, we don't even treat, right?
[00:06:55.300 --> 00:06:56.860]   We just observe.
[00:06:56.860 --> 00:07:05.420]   So I think in autism research, as it is the case for many psychiatric conditions, they are defined behaviorally.
[00:07:05.420 --> 00:07:07.740]   But there is a disconnect with the biology.
[00:07:07.740 --> 00:07:12.540]   Very often, we don't have good biological, we don't have biological markers by definition.
[00:07:12.540 --> 00:07:17.420]   And so that disconnect, I think, creates a lot of confusion.
[00:07:17.420 --> 00:07:19.180]   I have a couple of questions.
[00:07:19.180 --> 00:07:23.500]   First of all, is the prevalence of autism higher in males?
[00:07:23.500 --> 00:07:24.620]   I've been told yes.
[00:07:24.620 --> 00:07:31.660]   If it's 3% overall, what's the distribution for males versus females?
[00:07:31.660 --> 00:07:34.620]   The ratio varies, also based on severity.
[00:07:34.620 --> 00:07:36.700]   But generally, it's been one to four.
[00:07:37.420 --> 00:07:41.100]   So more males than females.
[00:07:41.100 --> 00:07:47.820]   And we just recently had our colleague Nirao Shah on the podcast, who basically said the difference
[00:07:47.820 --> 00:07:50.940]   between a biological male and female comes down to this SRY gene.
[00:07:50.940 --> 00:07:54.060]   Not even necessarily on the Y chromosome.
[00:07:54.060 --> 00:07:59.180]   If a baby has the SRY gene, you're going to get a fully functional male.
[00:07:59.180 --> 00:08:03.740]   If not, you're essentially dealing with a female.
[00:08:03.740 --> 00:08:08.860]   So presumably, something about the SRY gene is conferring a vulnerability to autism.
[00:08:08.860 --> 00:08:10.060]   I think it's fascinating.
[00:08:10.060 --> 00:08:14.060]   Well, there are a lot of discussions, of course, like what causes this difference.
[00:08:14.060 --> 00:08:19.260]   And some discussions are just in terms of diagnosis, that perhaps some of the girls are not getting
[00:08:19.260 --> 00:08:25.260]   diagnosed properly, that we do know that some of them are very good at what we call masking the
[00:08:25.260 --> 00:08:30.940]   symptoms or learning the skills, social skills, and covering for that diagnosis.
[00:08:30.940 --> 00:08:37.260]   But what we do know for sure is that there are differences in how the male and the female brain,
[00:08:37.260 --> 00:08:40.860]   especially around birth, can actually take up injury.
[00:08:40.860 --> 00:08:43.340]   So think, for instance, about premature birth.
