
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:04.360]   - Okay, today I'm speaking
[00:00:04.360 --> 00:00:05.520]   with my good friend, Brian Kaplan,
[00:00:05.520 --> 00:00:07.800]   and this will actually be the second time we talk.
[00:00:07.800 --> 00:00:09.320]   This is the first time we talked
[00:00:09.320 --> 00:00:11.240]   was the first episode of this podcast.
[00:00:11.240 --> 00:00:13.860]   So yeah, I'm really excited about this.
[00:00:13.860 --> 00:00:15.560]   - Or it's fantastic to be back here to Rakesh.
[00:00:15.560 --> 00:00:17.600]   Great to see how well you've been doing for yourself.
[00:00:17.600 --> 00:00:20.400]   And now it is my privilege to get to speak to you.
[00:00:20.400 --> 00:00:22.320]   - Excellent, okay.
[00:00:22.320 --> 00:00:24.360]   So today we're talking about your book,
[00:00:24.360 --> 00:00:26.400]   "Labor Econ Versus the World."
[00:00:26.400 --> 00:00:28.680]   And it's a collection of your essays throughout the years,
[00:00:28.680 --> 00:00:30.120]   and I highly recommend it.
[00:00:30.120 --> 00:00:32.480]   Okay, so here's my first question.
[00:00:32.480 --> 00:00:35.160]   What percentage of the working age population
[00:00:35.160 --> 00:00:37.480]   is zero or negative productivity?
[00:00:37.480 --> 00:00:40.960]   - It's a good question.
[00:00:40.960 --> 00:00:44.480]   So this is working age population, not actual,
[00:00:44.480 --> 00:00:47.800]   not the ones that are in fact currently working.
[00:00:47.800 --> 00:00:48.640]   - Yeah, yeah, yeah.
[00:00:48.640 --> 00:00:50.120]   - Yeah, hmm.
[00:00:50.120 --> 00:00:53.040]   Let's see.
[00:00:53.040 --> 00:00:58.040]   Well, I'd be inclined to say probably something like 3%.
[00:00:59.040 --> 00:01:01.000]   Although of course, it's much higher
[00:01:01.000 --> 00:01:03.120]   if you just make someone do a job
[00:01:03.120 --> 00:01:04.680]   that they're not suited for.
[00:01:04.680 --> 00:01:05.840]   So again, whenever people talk
[00:01:05.840 --> 00:01:07.080]   about zero productivity workers,
[00:01:07.080 --> 00:01:08.400]   I often want to say,
[00:01:08.400 --> 00:01:09.840]   the fact that someone is zero productivity
[00:01:09.840 --> 00:01:11.480]   or negative productivity at the job they're doing
[00:01:11.480 --> 00:01:12.480]   doesn't show that they are
[00:01:12.480 --> 00:01:14.440]   a zero or negative productivity person.
[00:01:14.440 --> 00:01:17.120]   Could just be that they are mismatched to the job.
[00:01:17.120 --> 00:01:19.200]   A common misunderstanding actually.
