
[00:00:00.000 --> 00:00:23.400]   Hey folks, I am Anushrath. I lead the applied research team here at PromQL. PromQL, you might
[00:00:23.400 --> 00:00:30.300]   have seen as the sponsor for the reliability track here at the AI Engineers World Fair.
[00:00:30.300 --> 00:00:37.400]   So today I'll talk about the data readiness is a myth. How many of you are trying to deploy
[00:00:37.400 --> 00:00:44.840]   some kind of AI system on some kind of data in a production environment? Okay. Awesome.
[00:00:44.840 --> 00:00:53.160]   Who is trying to work with more than documents and vector databases? Okay. Whose data is
[00:00:53.160 --> 00:01:02.660]   perfect? Clean, annotated, perfect column names, table names? Anyone? See, no hands. Okay.
[00:01:02.660 --> 00:01:06.500]   And how much time does everyone... Okay, I'm not going to make this a question. You all spend
[00:01:06.500 --> 00:01:11.600]   a lot of time making your data ready, right? So that the AI can understand it, so that the
[00:01:11.600 --> 00:01:18.160]   AI understands the meanings and the relationships in your data. But it's just a pipe dream that
[00:01:18.160 --> 00:01:22.920]   we are all chasing, right? We are all chasing this perfect data dream so that our AI can finally
[00:01:22.920 --> 00:01:27.420]   work reliably on it. And that's never going to happen. So how do we still make it reliable,
[00:01:27.420 --> 00:01:34.420]   no matter how messy data we have? Okay. So tell me if this is a fact. Is this what your data
[00:01:34.420 --> 00:01:38.920]   looks like? Your... That's how you name your tables. That's how you name your columns. Sometimes
[00:01:38.920 --> 00:01:45.920]   they have null values. Sometimes you have old values, old column names. Sometimes you have
[00:01:45.920 --> 00:01:51.920]   shorthand. CST_NM. Does that customer name? Is it custom nomenclature? I don't know what that
[00:01:51.920 --> 00:02:00.420]   is. Rev_amount_ust. That's how you name your revenue. Is active. Now, is this binary? Is
[00:02:00.420 --> 00:02:04.420]   a Boolean field? Is it zero, one, true, false, null, not null? I don't know what it is, right?
[00:02:04.420 --> 00:02:08.420]   Then you have other systems. That's just one system. One table in one system. You have other
[00:02:08.420 --> 00:02:12.420]   systems which have similar things, right? It has organization name. It has total revenue.
[00:02:12.420 --> 00:02:19.120]   How does that map to your other systems? Is the revenue in cents? Is it in dollars? Decimal
[00:02:19.120 --> 00:02:25.420]   value? Floating points? What is it, right? You have no idea. Okay. So in 2019, everyone
[00:02:25.420 --> 00:02:28.620]   was saying, let's standardize everything. Move everything in Snowflake. Let's move everything
[00:02:28.620 --> 00:02:35.740]   in Databricks. And finally, our problems will be fixed. 40% complete. MDM will fix this. Master
[00:02:35.740 --> 00:02:39.920]   Data Management Team will fix this. That's their responsibility. They're still implementing their
[00:02:39.920 --> 00:02:45.460]   information. So in 2023, with the rise of AI, rise of agents, we'll create semantic layers
[00:02:45.460 --> 00:02:50.220]   that understand our data domain. I mean, it breaks every quarter. Your data domain changes
[00:02:50.220 --> 00:02:55.760]   every quarter, right? You change your tables. You change your schemas. You change your workflows.
[00:02:55.760 --> 00:03:01.720]   So in 2025, we are saying AI needs perfect data to work. And it's still waiting. And it's never
[00:03:01.720 --> 00:03:07.920]   going to happen. Right? And McKinsey said that on an average, a Fortune 500 company loses $250
[00:03:07.920 --> 00:03:13.460]   million because of poor data quality. So how do we fix this?
[00:03:13.460 --> 00:03:20.000]   So who has tried playing with semantic layers? Mem0, Atlans, semantic kernel, you have tried
[00:03:20.000 --> 00:03:22.000]   playing with it, right? How has your experience been?
[00:03:22.000 --> 00:03:27.000]   We actually use Jando to create a flexible model.
[00:03:27.000 --> 00:03:35.540]   Okay. Gotcha. Lot of pruning. Okay. And I'm assuming you're manually adding information to it,
[00:03:35.540 --> 00:03:38.540]   maintaining it, and stuff like that. Right?
[00:03:38.540 --> 00:03:45.540]   Sure. Yeah. Okay. So let's say you've added a definition, like customer acquisition cost means
[00:03:45.540 --> 00:03:51.080]   marketing spend divided by new customers. Okay? Now, this is some information your AI needs to
[00:03:51.080 --> 00:03:57.080]   answer your questions. But that's not enough, right? Like, which marketing spend? Coming from
[00:03:57.080 --> 00:04:02.080]   the brand team, from the performance team? What does a new customer even mean? Right? First purchase
[00:04:02.080 --> 00:04:07.080]   customer, reactivated customer. For what time period are we talking about? Does it include failed
[00:04:07.080 --> 00:04:12.620]   trials or not? Is it accounting for seasonality? There are so many things that you need to do,
[00:04:12.620 --> 00:04:17.240]   and you can never capture all of that in a semantic layer just by -- if you think you can manually
[00:04:17.240 --> 00:04:23.920]   add everything, you can't. Right? So you can't redefine every edge case. Knowledge graphs. Who's played
[00:04:23.920 --> 00:04:31.860]   with knowledge graphs? Graph rag? Heard of it, at least. Okay. A bunch of people. Okay. Awesome. So, let's take
[00:04:31.860 --> 00:04:40.160]   a very simple example. Assume a customer's -- assume a sales data set where you have defined this graph
[00:04:40.160 --> 00:04:47.460]   that deals map to stage, a date, and an owner. Okay? And a very simple question I ask. Show me deals at risk.
[00:04:47.460 --> 00:04:52.960]   Right? Very simple questions. The graph knows that deals map to stages, stages map to close dates. But what
[00:04:52.960 --> 00:04:58.800]   does at risk mean? Is it mean that the champion has just left? Is it mean it has been stuck in that
[00:04:58.800 --> 00:05:04.080]   stage for two months? Like, what does at risk mean to my business? Right? How do you capture that in
[00:05:04.080 --> 00:05:13.040]   a graph database? Right? How do you capture a billion rows of snowflake table in a graph database? You can't.
[00:05:13.040 --> 00:05:21.840]   So graph is also -- knowledge graph is also another solution. So the real problem here is not that we need a better
[00:05:21.840 --> 00:05:29.680]   semantic layer solution. We need a better graph rack solution. We need a better named database systems. No.
[00:05:29.680 --> 00:05:37.680]   The problem is that the AI does not speak your business language. Like, a GM in a finance domain can mean gross margin.
[00:05:37.680 --> 00:05:41.680]   But, you know, HR domain might mean general manager. Right? What does conversion mean to you? What does quarter mean to you?
[00:05:41.680 --> 00:05:47.520]   What is the definition of your quarter? I'll show you an example here with an AI system not working
[00:05:47.520 --> 00:05:53.520]   with that. And what is an active customer? Every team has their own definition. Right? So how does an AI
[00:05:53.520 --> 00:05:58.880]   speak this tribal knowledge, this tacit knowledge that you have developed while being in your company for so
[00:05:58.880 --> 00:06:03.920]   many years? Right? Your AI does not know that. Your vanilla LLMs don't know that. They're super smart,
[00:06:03.920 --> 00:06:09.520]   incredible at doing so many cool stuff. So much cool stuff. But they don't understand your business,
[00:06:09.520 --> 00:06:16.960]   your domain. Right? So traditionally, we had these analysts, these engineers, right? Whenever a business
[00:06:16.960 --> 00:06:22.400]   user or a customer had a problem, had a task, they had a question, they would go to this analyst or an
[00:06:22.400 --> 00:06:27.120]   engineer who knew about the business, who had this tribal knowledge in their head. They knew how to
[00:06:27.120 --> 00:06:32.480]   write code, SQL, whatever. They can talk to your underlying data systems. SQL, no SQL, doesn't matter.
[00:06:32.480 --> 00:06:38.560]   Any kind of data source. Right? And they have this tribal knowledge, which they use to answer your
[00:06:38.560 --> 00:06:43.280]   question with 100% reliability. They explain what they're doing. Right? And that's how you have all
[00:06:43.280 --> 00:06:50.240]   built trust in your colleagues, in your peers. Right? That's what is missing with AI. Right? This tribal
[00:06:50.240 --> 00:06:57.520]   knowledge piece that doesn't exist today with AI. And that's the problem. So the solution. The same
[00:06:57.520 --> 00:07:03.200]   semantically, but let's make it agentic. What that means is let's not try to improve it. Let's not try
[00:07:03.200 --> 00:07:12.080]   to manually add context to there continuously. No. How about we make an AI system that behaves like the
[00:07:12.080 --> 00:07:16.880]   analyst you just hired today. Day one, day zero, the analyst comes to your company, super smart,
[00:07:16.880 --> 00:07:21.360]   can do a bunch of things. Doesn't know a lot about your business yet. They start working with you.
[00:07:21.360 --> 00:07:24.720]   They mess up somewhere. You tell them, no, that's not what you should have done. This is what I mean
[00:07:24.720 --> 00:07:29.600]   when I say this. It learns, learns, learns, learns. Now this analyst 10 years later is an experienced
[00:07:29.600 --> 00:07:34.640]   analyst in your company. They know everything about your business. Right? Let's make an AI like that.
[00:07:34.640 --> 00:07:39.520]   An AI that keeps improving, keeps learning as you use it more and more, as you course correct it,
[00:07:39.520 --> 00:07:47.120]   as you steer it. But assumption is your AI needs to be correctable, explainable, steerable, already accurate
[00:07:47.120 --> 00:07:53.600]   in what it knows. Right? So let's see how you build such an AI. Right? So we're trying to replace this
[00:07:53.600 --> 00:07:59.840]   human part of the AI. Right? So that's what we have been trying to do with PromQL. It's like a day zero
[00:07:59.840 --> 00:08:07.280]   smart analyst. Right? So we take a foundational LLM and that's the whatever LLM you bring. We make it
[00:08:07.280 --> 00:08:14.320]   create PromQL plans. PromQL is basically a domain specific language which can do three tasks. Data
[00:08:14.320 --> 00:08:22.160]   retrieval, data compute aggregation, and semantics. And this is a deterministic domain language.
[00:08:23.120 --> 00:08:28.080]   And vanilla LLMs are incredible at generating. We don't have to fine tune them. Right? Now,
[00:08:28.080 --> 00:08:34.480]   within this DSL, I can ask the LLM to create this DSL whenever I ask the user to ask the question.
[00:08:34.480 --> 00:08:40.480]   Now I can execute this DSL in a deterministic runtime. I do not involve the LLM in actual execution,
[00:08:40.480 --> 00:08:45.760]   actual generation of an answer. Because if I let the LLM generate the answer, it's by default
[00:08:45.760 --> 00:08:50.560]   hallucinating. And I'm just hoping the hallucination is correct. That's how LLMs work. Right? So I'm saying,
[00:08:50.560 --> 00:08:56.720]   decouple it. Let the LLM generate the plan, and we will execute this plan in a deterministic runtime.
