
[00:00:00.000 --> 00:00:05.440]   Hello everybody, it's Sam from Financial Samurai and happy holidays. I love this time of the year
[00:00:05.440 --> 00:00:13.280]   Not only because the kids are running around and so happy to open presents feel very grateful to have them and to see their joy
[00:00:13.280 --> 00:00:16.280]   But it's also a great time to reflect
[00:00:16.280 --> 00:00:17.120]   You know
[00:00:17.120 --> 00:00:23.340]   I just sent an email response to someone who had emailed me five times asking me to do something right?
[00:00:23.340 --> 00:00:24.400]   It's business development stuff
[00:00:24.400 --> 00:00:30.800]   And when I responded I got his out of office email that said he'll be out of the office until January 10th
[00:00:30.800 --> 00:00:33.320]   2022 and I'll say to myself Wow
[00:00:33.320 --> 00:00:39.940]   You can do biz dev now by setting auto blast emails to random people while you go on vacation
[00:00:39.940 --> 00:00:41.940]   How cool is that sign me up?
[00:00:41.940 --> 00:00:44.620]   And then the second thing I realized is man
[00:00:44.620 --> 00:00:50.040]   If you can do a little bit of work or just a normal amount of work during the holidays
[00:00:50.240 --> 00:00:56.820]   You will get far ahead far further than your peers once they come back
[00:00:56.820 --> 00:00:59.680]   so in this episode I want to share my
[00:00:59.680 --> 00:01:02.100]   2022 housing market
[00:01:02.100 --> 00:01:09.940]   Forecasts and this is really important to me because I have tremendous skin in the game about 65% or roughly
[00:01:09.940 --> 00:01:15.680]   $200,000 of our passive income comes from real estate without real estate
[00:01:15.680 --> 00:01:20.960]   I'm not so sure I would have left work in 2012 and I'm not so sure my wife would have left work in
[00:01:20.960 --> 00:01:27.680]   2015 real estate has been so important on our financial journey that I really can't afford to get my
[00:01:27.680 --> 00:01:30.940]   2022 housing market forecast to wrong
[00:01:30.940 --> 00:01:38.440]   I wish I was just paid to pontificate on where the housing market will be going without any kind of
[00:01:38.440 --> 00:01:41.360]   Repercussions right whether it goes up or down and I'm right or wrong
[00:01:41.360 --> 00:01:46.600]   It doesn't really matter but getting my forecast right really does matter for our livelihood
