
[00:00:00.000 --> 00:00:05.660]   This video is about rapid progress in AI, progress that might soon be a little less
[00:00:05.660 --> 00:00:12.320]   US-centric, with news of a veteran OpenAI researcher being denied a green card.
[00:00:12.320 --> 00:00:18.260]   But it's been just a single-digit number of days since the release of O3, the latest model from
[00:00:18.260 --> 00:00:23.800]   OpenAI, and it has broken some records, and in turn raised yet more questions.
[00:00:23.800 --> 00:00:30.000]   So in no particular order, and drawing on a half dozen papers, here are four updates on
[00:00:30.000 --> 00:00:32.520]   the state of play at the bleeding edge of AI.
[00:00:32.520 --> 00:00:36.700]   Now just before we get to how much money these models will make for companies like OpenAI
[00:00:36.700 --> 00:00:42.160]   and Google, and how much money they will cost you, which model is actually the best at the
[00:00:42.160 --> 00:00:42.400]   moment?
[00:00:42.400 --> 00:00:48.100]   Well, that's actually really hard to say, because it depends heavily on your use case and the
[00:00:48.100 --> 00:00:49.420]   benchmark that you look at.
[00:00:49.420 --> 00:00:56.020]   At the moment, the two clear contenders for me would be O3 and Gemini 2.5 Pro, and I covered
[00:00:56.020 --> 00:01:00.420]   how they were neck and neck in some of the most famous benchmarks in the video I released
[00:01:00.420 --> 00:01:02.220]   on the night of O3's release.
[00:01:02.220 --> 00:01:05.840]   But since then, we've arguably got some more interesting benchmark results.
[00:01:05.840 --> 00:01:12.340]   Take the piecing together of puzzles within long works of fiction, up to say around 100,000
[00:01:12.340 --> 00:01:12.740]   words.
[00:01:12.740 --> 00:01:18.020]   I honestly expected Gemini 2.5 Pro to keep its lead, in that it could piece together those
[00:01:18.020 --> 00:01:21.620]   puzzles, even at various lengths through to the longest texts.
[00:01:21.620 --> 00:01:24.740]   After all, long context is Gemini's speciality.
[00:01:24.740 --> 00:01:29.760]   But no, O3 takes the lead at almost every length of text.
[00:01:29.760 --> 00:01:35.900]   If you know that there's a clue in chapter 3 that pertains to chapter 16, then O3 is the
[00:01:35.900 --> 00:01:36.480]   model for you.
[00:01:36.480 --> 00:01:38.300]   Who cares about that, some of you will say.
[00:01:38.300 --> 00:01:40.260]   What about physics and spatial reasoning?
[00:01:40.260 --> 00:01:46.200]   Well, here is a brand new benchmark from less than 72 hours ago, and we can compare those
[00:01:46.200 --> 00:01:47.040]   top two contenders.
[00:01:47.040 --> 00:01:51.880]   We have Gemini 2.5 Pro in the lead, followed by O3 High.
[00:01:51.880 --> 00:01:57.320]   And bear in mind that Gemini 2.5 Pro is four times cheaper than O3.
[00:01:57.320 --> 00:02:02.700]   Notice though for reference that human expert accuracy on this benchmark still far exceeds
[00:02:02.700 --> 00:02:03.540]   the best model.
[00:02:03.540 --> 00:02:07.960]   Imagine you had to learn about all sorts of realistic physical interactions, predominantly
[00:02:07.960 --> 00:02:11.040]   through reading text, not experiencing the world.
[00:02:11.040 --> 00:02:13.900]   You would probably have the same problems.
