
[00:00:00.000 --> 00:00:02.000]   Struggling with your electric bill?
[00:00:02.000 --> 00:00:06.000]   Get an energy assist from SDG&E and save.
[00:00:06.000 --> 00:00:09.000]   You may qualify for an 18% discount.
[00:00:09.000 --> 00:00:15.000]   Visit sdge.com/fera to find out more.
[00:00:15.000 --> 00:00:19.000]   It's Friday. That means it's time for Q&A.
[00:00:19.000 --> 00:00:35.000]   [Music]
[00:00:35.000 --> 00:00:37.000]   Welcome to Radical Personal Finance,
[00:00:37.000 --> 00:00:41.000]   the show dedicated to providing you with the knowledge, skills, insight, and encouragement
[00:00:41.000 --> 00:00:44.000]   you need to live a rich and meaningful life now
[00:00:44.000 --> 00:00:46.000]   while building a plan for financial freedom in ten years or less.
[00:00:46.000 --> 00:00:49.000]   My name is Joshua Sheets and I am your host.
[00:00:49.000 --> 00:00:51.000]   On Fridays we do live Q&A.
[00:00:51.000 --> 00:00:54.000]   That's where you get to call in, ask me whatever question you want.
[00:00:54.000 --> 00:00:57.000]   I don't screen the calls. I don't cherry pick.
[00:00:57.000 --> 00:01:00.000]   It's an open line and you get to ask me anything you want.
[00:01:00.000 --> 00:01:07.000]   [Music]
[00:01:07.000 --> 00:01:09.000]   I really do enjoy doing these calls.
[00:01:09.000 --> 00:01:12.000]   I never thought I was going to be in a radio program,
[00:01:12.000 --> 00:01:15.000]   but this allows me to do the equivalent of it.
[00:01:15.000 --> 00:01:16.000]   I think they're really fun.
[00:01:16.000 --> 00:01:18.000]   They keep me on my toes to see if I'm ready to go
[00:01:18.000 --> 00:01:21.000]   and often just have some really interesting questions,
[00:01:21.000 --> 00:01:23.000]   which sometimes later I expand on.
[00:01:23.000 --> 00:01:26.000]   These calls are open to listeners in a couple of ways.
[00:01:26.000 --> 00:01:29.000]   Today's call is an exclusive patron-only call.
[00:01:29.000 --> 00:01:35.000]   And so what that means is that only people who support the show directly through my Patreon program
[00:01:35.000 --> 00:01:39.000]   at radicalpersonalfinance.com/patron received an invitation to today's call.
[00:01:39.000 --> 00:01:46.000]   That means at the moment, because I have about, what, 270, 265 patrons right now,
[00:01:46.000 --> 00:01:48.000]   and many of them have had their questions answered,
[00:01:48.000 --> 00:01:51.000]   that means at the moment we have one caller on the line.
[00:01:51.000 --> 00:01:56.000]   So we're going to have a back-and-forth directly with Matt in Tennessee here in just a moment.
[00:01:56.000 --> 00:01:58.000]   If you would like to have access to a call like this,
[00:01:58.000 --> 00:02:02.000]   the very best way to guarantee that is to become a supporting patron of the show.
[00:02:02.000 --> 00:02:05.000]   The way that program works, it's a voluntary program.
[00:02:05.000 --> 00:02:08.000]   I distribute the podcast to you here each and every day for free,
[00:02:08.000 --> 00:02:10.000]   sitting here right here for you.
[00:02:10.000 --> 00:02:15.000]   If you find that it is valuable for you, then we have an opportunity to –
[00:02:15.000 --> 00:02:18.000]   you have an opportunity to support it and to send me money through the Patreon program.
[00:02:18.000 --> 00:02:21.000]   You can do that at radicalpersonalfinance.com/patron.
[00:02:21.000 --> 00:02:23.000]   And we just had another caller jump on, so there will be plenty of time.
[00:02:23.000 --> 00:02:26.000]   But we are going to start with Matt in Tennessee.
