
[00:00:00.000 --> 00:00:01.640]   (upbeat music)
[00:00:01.640 --> 00:00:04.640]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.640 --> 00:00:07.400]   a show about upgrading your life, money, and travel.
[00:00:07.400 --> 00:00:08.240]   I'm Chris Hutchins,
[00:00:08.240 --> 00:00:11.320]   and I'm so excited for our guest today, Nasir Yassin,
[00:00:11.320 --> 00:00:14.240]   better known online from his channel, Nas Daily.
[00:00:14.240 --> 00:00:16.400]   Nasir has traveled to dozens of countries
[00:00:16.400 --> 00:00:19.280]   that many of us have never been to or even heard of,
[00:00:19.280 --> 00:00:22.100]   and he's captivated millions of viewers worldwide
[00:00:22.100 --> 00:00:24.040]   with his daily one-minute videos
[00:00:24.040 --> 00:00:26.040]   that bring to life the stories of people
[00:00:26.040 --> 00:00:27.960]   from every corner of the globe.
[00:00:27.960 --> 00:00:30.280]   He has over 60 million followers online,
[00:00:30.280 --> 00:00:33.480]   and his videos have had more than 20 billion views.
[00:00:33.480 --> 00:00:35.720]   Now, I've gotten to know him over the past few years
[00:00:35.720 --> 00:00:37.920]   after he made a pretty amazing video
[00:00:37.920 --> 00:00:39.880]   about me and credit card points
[00:00:39.880 --> 00:00:41.320]   that I'll link to in the show notes,
[00:00:41.320 --> 00:00:43.960]   and I'm quite confident will make you smile.
[00:00:43.960 --> 00:00:45.460]   We're gonna talk about how travel
[00:00:45.460 --> 00:00:47.300]   can broaden our perspective on life
[00:00:47.300 --> 00:00:49.600]   and also help us save money along the way.
[00:00:49.600 --> 00:00:51.480]   And while our conversation touches a lot
[00:00:51.480 --> 00:00:52.800]   on travel-related topics,
[00:00:52.800 --> 00:00:55.680]   like the best ways to engage with local communities,
[00:00:55.680 --> 00:00:57.400]   underrated countries to visit,
[00:00:57.400 --> 00:00:59.200]   or why he always stays in hostels
[00:00:59.200 --> 00:01:00.560]   when he's in a new country,
[00:01:00.560 --> 00:01:02.000]   we're also gonna talk a little bit
[00:01:02.000 --> 00:01:04.600]   about personal development and self-discovery.
[00:01:04.600 --> 00:01:06.600]   I am really excited for this conversation,
[00:01:06.600 --> 00:01:08.900]   so let's jump in right after this.
[00:01:08.900 --> 00:01:13.160]   How do you feel about your finances right this second?
