
[00:00:00.000 --> 00:00:06.000]   Welcome back everyone.
[00:00:06.000 --> 00:00:08.800]   This is part two in our series on information retrieval.
[00:00:08.800 --> 00:00:11.680]   We're going to briefly review classical IR approaches.
[00:00:11.680 --> 00:00:14.040]   It will be a brief overview because our focus in
[00:00:14.040 --> 00:00:16.120]   this course is on neural information retrieval,
[00:00:16.120 --> 00:00:20.280]   but I did want to cover these classical ideas because they're very powerful,
[00:00:20.280 --> 00:00:22.760]   and classical IR systems could very well
[00:00:22.760 --> 00:00:25.920]   be important components in models that you develop.
[00:00:25.920 --> 00:00:29.000]   The standard starting point for classical IR is
[00:00:29.000 --> 00:00:30.560]   the term document matrix.
[00:00:30.560 --> 00:00:34.240]   I've got a fragment of a real term document matrix on the slide here.
[00:00:34.240 --> 00:00:36.200]   The terms are along the rows,
[00:00:36.200 --> 00:00:38.440]   the documents go along the columns,
[00:00:38.440 --> 00:00:40.760]   and the cells record the number of times that
[00:00:40.760 --> 00:00:43.360]   each word appeared in each one of these documents.
[00:00:43.360 --> 00:00:45.740]   These are standardly very large,
[00:00:45.740 --> 00:00:49.600]   very sparse matrices, but they encode latently a lot of
[00:00:49.600 --> 00:00:54.480]   information about which documents are relevant to which query terms.
[00:00:54.480 --> 00:00:59.440]   TF-IDF is a common approach to massaging
[00:00:59.440 --> 00:01:01.840]   those term document values to get
[00:01:01.840 --> 00:01:04.640]   more information about relevance from the matrix.
[00:01:04.640 --> 00:01:06.120]   Here's how TF-IDF works.
[00:01:06.120 --> 00:01:09.000]   We begin from a corpus of documents D.
[00:01:09.000 --> 00:01:12.960]   Term frequency is actually internal to each one of these documents.
[00:01:12.960 --> 00:01:17.560]   TF of a word given a document is simply the number of times that that word appears in
[00:01:17.560 --> 00:01:21.300]   the document divided by the total length of the document,
[00:01:21.300 --> 00:01:24.080]   so a standard relative frequency value.
[00:01:24.080 --> 00:01:29.160]   Document frequency is a function of words and our entire corpus,
[00:01:29.160 --> 00:01:32.840]   and we're simply counting the number of documents that contain the target word,
[00:01:32.840 --> 00:01:35.800]   regardless of how frequent the word is in each one of those documents.
[00:01:35.800 --> 00:01:40.160]   Simple occurrence, the number of documents that contains the target word.
[00:01:40.160 --> 00:01:44.600]   Then inverse document frequency is just the log of the total size of
[00:01:44.600 --> 00:01:49.400]   our corpus divided by the document frequency value that we calculated.
[00:01:49.400 --> 00:01:54.840]   Then TF-IDF is simply the product of the TF and the IDF values.
