
[00:00:00.000 --> 00:00:04.000]   (music)
[00:00:04.000 --> 00:00:09.000]   Well, back in October of last year, we looked at the shipwrecked faith.
[00:00:09.000 --> 00:00:14.000]   Specifically, how do people make shipwreck of their faith? What causes it?
[00:00:14.000 --> 00:00:22.000]   And there in APJ 1849, Pastor John, you define the shipwrecked faith as a person who makes a beginning in the Christian life,
[00:00:22.000 --> 00:00:28.000]   but who drifts away as their heart increasingly prefers sin over Christ.
[00:00:28.000 --> 00:00:38.000]   It's a heart preference issue. The heart falls in love with riches, or the heart falls in love with this present world and its approval,
[00:00:38.000 --> 00:00:45.000]   and so it rejects a good conscience and becomes defiled by the world's sin.
[00:00:45.000 --> 00:00:53.000]   Basically, a shipwrecked faith is the heart's desires corrupted. You made that point in APJ 1849.
[00:00:53.000 --> 00:00:58.000]   But sometimes when we speak of the shipwrecked faith, we assume that this state is one of final undoing,
[00:00:58.000 --> 00:01:03.000]   like there's no hope of return, it's over, you shipwrecked, or you don't shipwreck,
[00:01:03.000 --> 00:01:07.000]   and that leads to today's email from a listener named Jacob.
[00:01:07.000 --> 00:01:11.000]   Pastor John, thank you for all your service and for your passion in the gospel.
[00:01:11.000 --> 00:01:17.000]   My question is this. Is there hope for those who have shipwrecked their faith?
[00:01:17.000 --> 00:01:25.000]   I believe I've done this, as 1 Timothy 119 describes, happen to those who have rejected a good conscience.
[00:01:25.000 --> 00:01:34.000]   I feel my communion with the Lord has been dry and blocked for almost six months now due to my personal sin.
[00:01:34.000 --> 00:01:38.000]   Can a shipwrecked faith be undone?
[00:01:38.000 --> 00:01:51.000]   I think it would be unbiblical and unwarranted and unhelpful for me to say to Jacob that he is beyond hope.
[00:01:51.000 --> 00:02:04.000]   Those six months of sin and disobedience and distance from God are no sure sign that Jacob is beyond hope.
[00:02:04.000 --> 00:02:13.000]   So, let me try to give five encouraging reasons from the Bible why I say this for Jacob's sake,
[00:02:13.000 --> 00:02:19.000]   especially and others, no doubt, who perhaps share his condition.
[00:02:19.000 --> 00:02:27.000]   And then we'll close with a sober warning and a hopeful exhortation first.
[00:02:27.000 --> 00:02:33.000]   Let's just pay attention to the context that he's referring to, 1 Timothy 119-20.
