
[00:00:00.000 --> 00:00:03.360]   [MUSIC PLAYING]
[00:00:03.360 --> 00:00:06.920]   Everybody, welcome.
[00:00:06.920 --> 00:00:10.080]   We're going to spend about 60 minutes today just looking
[00:00:10.080 --> 00:00:11.880]   into the NFRS net paper.
[00:00:11.880 --> 00:00:15.240]   And can I please ask just maybe if you
[00:00:15.240 --> 00:00:17.400]   want to raise your hands, just a quick show of hands,
[00:00:17.400 --> 00:00:19.280]   just in the participants.
[00:00:19.280 --> 00:00:23.960]   If you know about the NFRS net paper, or if you've heard of it,
[00:00:23.960 --> 00:00:25.760]   or if you've seen it, I think there's
[00:00:25.760 --> 00:00:29.320]   an option to raise hands in Zoom.
[00:00:29.320 --> 00:00:32.280]   I'll just put it in chat, just like say yes or no.
[00:00:32.280 --> 00:00:36.560]   I'm just very curious, just a quick--
[00:00:36.560 --> 00:00:39.120]   so we've got a bunch.
[00:00:39.120 --> 00:00:40.080]   We've got a mixed bunch.
[00:00:40.080 --> 00:00:41.360]   So some of us know about it.
[00:00:41.360 --> 00:00:44.880]   Some of us don't know about it.
[00:00:44.880 --> 00:00:46.200]   In the 60 minutes today, we're going
[00:00:46.200 --> 00:00:47.360]   to be discussing the paper.
[00:00:47.360 --> 00:00:50.360]   And then we're going to be going into the question and answers
[00:00:50.360 --> 00:00:51.240]   as well.
[00:00:51.240 --> 00:00:52.520]   It's not a question and answer.
[00:00:52.520 --> 00:00:55.880]   It's more of a discussion towards the end of 15 minutes.
[00:00:55.880 --> 00:01:00.560]   And something that we do in our paper reading groups
[00:01:00.560 --> 00:01:02.880]   is towards the end, if you go to that link,
[00:01:02.880 --> 00:01:05.760]   let me copy paste it in the chat as well.
[00:01:05.760 --> 00:01:08.080]   It brings up a report.
[00:01:08.080 --> 00:01:10.720]   So it will bring up the paper reading group report.
[00:01:10.720 --> 00:01:12.960]   And this is June 8.
[00:01:12.960 --> 00:01:13.680]   That's today.
[00:01:13.680 --> 00:01:16.200]   And we're looking at the characterizing
[00:01:16.200 --> 00:01:17.920]   signal propagation.
[00:01:17.920 --> 00:01:22.600]   So something that we do from most of our past paper reading
[00:01:22.600 --> 00:01:26.480]   groups is that based on this, because we have to stream it
[00:01:26.480 --> 00:01:27.360]   online as well.
[00:01:27.360 --> 00:01:29.560]   So it's just a lot of different places
[00:01:29.560 --> 00:01:32.320]   that people are attending this from.
[00:01:32.320 --> 00:01:35.280]   So it's just easier if we all put our comments in one place.
[00:01:35.280 --> 00:01:36.400]   And that's towards the end.
[00:01:36.400 --> 00:01:39.400]   But if you want to start asking your questions
[00:01:39.400 --> 00:01:41.440]   or you want to make comments, there'll
[00:01:41.440 --> 00:01:43.680]   be ample opportunity for us to talk to ourselves.
[00:01:43.680 --> 00:01:45.960]   There'll be ample opportunity for me
[00:01:45.960 --> 00:01:48.560]   to ask questions if there's some part of the paper
[00:01:48.560 --> 00:01:50.560]   that you don't understand.
[00:01:50.560 --> 00:01:57.120]   But we're going to be diving deep into this paper.
[00:01:57.120 --> 00:01:58.280]   OK, so that's that.
[00:01:58.280 --> 00:02:00.360]   So that's the paper reading group.
[00:02:00.360 --> 00:02:08.200]   So with that being said, let's get into the NF-ResNet paper.
[00:02:08.200 --> 00:02:11.520]   And before we do get into the NF-ResNet paper,
[00:02:11.520 --> 00:02:13.720]   we want to start with ResNet.
[00:02:13.720 --> 00:02:16.840]   So the ResNet architecture-- so usually I
[00:02:16.840 --> 00:02:18.400]   come with PowerPoint slides.
[00:02:18.400 --> 00:02:20.720]   But today I thought, let's just go through the paper.
[00:02:20.720 --> 00:02:23.240]   Let's go through the paper one by one.
[00:02:23.240 --> 00:02:27.560]   And we can have a look at what exactly is going on
[00:02:27.560 --> 00:02:29.240]   in the NF-ResNet paper.
[00:02:29.240 --> 00:02:32.160]   But we know that the ResNet paper looks something
[00:02:32.160 --> 00:02:32.920]   like this.
[00:02:32.920 --> 00:02:40.560]   So if I'm having a look at the 34-layer residual,
[00:02:40.560 --> 00:02:42.360]   I know that we start--
[00:02:42.360 --> 00:02:45.200]   so the first thing-- so on this thing,
[00:02:45.200 --> 00:02:48.880]   the first thing that's there is the 7 by 7 conf.
[00:02:48.880 --> 00:02:50.480]   And this looks like a--
[00:02:50.480 --> 00:02:51.440]   it's called a stem.
[00:02:51.440 --> 00:02:55.440]   So that's the first thing.
[00:02:55.440 --> 00:02:57.280]   So we've got a stem here.
[00:02:57.280 --> 00:03:02.280]   And then this is the first block.
[00:03:02.280 --> 00:03:06.440]   The one in green is the second block.
[00:03:06.440 --> 00:03:08.960]   We keep going down.
[00:03:08.960 --> 00:03:10.840]   This is the third block.
[00:03:10.840 --> 00:03:12.600]   And this is the fourth block.
[00:03:12.600 --> 00:03:14.640]   So if you count the number of--
[00:03:14.640 --> 00:03:17.520]   basically, it's a conf batch norm relue.
[00:03:17.520 --> 00:03:19.240]   So if you count, there's three of these.
[00:03:19.240 --> 00:03:22.640]   So this whole thing is counted as one.
[00:03:22.640 --> 00:03:25.760]   So there's three of these, conf batch norm relue.
[00:03:25.760 --> 00:03:27.680]   There's four in here.
[00:03:27.680 --> 00:03:29.440]   There's six in here.
[00:03:29.440 --> 00:03:31.040]   And there's three in here.
