
[00:00:00.000 --> 00:00:02.500]   [silence]
[00:00:02.500 --> 00:00:05.020]   One of the biggest lies in the universe
[00:00:05.020 --> 00:00:07.200]   that seems quite prominent right now
[00:00:07.200 --> 00:00:11.100]   is that every experience you have changes your brain.
[00:00:11.100 --> 00:00:12.260]   People love to say this.
[00:00:12.260 --> 00:00:13.140]   They love to say,
[00:00:13.140 --> 00:00:15.460]   "Your brain is going to be different after this lecture.
[00:00:15.460 --> 00:00:17.800]   Your brain is going to be different after today's class
[00:00:17.800 --> 00:00:18.800]   than it was two days ago."
[00:00:18.800 --> 00:00:21.160]   And that's absolutely not true.
[00:00:21.160 --> 00:00:23.400]   The nervous system doesn't just change
[00:00:23.400 --> 00:00:24.580]   because you experienced something
[00:00:24.580 --> 00:00:27.100]   unless you're a very young child.
[00:00:28.220 --> 00:00:31.420]   The nervous system changes when certain neurochemicals
[00:00:31.420 --> 00:00:35.560]   are released and allow whatever neurons are active
[00:00:35.560 --> 00:00:38.980]   in the period in which those chemicals are swimming around
[00:00:38.980 --> 00:00:44.120]   to strengthen or weaken the connections of those neurons.
[00:00:44.120 --> 00:00:45.900]   Now, this is best illustrated
[00:00:45.900 --> 00:00:48.680]   through a little bit of scientific history.
[00:00:48.680 --> 00:00:51.200]   The whole basis of neuroplasticity
[00:00:51.200 --> 00:00:53.680]   is essentially ascribed to two individuals,
[00:00:53.680 --> 00:00:54.880]   although there were a lot more people
[00:00:54.880 --> 00:00:55.940]   that were involved in this work.
[00:00:55.940 --> 00:00:59.040]   Those two individuals go by the name David Hubel
[00:00:59.040 --> 00:01:00.880]   and Torsten Wiesel.
[00:01:00.880 --> 00:01:02.140]   David Hubel and Torsten Wiesel
[00:01:02.140 --> 00:01:03.760]   started off at Johns Hopkins,
[00:01:03.760 --> 00:01:05.760]   moved to Harvard Medical School.
[00:01:05.760 --> 00:01:07.280]   And in the '70s and '80s,
[00:01:07.280 --> 00:01:09.120]   they did a series of experiments
[00:01:09.120 --> 00:01:12.740]   recording electrical activity in the brain.
[00:01:12.740 --> 00:01:15.800]   They were in the visual cortex,
[00:01:15.800 --> 00:01:18.840]   meaning they put the electrodes in the visual cortex,
[00:01:18.840 --> 00:01:20.840]   and they were exploring how vision works
[00:01:20.840 --> 00:01:23.500]   and how the visual brain organizes all the features
[00:01:23.500 --> 00:01:24.340]   of the visual world
[00:01:24.340 --> 00:01:27.460]   as these incredible things we call visual perceptions.
[00:01:27.460 --> 00:01:31.640]   But Hubel was a physician,
[00:01:31.640 --> 00:01:35.000]   and he was very interested in what happens
[00:01:35.000 --> 00:01:37.080]   when, for instance, a child comes into the world
[00:01:37.080 --> 00:01:38.600]   and they have a cataract.
[00:01:38.600 --> 00:01:41.920]   The lens of their eye isn't clear, but it's opaque.
[00:01:41.920 --> 00:01:44.360]   Or when a kid has a lazy eye
[00:01:44.360 --> 00:01:46.200]   or the eyes have what's called strabismus,
[00:01:46.200 --> 00:01:49.180]   which is when the eyes either deviate outward or inward.
[00:01:49.180 --> 00:01:52.160]   These are very common things of childhood,
