
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.960]   - Welcome to the Latest Space Podcast.
[00:00:05.960 --> 00:00:08.300]   I'm delighted to do Segment Anything 2.
[00:00:08.300 --> 00:00:11.060]   Our first, one of our very first viral podcasts
[00:00:11.060 --> 00:00:12.820]   was Segment Anything 1 with Joseph.
[00:00:12.820 --> 00:00:13.660]   Welcome back.
[00:00:13.660 --> 00:00:14.500]   - Thanks so much.
[00:00:14.500 --> 00:00:16.860]   - And this time we are joined by the lead author
[00:00:16.860 --> 00:00:18.660]   of Segment Anything 2, Nikki Ravi.
[00:00:18.660 --> 00:00:19.500]   Welcome.
[00:00:19.500 --> 00:00:20.320]   - Thank you.
[00:00:20.320 --> 00:00:21.160]   Thanks for having me.
[00:00:21.160 --> 00:00:23.180]   - There's a whole story that we can refer people back
[00:00:23.180 --> 00:00:26.180]   to episode four of the podcast way back when
[00:00:26.180 --> 00:00:27.820]   for the story of Segment Anything.
[00:00:27.820 --> 00:00:29.020]   But I think we're interested
[00:00:29.020 --> 00:00:31.300]   in just introducing you as a researcher,
[00:00:31.300 --> 00:00:33.260]   as a, on the human side.
[00:00:33.260 --> 00:00:35.420]   What was your path into AI research?
[00:00:35.420 --> 00:00:37.980]   Why, you know, why did you choose computer vision
[00:00:37.980 --> 00:00:40.880]   coming out of your specialization at Cambridge?
[00:00:40.880 --> 00:00:41.720]   - Yeah, yeah, sure.
[00:00:41.720 --> 00:00:45.520]   So I did my undergraduate degree in engineering
[00:00:45.520 --> 00:00:47.620]   at Cambridge University.
[00:00:47.620 --> 00:00:49.620]   The engineering program is very general.
[00:00:49.620 --> 00:00:50.840]   So first couple of years,
[00:00:50.840 --> 00:00:53.740]   you sort of study everything from mechanical engineering
[00:00:53.740 --> 00:00:56.660]   to fluid mechanics, structural mechanics,
[00:00:56.660 --> 00:01:00.420]   material science, and also computer science.
[00:01:00.420 --> 00:01:02.260]   Towards the end of my degree,
[00:01:02.260 --> 00:01:05.340]   I started taking more classes in machine learning
[00:01:05.340 --> 00:01:08.300]   and computational neuroscience, and I really enjoyed it.
[00:01:08.300 --> 00:01:11.620]   And actually after graduating from undergrad,
[00:01:11.620 --> 00:01:14.520]   I had a place at Oxford to study medicine.
[00:01:14.520 --> 00:01:18.060]   And so I was initially planning on becoming a doctor,
[00:01:18.060 --> 00:01:19.900]   had everything planned,
[00:01:19.900 --> 00:01:22.780]   and then decided to take a gap year
[00:01:22.780 --> 00:01:24.820]   after finishing undergrad.
[00:01:24.820 --> 00:01:26.040]   And actually that was around the time
[00:01:26.040 --> 00:01:28.700]   that sort of deep learning was emerging.
[00:01:28.700 --> 00:01:31.900]   And in my machine learning class in undergrad,
[00:01:31.900 --> 00:01:34.800]   I remember one day our professor came in
[00:01:34.800 --> 00:01:38.300]   and that was when Google acquired DeepMind.
[00:01:38.300 --> 00:01:40.940]   And so that became like a huge thing.
[00:01:40.940 --> 00:01:42.740]   We talked about it for the whole class.
[00:01:42.740 --> 00:01:45.980]   It kind of really kicked off thinking about,
[00:01:45.980 --> 00:01:47.940]   okay, maybe I want to try something different
[00:01:47.940 --> 00:01:49.380]   other than medicine.
[00:01:49.380 --> 00:01:51.740]   Maybe this is a different path I want to take.
[00:01:51.740 --> 00:01:55.300]   And then in the gap year, I did a bunch of coding,
[00:01:55.300 --> 00:01:57.060]   worked on a number of projects,
[00:01:57.060 --> 00:01:59.740]   did some sort of freelance contracting work.
[00:01:59.740 --> 00:02:02.980]   And then I got a scholarship to come and study in America.
[00:02:02.980 --> 00:02:05.180]   So I went to Harvard for a year,
[00:02:05.180 --> 00:02:08.060]   took a bunch of computer science classes at Harvard and MIT,
[00:02:08.060 --> 00:02:10.700]   worked on a number of AI projects,
[00:02:10.700 --> 00:02:12.380]   especially in computer vision.
[00:02:12.380 --> 00:02:15.300]   I really, really enjoyed working in computer vision,
[00:02:15.300 --> 00:02:17.940]   applied to Facebook and got this job at Facebook.
[00:02:17.940 --> 00:02:21.620]   And I've now, at Facebook at the time, now Matter.
[00:02:21.620 --> 00:02:23.180]   And I've been here for seven years.
[00:02:23.180 --> 00:02:25.660]   So very circuitous path,
[00:02:25.660 --> 00:02:27.460]   probably not a very unconventional.
[00:02:27.460 --> 00:02:29.220]   I didn't do a PhD.
[00:02:29.220 --> 00:02:32.420]   I'm not like a research, typical research scientist.
[00:02:32.420 --> 00:02:35.460]   Definitely came from more of an engineering background.
[00:02:35.460 --> 00:02:37.500]   But since being at Matter,
[00:02:37.500 --> 00:02:40.540]   have had amazing opportunities to work across
[00:02:40.540 --> 00:02:44.500]   so many different interesting problems in computer vision
[00:02:44.500 --> 00:02:46.720]   from 3D computer vision.
[00:02:46.720 --> 00:02:50.860]   How can you go from images of objects to 3D structures?
[00:02:50.860 --> 00:02:53.060]   And then going back to 2D computer vision
[00:02:53.060 --> 00:02:55.140]   and actually understanding the objects
[00:02:55.140 --> 00:02:57.540]   and the pixels and the images themselves.
[00:02:57.540 --> 00:03:00.460]   So it's been very interesting journey
[00:03:00.460 --> 00:03:02.420]   over the past seven years.
[00:03:02.420 --> 00:03:04.660]   - It's weird because I guess with segment anything too,
[00:03:04.660 --> 00:03:07.340]   it's like 4D because you solve time.
[00:03:07.340 --> 00:03:10.700]   You know, you started with 3D and now you're solving the 4D.
[00:03:10.700 --> 00:03:13.940]   - Yeah, it's just going from 3D to images to video.
[00:03:13.940 --> 00:03:15.740]   It's really covering the full spectrum.
[00:03:15.740 --> 00:03:18.540]   And actually one of the nice things has been,
[00:03:18.540 --> 00:03:21.780]   so I think I mentioned I wanted to become a doctor,
[00:03:21.780 --> 00:03:25.180]   but actually Sam is having so much impact in medicine,
[00:03:25.180 --> 00:03:27.420]   probably more than I could have ever had
[00:03:27.420 --> 00:03:28.740]   as a doctor myself.
[00:03:28.740 --> 00:03:30.220]   So I think, you know,
[00:03:30.220 --> 00:03:33.900]   hopefully Sam too can also have similar sort of impact
[00:03:33.900 --> 00:03:36.180]   in medicine and other fields.
[00:03:36.180 --> 00:03:38.740]   - Yeah, I want to give Joseph a chance to comment.
[00:03:38.740 --> 00:03:40.420]   Does that also mirror your,
[00:03:40.420 --> 00:03:42.620]   we know your story about going into vision,
[00:03:42.620 --> 00:03:46.500]   but like in the past year since we did our podcast on Sam,
[00:03:46.500 --> 00:03:48.740]   what's been the impact that you've seen?
[00:03:48.740 --> 00:03:51.660]   - Segment anything set a new standard
[00:03:51.660 --> 00:03:53.020]   in computer vision.
[00:03:53.020 --> 00:03:56.020]   You know, recapping from the first release to present,
[00:03:56.020 --> 00:04:01.020]   Sam introduces the ability for models to near zero shot,
[00:04:01.020 --> 00:04:03.020]   meaning without any training,
[00:04:03.020 --> 00:04:06.660]   identify kind of perfect polygons and outlines
[00:04:06.660 --> 00:04:10.300]   of items and objects inside images.
[00:04:10.300 --> 00:04:13.740]   And that capability previously required
[00:04:13.740 --> 00:04:17.460]   lots of manual labeling, lots of manual preparation,
[00:04:17.460 --> 00:04:20.820]   clicking very meticulously to create outlines of individuals
[00:04:20.820 --> 00:04:22.140]   and people.
[00:04:22.140 --> 00:04:24.940]   And there were some models that attempted
[00:04:24.940 --> 00:04:29.940]   to do zero shot segmentation of items inside images,
[00:04:29.940 --> 00:04:35.420]   though none were as high quality as segment anything.
[00:04:35.420 --> 00:04:38.780]   And with the introduction of segment anything,
[00:04:38.780 --> 00:04:43.780]   you can pass an image with Sam one, Sam two videos as well,
[00:04:43.780 --> 00:04:47.620]   and get perfect, pixel perfect outlines
[00:04:47.620 --> 00:04:49.940]   of most everything inside the images.
[00:04:49.940 --> 00:04:52.380]   Now there are some edge cases across domains
[00:04:52.380 --> 00:04:54.780]   and similar to the human eye,
[00:04:54.780 --> 00:04:56.060]   sometimes you need to say like,
[00:04:56.060 --> 00:04:57.940]   which item you maybe you most care about
[00:04:57.940 --> 00:05:00.700]   for the downstream task and problem you're working on.
[00:05:00.700 --> 00:05:05.700]   Though Sam has accelerated the rate at which developers
[00:05:05.700 --> 00:05:10.300]   are able to use computer vision and production applications.
[00:05:10.300 --> 00:05:15.140]   So at RoboFlow, we were very quick to enable the community
[00:05:15.140 --> 00:05:19.300]   of computer vision developers and engineers to use Sam
