
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:07.000]   Well, cemeteries are unique places.
[00:00:07.000 --> 00:00:11.000]   They're somber, normally very quiet acres,
[00:00:11.000 --> 00:00:14.000]   quarantined from the bustle of a city.
[00:00:14.000 --> 00:00:18.000]   For many, these are awkwardly uncomfortable places.
[00:00:18.000 --> 00:00:22.000]   But others are drawn to make regular pilgrimages to cemeteries.
[00:00:22.000 --> 00:00:24.000]   And for those who do visit cemeteries,
[00:00:24.000 --> 00:00:27.000]   it raises the question over what we're seeking to accomplish
[00:00:27.000 --> 00:00:30.000]   in a grave visit.
[00:00:30.000 --> 00:00:32.000]   The question is from Dave.
[00:00:32.000 --> 00:00:34.000]   "Dear Pastor John, thank you for this podcast," he writes.
[00:00:34.000 --> 00:00:37.000]   "I appreciate your thoughtful answers to hard questions.
[00:00:37.000 --> 00:00:41.000]   I'm wondering what Christians should do and feel and think at a cemetery.
[00:00:41.000 --> 00:00:45.000]   I see some Christians decorating their loved ones' graves with flowers.
[00:00:45.000 --> 00:00:47.000]   Some visit often, even weekly.
[00:00:47.000 --> 00:00:49.000]   Some remember fondly.
[00:00:49.000 --> 00:00:52.000]   Some weep every time they visit over a period of many years.
[00:00:52.000 --> 00:00:55.000]   Is there bad theology behind some of these practices?
[00:00:55.000 --> 00:00:58.000]   At what point do we become overly maudlin?
[00:00:58.000 --> 00:01:01.000]   When does it become ancestor worship?
[00:01:01.000 --> 00:01:04.000]   When does it become a wasting of time?
[00:01:04.000 --> 00:01:07.000]   The Bible observes extended periods of mourning and death.
[00:01:07.000 --> 00:01:11.000]   Also, some graves were clearly marked and remembered for generations.
[00:01:11.000 --> 00:01:14.000]   And Solomon said that it's better to go to the house of mourning
[00:01:14.000 --> 00:01:16.000]   than to go to the house of feasting.
[00:01:16.000 --> 00:01:22.000]   What should Christians accomplish and take away from cemetery visits?"
[00:01:22.000 --> 00:01:29.000]   There are moments in life that signify in an unusual way
[00:01:29.000 --> 00:01:33.000]   a division between the past and the future.
[00:01:33.000 --> 00:01:40.000]   Graduation from high school or college, marriage, a new job.
[00:01:40.000 --> 00:01:42.000]   That season is over.
