
[00:00:00.240 --> 00:00:02.400]   - Welcome to Huberman Lab Essentials,
[00:00:02.400 --> 00:00:05.360]   where we revisit past episodes for the most potent
[00:00:05.360 --> 00:00:08.560]   and actionable science-based tools for mental health,
[00:00:08.560 --> 00:00:10.400]   physical health, and performance.
[00:00:10.400 --> 00:00:14.240]   I'm Andrew Huberman, and I'm a professor of neurobiology
[00:00:14.240 --> 00:00:17.520]   and ophthalmology at Stanford School of Medicine.
[00:00:17.520 --> 00:00:21.160]   Today, we're going to talk all about hearing and balance
[00:00:21.160 --> 00:00:24.660]   and how you can use your ability to hear specific things
[00:00:24.660 --> 00:00:29.440]   and your balance system in order to learn anything faster.
[00:00:29.440 --> 00:00:31.960]   The auditory system, meaning the hearing system,
[00:00:31.960 --> 00:00:33.120]   and your balance system,
[00:00:33.120 --> 00:00:35.900]   which is called the vestibular system,
[00:00:35.900 --> 00:00:39.420]   interact with all the other systems of the brain and body
[00:00:39.420 --> 00:00:41.660]   and used properly can allow you
[00:00:41.660 --> 00:00:43.440]   to learn information more quickly,
[00:00:43.440 --> 00:00:47.460]   remember that information longer and with more ease,
[00:00:47.460 --> 00:00:50.220]   and you can also improve the way you can hear.
[00:00:50.220 --> 00:00:51.880]   You can improve your balance.
[00:00:51.880 --> 00:00:54.820]   We're going to talk about tools for all of that.
[00:00:54.820 --> 00:00:55.640]   Can you hear me?
[00:00:55.640 --> 00:00:57.960]   Can you hear me?
[00:00:57.960 --> 00:01:00.340]   Okay, well, if you can hear me, that's amazing,
[00:01:00.340 --> 00:01:05.420]   because what it means is that my voice is causing little tiny
[00:01:05.420 --> 00:01:08.700]   changes in the airwaves, wherever you happen to be,
[00:01:08.700 --> 00:01:12.440]   and that your ears and whatever's contained in those ears
[00:01:12.440 --> 00:01:15.680]   and in your brain can take those sound waves
[00:01:15.680 --> 00:01:16.820]   and make sense of them.
[00:01:16.820 --> 00:01:21.820]   And that is an absolutely fantastic and staggering feat of biology.
