
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:10.000]   I have a few favorite sermon clips from the sermons of John Piper, and today's clip is one of the very best.
[00:00:10.000 --> 00:00:12.000]   I've listened to it dozens of times at least.
[00:00:12.000 --> 00:00:19.000]   It happens to also be the favorite sermon clip of a long-time podcast listener named Greg Briggs, who lives in Louisville, Kentucky.
[00:00:19.000 --> 00:00:26.000]   It's from a 2004 conference message in which Pastor John is explaining how we order our sexual lives.
[00:00:26.000 --> 00:00:31.000]   Now, you don't have to be a Christian to see the destructive power of pornography on the human brain.
[00:00:31.000 --> 00:00:35.000]   You don't have to be a Christian to discern the difference between love and lust.
[00:00:35.000 --> 00:00:40.000]   And you certainly don't have to be a Christian to know that adultery destroys marriages.
[00:00:40.000 --> 00:00:45.000]   But you must be a Christian to see the battle for sexual purity within its fullest reality.
[00:00:45.000 --> 00:00:52.000]   So how do we battle lust like Christians? And how does sexuality find its ultimate purpose and right place in our lives?
[00:00:52.000 --> 00:01:00.000]   It is no overstatement that the following clip explains the key to it all, the key to the entire struggle.
[00:01:00.000 --> 00:01:02.000]   Here's Pastor John.
[00:01:02.000 --> 00:01:11.000]   We were made to see and savor with everlasting satisfaction the supremacy of Christ.
[00:01:11.000 --> 00:01:23.000]   Our sexuality points to this, and we are sexual beings that we may know something of this.
[00:01:23.000 --> 00:01:35.000]   And we must know this in order to be pure and have our sexuality be sacred and sweet and Christ-exalting and secondary,
[00:01:35.000 --> 00:01:38.000]   quietly, powerfully secondary.
[00:01:38.000 --> 00:01:50.000]   So my prayer for this conference has been and is that you will all, one by one, see and savor the supremacy of Christ.
[00:01:50.000 --> 00:02:00.000]   Married or single, male or female, old or young, disordered in your desires, or walking in a measure of holiness,
[00:02:00.000 --> 00:02:09.000]   that you will behold and embrace the supremacy of Christ in all things.
[00:02:09.000 --> 00:02:23.000]   Because I know, I know without the shadow of a doubt on biblical authority that the little spaceships of our moral regimes,
[00:02:23.000 --> 00:02:35.000]   our little tactics to fight lust, our little spaceships to nudge the planet of our sexuality back into orbit,
[00:02:35.000 --> 00:02:46.000]   are absolutely futile if the supremacy of Christ is not the sun at the center of the solar system of your life.
[00:02:46.000 --> 00:02:49.000]   I know that. I don't know many things.
[00:02:49.000 --> 00:02:59.000]   I know that beyond the shadow of a doubt, and therefore this is an easy conference to do because the solution is clear.
[00:02:59.000 --> 00:03:10.000]   Not easy to appropriate because of our sin, but the answer to the problem is clear.
[00:03:10.000 --> 00:03:18.000]   There's a massive sun that belongs at the center of the solar system of our lives,
[00:03:18.000 --> 00:03:31.000]   and by its weight and glory and mass and beauty and power holds the orbits in place.
[00:03:31.000 --> 00:03:41.000]   And therefore, my prayer, as much as I believe in my practical strategies, and oh, I believe in them,
[00:03:41.000 --> 00:03:53.000]   my prayer is that you will know, that you will press on to know the supremacy of Christ,
[00:03:53.000 --> 00:04:00.000]   the supremacy of his deity, equal with God the Father in all of his attributes,
[00:04:00.000 --> 00:04:06.000]   the radiance of his glory and the exact image of his nature,
[00:04:06.000 --> 00:04:16.000]   the supremacy of his eternality that makes the mind want to explode with the imponderable thought
[00:04:16.000 --> 00:04:25.000]   that Jesus Christ never had a beginning. He is simply there.
