
[00:00:00.000 --> 00:00:01.800]   (upbeat music)
[00:00:01.800 --> 00:00:04.480]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.480 --> 00:00:07.380]   a show about upgrading your life, money, and travel.
[00:00:07.380 --> 00:00:08.640]   I'm your host, Chris Hutchins,
[00:00:08.640 --> 00:00:11.060]   and today we're gonna talk about the best strategies
[00:00:11.060 --> 00:00:12.880]   and tactics for your work.
[00:00:12.880 --> 00:00:15.240]   That means finding a job you love, interviewing,
[00:00:15.240 --> 00:00:18.580]   negotiating your comp, managing up, making an impact,
[00:00:18.580 --> 00:00:20.680]   getting promoted, and a lot more.
[00:00:20.680 --> 00:00:23.400]   And to do this, I'm joined by Lenny Ruchitsky,
[00:00:23.400 --> 00:00:25.800]   who sold his company to Airbnb in 2012
[00:00:25.800 --> 00:00:28.760]   and spent seven years working in product across the company
[00:00:28.760 --> 00:00:30.480]   before leaving to start his newsletter
[00:00:30.480 --> 00:00:32.320]   and more recently podcast.
[00:00:32.320 --> 00:00:35.080]   Now, Lenny is well-known as one of the top minds
[00:00:35.080 --> 00:00:36.560]   in the world when it comes to building
[00:00:36.560 --> 00:00:38.080]   and growing software products.
[00:00:38.080 --> 00:00:40.180]   And his podcast, Lenny's Podcast,
[00:00:40.180 --> 00:00:43.340]   is the number one product podcast in the world.
[00:00:43.340 --> 00:00:46.360]   But building products is not why we're here today.
[00:00:46.360 --> 00:00:49.220]   It's because he's written so many amazing newsletters
[00:00:49.220 --> 00:00:51.760]   about professional work that I've personally found
[00:00:51.760 --> 00:00:53.940]   so valuable to my career.
[00:00:53.940 --> 00:00:56.480]   So, whether you're looking for a job right now,
[00:00:56.480 --> 00:00:58.800]   trying to have more impact in your current role,
[00:00:58.800 --> 00:01:00.440]   or thinking about what's next,
[00:01:00.440 --> 00:01:02.280]   I am sure you'll love this episode.
[00:01:02.280 --> 00:01:03.900]   And speaking of jobs,
[00:01:03.900 --> 00:01:06.200]   I have a big announcement to share on my end.
