
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.320]   - Welcome friends to this episode
[00:00:07.320 --> 00:00:10.140]   of the "Everyday Educator" podcast.
[00:00:10.140 --> 00:00:11.920]   I'm your host, Lisa Bailey,
[00:00:11.920 --> 00:00:14.880]   and I'm excited to spend some time with you today
[00:00:14.880 --> 00:00:18.720]   as we encourage one another, learn together,
[00:00:18.720 --> 00:00:21.800]   and ponder the delights and challenges
[00:00:21.800 --> 00:00:25.560]   that make homeschooling the adventure of a lifetime.
[00:00:25.560 --> 00:00:27.560]   Whether you're just considering
[00:00:27.560 --> 00:00:29.760]   this homeschooling possibility,
[00:00:29.760 --> 00:00:34.000]   or deep into the daily delight of family learning,
[00:00:34.000 --> 00:00:37.880]   I believe you'll enjoy thinking along with us.
[00:00:37.880 --> 00:00:39.280]   But don't forget,
[00:00:39.280 --> 00:00:42.780]   although this online community is awesome,
[00:00:42.780 --> 00:00:47.780]   you'll find even closer support in a local CC community.
[00:00:47.780 --> 00:00:52.480]   So go to classicalconversations.com
[00:00:52.480 --> 00:00:56.800]   and find a community near you today.
[00:00:56.800 --> 00:01:00.860]   Well, listeners, I'm excited today to tell you
[00:01:00.860 --> 00:01:03.860]   that I have somebody who can answer all your questions
[00:01:03.860 --> 00:01:07.000]   about how to get started with foundations.
[00:01:07.000 --> 00:01:10.320]   And so, okay, automatic disclaimer,
[00:01:10.320 --> 00:01:15.320]   nobody can answer all of your questions probably,
[00:01:15.320 --> 00:01:19.560]   but I do have with me Courtney Bradshaw
[00:01:19.560 --> 00:01:21.920]   who serves as an academic advisor
[00:01:21.920 --> 00:01:23.960]   with Classical Conversations,
[00:01:23.960 --> 00:01:27.680]   and she helps foundations and essentials
[00:01:27.680 --> 00:01:30.600]   and even scribblers parents all the time
[00:01:30.600 --> 00:01:34.900]   figure out which end is up and how to walk forward.
[00:01:34.900 --> 00:01:37.120]   She is a great encourager,
[00:01:37.120 --> 00:01:40.640]   a homeschooling mama with lots of experience.
[00:01:40.640 --> 00:01:45.140]   And so we are gonna talk today about,
[00:01:45.140 --> 00:01:48.880]   oh my gosh, I've registered for this program,
[00:01:48.880 --> 00:01:50.920]   now what do I do?
[00:01:50.920 --> 00:01:52.980]   What does it look like at home?
[00:01:52.980 --> 00:01:55.800]   How am I certain that I've got everything I need
[00:01:55.800 --> 00:01:57.420]   and that I'm doing it right?
[00:01:57.420 --> 00:02:00.580]   And I want everybody listening right now
[00:02:00.580 --> 00:02:03.240]   to take a deep cleansing breath
[00:02:03.240 --> 00:02:09.240]   and realize that if God has called you to do this,
[00:02:09.240 --> 00:02:14.240]   you are enough, you will find your people
[00:02:14.240 --> 00:02:17.840]   and there are resources to help you.
[00:02:17.840 --> 00:02:21.960]   It is going to be, like I said in the intro blurb,
[00:02:21.960 --> 00:02:24.520]   the adventure of a lifetime.
[00:02:24.520 --> 00:02:26.540]   And I'll be perfectly honest,
[00:02:26.540 --> 00:02:31.540]   the homeschooling journey for me and my husband
[00:02:31.540 --> 00:02:36.960]   was one of the hardest jobs we've ever loved.
[00:02:36.960 --> 00:02:42.900]   It has been a blessing beyond all measure to our family,
[00:02:42.900 --> 00:02:46.180]   but it hasn't always been easy.
[00:02:46.180 --> 00:02:50.280]   But then again, nothing worth pursuing is easy.
[00:02:50.280 --> 00:02:52.840]   So all that aside, Courtney,
[00:02:52.840 --> 00:02:55.680]   thank you so much for being with us today.
[00:02:55.680 --> 00:02:57.760]   - Thank you for having me, Lisa.
[00:02:57.760 --> 00:02:59.240]   - I am really excited.
[00:02:59.240 --> 00:03:01.440]   Now I've told everybody that you have all the answers
[00:03:01.440 --> 00:03:03.840]   and I gave the disclaimer,
[00:03:03.840 --> 00:03:06.080]   but that's probably not exactly true,
[00:03:06.080 --> 00:03:09.460]   but you do have lots of years of experience.
[00:03:09.460 --> 00:03:12.960]   How many years of experience does your family
[00:03:12.960 --> 00:03:15.240]   have with foundations
[00:03:15.240 --> 00:03:18.580]   and how old were your children when you started?
[00:03:19.600 --> 00:03:24.600]   - Well, we are beginning our 11th year in foundations.
[00:03:24.600 --> 00:03:26.840]   - That is great.
[00:03:26.840 --> 00:03:31.480]   - Yes, my oldest daughter was seven years old
[00:03:31.480 --> 00:03:34.440]   and she just began challenge four.
[00:03:34.440 --> 00:03:37.440]   - Wow, oh my gosh, you are going to have,
[00:03:37.440 --> 00:03:42.440]   you are going to have a child that has the whole program.
[00:03:42.440 --> 00:03:45.560]   That is super exciting, Courtney.
[00:03:45.560 --> 00:03:47.000]   - It is exciting.
[00:03:47.000 --> 00:03:51.480]   So I will have a child where she's already began
[00:03:51.480 --> 00:03:55.200]   the program that she is in challenge for,
[00:03:55.200 --> 00:03:56.440]   and then I have an infant.
[00:03:56.440 --> 00:03:59.440]   So we still plan all of the ages.
[00:03:59.440 --> 00:04:01.520]   - Oh wow, that's awesome.
[00:04:01.520 --> 00:04:04.240]   That is so cool.
[00:04:04.240 --> 00:04:09.240]   So your oldest was seven when y'all started.
[00:04:09.240 --> 00:04:12.840]   So do you still have foundation students?
[00:04:12.840 --> 00:04:16.280]   - I do, I still have four foundation students
[00:04:16.280 --> 00:04:19.120]   and then one who's not yet old enough.
