
[00:00:00.000 --> 00:00:05.000]   (music)
[00:00:05.000 --> 00:00:10.440]   A podcast listener named James writes in, "Pastor John, a big question for parents is whether talking about past sins,
[00:00:10.440 --> 00:00:14.520]   sins like drug use, sexual immorality, drunkenness, etc.,
[00:00:14.520 --> 00:00:19.460]   will make our children more or less likely to try out or do these things when they're older.
[00:00:19.460 --> 00:00:26.340]   It seems like they might reason like this, 'Well, you turned out alright,' and proceed with entering into the behavior.
[00:00:26.560 --> 00:00:32.960]   Pastor John, what category should parents think through when it comes to communicating past sins with our children now?"
[00:00:32.960 --> 00:00:37.160]   Let me establish a crucial
[00:00:37.160 --> 00:00:43.480]   parenting principle and practice, which I think is dictated by the Gospel,
[00:00:43.480 --> 00:00:46.000]   before I
[00:00:46.000 --> 00:00:51.080]   tackle the direct question. And I've got six questions for parents that I think
[00:00:51.800 --> 00:00:57.360]   they should ask, kind of diagnostic questions as to whether at this time to this child,
[00:00:57.360 --> 00:01:01.440]   this particular sin should be talked about. But before I go there,
[00:01:01.440 --> 00:01:04.280]   let's lay down a principle. The principle is
[00:01:04.280 --> 00:01:11.120]   that far more important than the confession of past sins is
[00:01:11.120 --> 00:01:15.880]   the regular confession of present sins. And
[00:01:15.880 --> 00:01:20.960]   the practice, therefore, is that we model,
[00:01:21.240 --> 00:01:25.840]   for our children, in family devotions or other times, a
[00:01:25.840 --> 00:01:29.080]   regular pattern, a rhythm of
[00:01:29.080 --> 00:01:36.640]   confession to show our children how a follower of Jesus
[00:01:36.640 --> 00:01:42.960]   handles sin in his own life. So a pattern of confession,
[00:01:42.960 --> 00:01:45.480]   forgiveness, restoration to fellowship—
[00:01:46.320 --> 00:01:51.080]   nothing will have a greater Gospel impact on a child,
[00:01:51.080 --> 00:01:56.240]   I think, than to see daddy—that they tend to think are infallible, since they deliver the law.
[00:01:56.240 --> 00:01:59.320]   Daddy's infallible. Daddy's
[00:01:59.320 --> 00:02:01.880]   flawless. And to hear daddy
[00:02:01.880 --> 00:02:06.800]   regularly confessing to mom, confessing to kids, but especially confessing to God,
[00:02:06.800 --> 00:02:10.000]   sins, applying the blood of Jesus and
[00:02:11.800 --> 00:02:17.600]   experiencing restored joy of fellowship with God will show the child, "Oh, I
[00:02:17.600 --> 00:02:25.520]   don't have to be perfect. There is a way to handle sin." Children are born legalists, and they are born
[00:02:25.520 --> 00:02:28.800]   licentious, and those are not
