
[00:00:00.000 --> 00:00:03.400]   [MUSIC PLAYING]
[00:00:03.400 --> 00:00:11.080]   So at a very high level, what does math
[00:00:11.080 --> 00:00:12.520]   have to do with machine learning?
[00:00:12.520 --> 00:00:15.160]   Why math for machine learning among all the things
[00:00:15.160 --> 00:00:16.840]   that we could be talking about?
[00:00:16.840 --> 00:00:20.320]   And all programming involves mathematics at some level.
[00:00:20.320 --> 00:00:22.320]   Mathematics and programming and computers
[00:00:22.320 --> 00:00:25.160]   have been tied together since the inception of computer
[00:00:25.160 --> 00:00:26.760]   science and programming.
[00:00:26.760 --> 00:00:28.680]   Machine learning in particular, though,
[00:00:28.680 --> 00:00:30.960]   is programming by optimization.
[00:00:30.960 --> 00:00:32.520]   The way that we program computers
[00:00:32.520 --> 00:00:38.080]   to do things in machine learning is through optimization.
[00:00:38.080 --> 00:00:40.660]   And in order to understand optimization,
[00:00:40.660 --> 00:00:43.300]   in order to understand what it is that we're optimizing
[00:00:43.300 --> 00:00:46.840]   and why and how that works, we need mathematics.
[00:00:46.840 --> 00:00:48.880]   And this is what makes machine learning
[00:00:48.880 --> 00:00:52.640]   such a more mathematical discipline of programming
[00:00:52.640 --> 00:00:56.000]   than something like web development or database
[00:00:56.000 --> 00:00:58.720]   management or any of the other different branches
[00:00:58.720 --> 00:01:03.360]   of programming that are popular these days.
[00:01:03.360 --> 00:01:04.800]   And so in this series, we're going
[00:01:04.800 --> 00:01:08.680]   to cover several of the ways that optimization and machine
[00:01:08.680 --> 00:01:11.440]   learning intersect or interact.
[00:01:11.440 --> 00:01:13.680]   Linear algebra, which will help us understand
[00:01:13.680 --> 00:01:15.720]   the objects being optimized.
[00:01:15.720 --> 00:01:18.680]   Calculus, which will help us understand how it is that we
[00:01:18.680 --> 00:01:20.280]   optimize those things.
[00:01:20.280 --> 00:01:22.480]   And then probability and statistics,
[00:01:22.480 --> 00:01:26.880]   which will help us understand what that thing is that we are
[00:01:26.880 --> 00:01:29.280]   optimizing, that we are making better.
[00:01:29.280 --> 00:01:32.400]   So we'll start with that section on linear algebra,
[00:01:32.400 --> 00:01:34.400]   which is to understand the objects that
[00:01:34.400 --> 00:01:36.160]   are being optimized.
[00:01:36.160 --> 00:01:39.240]   So the takeaways for today are that linear algebra
[00:01:39.240 --> 00:01:42.160]   is important and why it's so important.
[00:01:42.160 --> 00:01:43.840]   That linear algebra, despite its name,
[00:01:43.840 --> 00:01:46.560]   is actually not that much like algebra.
[00:01:46.560 --> 00:01:51.120]   And that the SVD, or singular value decomposition,
[00:01:51.120 --> 00:01:56.280]   is a matrix version of refactoring a common technique
[00:01:56.280 --> 00:01:57.320]   in programming.
[00:01:57.320 --> 00:02:00.320]   First, linear algebra is important.
[00:02:00.320 --> 00:02:02.800]   Why do we care about linear algebra?
[00:02:02.800 --> 00:02:04.920]   First past definition is that linear algebra
[00:02:04.920 --> 00:02:07.360]   is the mathematics of arrays.
[00:02:07.360 --> 00:02:10.800]   An array is a collection of numbers,
[00:02:10.800 --> 00:02:14.320]   a sort of block-like collection of numbers.
[00:02:14.320 --> 00:02:16.000]   Those numbers are typically--
[00:02:16.000 --> 00:02:18.280]   usually we think of them as being floating point
[00:02:18.280 --> 00:02:22.040]   numbers in a computer or real numbers in mathematics.
[00:02:22.040 --> 00:02:24.040]   And lots of objects are represented
[00:02:24.040 --> 00:02:25.560]   by arrays in machine learning.
[00:02:25.560 --> 00:02:27.800]   Our data is going to be in an array.
[00:02:27.800 --> 00:02:29.840]   There will be our inputs and our outputs.
[00:02:29.840 --> 00:02:31.280]   If our inputs are images, they're
[00:02:31.280 --> 00:02:34.080]   going to be arrays of numbers that represent that image.
[00:02:34.080 --> 00:02:36.320]   Very often, our models, which are
[00:02:36.320 --> 00:02:39.320]   like the equivalents of our programs in machine learning,
[00:02:39.320 --> 00:02:42.680]   will be represented by arrays or by collections of arrays.
[00:02:42.680 --> 00:02:44.400]   And then the internal computations
[00:02:44.400 --> 00:02:48.080]   even of those models will be represented by arrays as well.
[00:02:48.080 --> 00:02:51.280]   And so the core operation in linear algebra,
[00:02:51.280 --> 00:02:55.000]   the core operation that we use to manipulate those arrays
[00:02:55.000 --> 00:02:56.720]   is matrix multiplication.
[00:02:56.720 --> 00:02:59.200]   So a couple of examples of matrix multiplication
[00:02:59.200 --> 00:03:00.240]   in action--
[00:03:00.240 --> 00:03:03.200]   you may have heard of the dot scalar or inner product,
[00:03:03.200 --> 00:03:06.440]   the correlation or the covariance in statistics,
[00:03:06.440 --> 00:03:08.480]   linear and logistic regression, ideas
[00:03:08.480 --> 00:03:11.680]   from classical machine learning, principal components analysis,
[00:03:11.680 --> 00:03:13.400]   and also a bunch of useful algorithms
[00:03:13.400 --> 00:03:16.000]   outside of what you would think of as machine learning--
[00:03:16.000 --> 00:03:19.560]   discrete Fourier transform, page rank, then things
[00:03:19.560 --> 00:03:21.800]   in machine learning again, hidden layers of neural
[00:03:21.800 --> 00:03:24.120]   networks, convolutions, the second order
[00:03:24.120 --> 00:03:27.760]   methods for optimization, Newton and LBFGS.
[00:03:27.760 --> 00:03:30.560]   Matrix multiplication is essentially
[00:03:30.560 --> 00:03:33.240]   the operation at the core of every single one
[00:03:33.240 --> 00:03:35.000]   of these examples.
[00:03:35.000 --> 00:03:36.960]   And in the end, GPUs--
[00:03:36.960 --> 00:03:39.120]   you may have heard of the importance of GPUs,
[00:03:39.120 --> 00:03:40.720]   graphics processing units.
[00:03:40.720 --> 00:03:45.400]   GPUs are a huge part of what drove this huge explosion
[00:03:45.400 --> 00:03:46.960]   in machine learning recently.
[00:03:46.960 --> 00:03:49.320]   And they were originally designed for video games,
[00:03:49.320 --> 00:03:51.240]   and they made video games faster and better.
[00:03:51.240 --> 00:03:54.200]   But they ended up also making machine learning faster
[00:03:54.200 --> 00:03:56.440]   and better because underneath it all,
[00:03:56.440 --> 00:03:58.760]   both graphics rendering and machine learning
[00:03:58.760 --> 00:04:00.560]   require linear algebra.
[00:04:00.560 --> 00:04:03.720]   And that matrix multiplication is surprisingly simple,
[00:04:03.720 --> 00:04:06.120]   despite how many things it can be used for.
[00:04:06.120 --> 00:04:08.160]   So we have our arrays of numbers.
[00:04:08.160 --> 00:04:11.040]   So we have one array here on the left, another on the right.
[00:04:11.040 --> 00:04:13.800]   That's on the left side of the equal sign here.
[00:04:13.800 --> 00:04:16.720]   And that's going to result in the output of another array.
[00:04:16.720 --> 00:04:18.920]   So if I take two matrices and multiply them,
[00:04:18.920 --> 00:04:21.320]   I take the rows of the first matrix
[00:04:21.320 --> 00:04:23.480]   and the columns of the second matrix,
[00:04:23.480 --> 00:04:28.120]   and I combine those together to get the elements of the output.
[00:04:28.120 --> 00:04:31.160]   And what I do is I take each number in this row
[00:04:31.160 --> 00:04:34.160]   and each number in this column, and I multiply them together.
[00:04:34.160 --> 00:04:35.840]   That gives me a whole bunch of numbers.
[00:04:35.840 --> 00:04:38.880]   And then I add them up, and that gives me this final number
[00:04:38.880 --> 00:04:39.480]   here.
[00:04:39.480 --> 00:04:42.200]   I reduce them down with this sum operation.
[00:04:42.200 --> 00:04:44.000]   So mathematically, that might be written
[00:04:44.000 --> 00:04:47.160]   that if I were to matrix multiply x and y together here
[00:04:47.160 --> 00:04:50.040]   and look at the i-th row and the j-th column,
[00:04:50.040 --> 00:04:52.400]   then what I'm going to do is take the i-th row of x,
[00:04:52.400 --> 00:04:55.640]   the j-th column of y, and multiply their entries
[00:04:55.640 --> 00:04:56.400]   and sum it up.
[00:04:56.400 --> 00:04:59.120]   And if I want to get all the entries of that output
[00:04:59.120 --> 00:05:00.920]   of that matrix multiplication of x and y,
[00:05:00.920 --> 00:05:03.240]   I just do that for every row and for every column.
[00:05:03.240 --> 00:05:05.560]   Matrix multiplication takes two matrices
[00:05:05.560 --> 00:05:09.160]   where one has the same number of rows as the other has columns
[00:05:09.160 --> 00:05:11.520]   and turns them into a single output
[00:05:11.520 --> 00:05:13.640]   with the same number of rows as the first one
[00:05:13.640 --> 00:05:15.840]   and the same number of columns as the second one.
[00:05:15.840 --> 00:05:17.800]   It's relatively simple, given how many things
[00:05:17.800 --> 00:05:19.240]   it's capable of doing.
[00:05:19.240 --> 00:05:23.080]   But it's also kind of a weird and specific rule
[00:05:23.080 --> 00:05:24.680]   that if I just told you, oh, here's
[00:05:24.680 --> 00:05:26.840]   how we're going to combine collections of numbers,
[00:05:26.840 --> 00:05:29.280]   there's no obvious reason why you would do it that way.
[00:05:29.280 --> 00:05:31.920]   And from here, I think a lot of linear algebra tutorials
[00:05:31.920 --> 00:05:34.200]   would just jump straight into algebra.
[00:05:34.200 --> 00:05:35.760]   They would give algebraic definitions
[00:05:35.760 --> 00:05:38.080]   in terms of equations of a whole bunch of key concepts
[00:05:38.080 --> 00:05:39.960]   and then start manipulating those equations,
[00:05:39.960 --> 00:05:41.560]   manipulating matrices.
[00:05:41.560 --> 00:05:44.200]   And I think this is not the right tack to take here,
[00:05:44.200 --> 00:05:45.640]   because I think it doesn't give you
[00:05:45.640 --> 00:05:47.840]   a motivation for why we're doing that rule
[00:05:47.840 --> 00:05:50.360]   and how you should really think about linear algebra,
[00:05:50.360 --> 00:05:52.200]   rather than thinking of it as manipulating
[00:05:52.200 --> 00:05:53.400]   a bunch of equations.
[00:05:53.400 --> 00:05:56.960]   Let's dive into this first of our major concepts
[00:05:56.960 --> 00:05:59.920]   that linear algebra is not like algebra.
[00:05:59.920 --> 00:06:02.680]   Linear algebra is really often taught like algebra,
[00:06:02.680 --> 00:06:05.200]   first discovered in this world where people were really
[00:06:05.200 --> 00:06:07.120]   concerned with solving equations.
[00:06:07.120 --> 00:06:09.040]   And linear algebra kind of looks like algebra,
[00:06:09.040 --> 00:06:11.680]   because it's got addition, and it's got multiplication,
[00:06:11.680 --> 00:06:13.320]   and there's rules for combining them.
[00:06:13.320 --> 00:06:15.320]   So that looks a lot like algebra.
[00:06:15.320 --> 00:06:17.440]   And lots of linear algebra classes
[00:06:17.440 --> 00:06:20.600]   spend their time on just those computations and manipulations--
[00:06:20.600 --> 00:06:22.920]   determinants, eigenvalues, things like that.
[00:06:22.920 --> 00:06:24.640]   And folks end up getting pretty confused,
[00:06:24.640 --> 00:06:26.060]   because the rules are complicated,
[00:06:26.060 --> 00:06:29.680]   and reasoning with equations is pretty hard and unintuitive.
[00:06:29.680 --> 00:06:31.720]   It took me a very long time before I
[00:06:31.720 --> 00:06:34.000]   became comfortable just doing that kind
[00:06:34.000 --> 00:06:36.040]   of algebraic manipulation with linear algebra.
[00:06:36.040 --> 00:06:39.280]   But that's not the only way to understand linear algebra.
[00:06:39.280 --> 00:06:41.040]   There's lots of other ways to look at it
[00:06:41.040 --> 00:06:42.480]   that are more fruitful.
[00:06:42.480 --> 00:06:45.480]   And so one of them is a sort of geometric view
[00:06:45.480 --> 00:06:47.880]   of linear algebra that I think is best put forward
[00:06:47.880 --> 00:06:51.360]   by this YouTube series by the YouTuber 3Blue1Brown,
[00:06:51.360 --> 00:06:54.720]   formerly of Khan Academy, the essence of linear algebra.
[00:06:54.720 --> 00:06:57.120]   And that views linear algebra as the study
[00:06:57.120 --> 00:06:59.360]   of linear transformations of spaces,
[00:06:59.360 --> 00:07:02.240]   of transformations of rotations, reflections,
[00:07:02.240 --> 00:07:05.120]   and scalings of a grid.
[00:07:05.120 --> 00:07:07.680]   And so that's one interesting way of looking at it.
[00:07:07.680 --> 00:07:09.760]   And I recommend you check out that YouTube series.
[00:07:09.760 --> 00:07:10.960]   It's very beloved.
[00:07:10.960 --> 00:07:13.200]   There's also other mathematical ways
[00:07:13.200 --> 00:07:14.680]   of understanding linear algebra that
[00:07:14.680 --> 00:07:17.160]   don't have to do with equational reasoning.
[00:07:17.160 --> 00:07:19.680]   For example, graphical linear algebra approach,
[00:07:19.680 --> 00:07:22.320]   which came out of the world of category theory
[00:07:22.320 --> 00:07:24.440]   in the last 10 years.
[00:07:24.440 --> 00:07:27.440]   This nice blog post series by Pavel Sobochinsky
[00:07:27.440 --> 00:07:29.440]   that basically views linear algebra
[00:07:29.440 --> 00:07:31.920]   as what happens when adding meets copying,
[00:07:31.920 --> 00:07:34.400]   which is an interesting alternative way of looking
[00:07:34.400 --> 00:07:37.160]   at linear algebra and uses diagrammatic reasoning,
[00:07:37.160 --> 00:07:39.360]   like you see on the bottom right of the slide,
[00:07:39.360 --> 00:07:41.160]   rather than equational reasoning.
[00:07:41.160 --> 00:07:42.320]   It's completely rigorous.
[00:07:42.320 --> 00:07:44.640]   It's in some ways even more rigorous than the normal way
[00:07:44.640 --> 00:07:46.040]   that you do linear algebra, but it
[00:07:46.040 --> 00:07:49.600]   involves this very spatial picture-based reasoning.
[00:07:49.600 --> 00:07:51.560]   So if you're interested in abstract math,
[00:07:51.560 --> 00:07:53.920]   that's a fun direction to go.
[00:07:53.920 --> 00:07:55.480]   But I don't think either of those
[00:07:55.480 --> 00:07:58.400]   necessarily is the right approach for folks who work
[00:07:58.400 --> 00:07:59.800]   with software and hardware.
[00:07:59.800 --> 00:08:02.320]   For them, I think the right way to think about linear algebra
[00:08:02.320 --> 00:08:06.280]   is that linear algebra is more like programming.
[00:08:06.280 --> 00:08:08.920]   So matrices are our functions.
[00:08:08.920 --> 00:08:11.920]   Shapes are the types of our data and our functions.
[00:08:11.920 --> 00:08:14.840]   And multiplication is function composition.
[00:08:14.840 --> 00:08:16.960]   And this approach uses a bunch of ideas
[00:08:16.960 --> 00:08:19.840]   from programming, from computer science,
[00:08:19.840 --> 00:08:22.960]   rather than from, say, physics or from abstract math.
[00:08:22.960 --> 00:08:25.080]   So in programming, we combine functions
[00:08:25.080 --> 00:08:27.880]   with matching types through function composition.
[00:08:27.880 --> 00:08:31.320]   So we combine the functions together that way.
[00:08:31.320 --> 00:08:33.480]   In linear algebra, we combine matrices
[00:08:33.480 --> 00:08:36.240]   that have matching shapes through matrix multiplication.
[00:08:36.240 --> 00:08:38.520]   When we're doing programming, we define one function
[00:08:38.520 --> 00:08:39.920]   in terms of the others.
[00:08:39.920 --> 00:08:42.480]   So if I wanted to make a function that
[00:08:42.480 --> 00:08:44.320]   checks whether a string is too long to tweet,
[00:08:44.320 --> 00:08:47.080]   maybe tells a user, hey, this is too long,
[00:08:47.080 --> 00:08:49.760]   shorten that string up if you want to be able to tweet it.
[00:08:49.760 --> 00:08:52.560]   I might define that by composing a couple of functions.
[00:08:52.560 --> 00:08:54.400]   First, I check the length of the string.
[00:08:54.400 --> 00:08:57.520]   Then I check whether the length of that string is over 140.
[00:08:57.520 --> 00:08:59.440]   So I combine these two functions together.
[00:08:59.440 --> 00:09:01.720]   That gives me too long to tweet as a function.
[00:09:01.720 --> 00:09:04.960]   That composition, if I were to look at the type of len,
[00:09:04.960 --> 00:09:07.280]   it takes, say, a string and returns an integer.
[00:09:07.280 --> 00:09:08.640]   That's the length of the string.
[00:09:08.640 --> 00:09:11.520]   Over 140 takes an integer and returns a Boolean,
[00:09:11.520 --> 00:09:13.440]   a true or a false value.
[00:09:13.440 --> 00:09:17.280]   And so too long to tweet, take those two pieces, those arrows,
[00:09:17.280 --> 00:09:19.360]   and slap them onto each other.
[00:09:19.360 --> 00:09:22.120]   It now takes a string and returns a Boole.
[00:09:22.120 --> 00:09:23.960]   That composition of those two functions
[00:09:23.960 --> 00:09:27.360]   takes the input of one to the output of the other
[00:09:27.360 --> 00:09:28.200]   in terms of types.
[00:09:28.200 --> 00:09:30.920]   And we can see that if we draw the typical way of representing
[00:09:30.920 --> 00:09:33.120]   functions in at least the American mathematical education
[00:09:33.120 --> 00:09:34.960]   system, when you first learn about functions
[00:09:34.960 --> 00:09:37.320]   when you're in school, you see a picture
[00:09:37.320 --> 00:09:38.800]   that looks something like this.
[00:09:38.800 --> 00:09:41.680]   All the inputs are in a little circle on one side.
[00:09:41.680 --> 00:09:43.640]   Then the function is like an arrow
[00:09:43.640 --> 00:09:46.840]   that points from one of those inputs to the output.
[00:09:46.840 --> 00:09:49.320]   So a and b are both strings of length 1.
[00:09:49.320 --> 00:09:51.880]   The beginning of the Declaration of Independence,
[00:09:51.880 --> 00:09:54.200]   when in the course of human events it becomes necessary,
[00:09:54.200 --> 00:09:56.880]   that's a string of length 8,007.
[00:09:56.880 --> 00:10:01.000]   8,007 is bigger than 140, and so the Declaration of Independence
[00:10:01.000 --> 00:10:02.440]   is too long to tweet.
[00:10:02.440 --> 00:10:04.840]   So you can read off how these functions behave
[00:10:04.840 --> 00:10:06.840]   by following those arrows.
[00:10:06.840 --> 00:10:09.880]   So we get this purple arrow representing too long to tweet
[00:10:09.880 --> 00:10:13.880]   by following these red and blue arrows representing
[00:10:13.880 --> 00:10:15.400]   len and over 140.
[00:10:15.400 --> 00:10:17.840]   And really, this is the essence of programming.
[00:10:17.840 --> 00:10:20.040]   If you ever do functional programming, especially
[00:10:20.040 --> 00:10:23.320]   pure functional programming, this is all that you do.
[00:10:23.320 --> 00:10:26.200]   And it's enough to do anything that you can do in any language.
[00:10:26.200 --> 00:10:27.840]   We often do slightly different things
[00:10:27.840 --> 00:10:29.200]   in other programming languages.
[00:10:29.200 --> 00:10:31.240]   But in principle, this is the core
[00:10:31.240 --> 00:10:33.960]   of what we are doing when we are programming computers,
[00:10:33.960 --> 00:10:35.560]   combining these things together.
[00:10:35.560 --> 00:10:39.240]   And in linear algebra, we do much the same thing.
