
[00:00:00.000 --> 00:00:01.480]   Hello, everybody.
[00:00:01.480 --> 00:00:04.120]   It's Sam from the Financial Samurai podcast.
[00:00:04.120 --> 00:00:09.620]   And in this episode, I want to share a breakthrough because for the longest time, I have been
[00:00:09.620 --> 00:00:18.000]   wondering why are there so many privileged people out there who are so angry and entitled.
[00:00:18.000 --> 00:00:23.880]   Since 2009, when I started Financial Samurai, I've been trying to battle entitlement mentality
[00:00:23.880 --> 00:00:29.520]   in my own head and in readers' heads because I truly believed then and I still believe
[00:00:29.520 --> 00:00:35.840]   now that if we get rid of entitlement mentality, we'll be happier and wealthier because we
[00:00:35.840 --> 00:00:40.440]   will put in the work and we won't expect anything from anybody.
[00:00:40.440 --> 00:00:44.760]   I remember starting work off in banking in New York City and it was a grind.
[00:00:44.760 --> 00:00:48.480]   We'd get in at 5.30 a.m., we'd leave at 7.30 p.m.
[00:00:48.480 --> 00:00:54.440]   There was no such thing as working less than 40 hours a week or single-digit workdays.
[00:00:54.440 --> 00:00:59.800]   And because of my experience, I've taken this attitude to everything I do.
[00:00:59.800 --> 00:01:04.280]   And it's probably not healthy, always grinding and grinding, but I'm trying to give you some
[00:01:04.280 --> 00:01:08.980]   background as to why I think entitlement mentality is really dangerous.
[00:01:08.980 --> 00:01:12.940]   Because if you come into your job and you expect to go straight to the corner office
[00:01:12.940 --> 00:01:17.720]   without putting in your dues, well, you're going to have something coming for you.
[00:01:17.720 --> 00:01:22.120]   You're going to be disappointed, you're going to be angry, you're going to be frustrated.
[00:01:22.120 --> 00:01:25.960]   And ultimately, you will be unhappy.
[00:01:25.960 --> 00:01:32.840]   In a previous post entitled "Entitlement Mentality is a Sneaky Wealth Destroyer," I wrote that
[00:01:32.840 --> 00:01:37.320]   after a three-year COVID pause, student loan interest will resume starting on September
[00:01:37.320 --> 00:01:43.920]   1st, 2023, and payments will be due starting in October, according to the Department of
[00:01:43.920 --> 00:01:44.920]   Education.
[00:01:44.920 --> 00:01:52.160]   And as we recently heard, the Supreme Court struck down Biden's plan for eliminating $400
[00:01:52.160 --> 00:01:54.960]   billion of student loan debt.
[00:01:54.960 --> 00:01:56.960]   And I know some people are angry.
[00:01:56.960 --> 00:01:57.960]   Some more than others.
[00:01:57.960 --> 00:02:00.640]   Some are just like, "Well, thank you for the three-year reprieve."
[00:02:00.640 --> 00:02:05.380]   Personally, I think I would be thankful for a three-year reprieve, and I would be anxious
[00:02:05.380 --> 00:02:11.380]   to start paying back my student debt because it just feels really uncomfortable.
[00:02:11.380 --> 00:02:17.360]   Like my internals just don't feel right if I don't pay someone back ASAP.
[00:02:17.360 --> 00:02:21.120]   And if I don't pay someone back at all, that's just a non-starter for me.
[00:02:21.120 --> 00:02:23.600]   Not in my culture, not in my family.
[00:02:23.600 --> 00:02:29.160]   We always pay back our debts, and we always follow through with what we promise.
[00:02:29.160 --> 00:02:34.960]   So there was this viral tweet that went out from a woman who complained about her student
[00:02:34.960 --> 00:02:36.180]   loans.
[00:02:36.180 --> 00:02:43.680]   She highlighted her estimated monthly payment amount after the forbearance ends is $1,298.83
[00:02:43.680 --> 00:02:44.680]   a month.
[00:02:44.680 --> 00:02:45.820]   And that is a lot, folks.
[00:02:45.820 --> 00:02:47.640]   No doubt about it.
[00:02:47.640 --> 00:02:53.320]   She writes in her tweet, "Student loans and their interests are a class tax on people
[00:02:53.320 --> 00:02:55.500]   with working-class heritage.
[00:02:55.500 --> 00:02:58.760]   It is antithetical to the American Dream."
[00:02:58.760 --> 00:03:03.560]   And I had to look up how to pronounce antithetical because I was saying anti-ethical, antithetical,
[00:03:03.560 --> 00:03:06.160]   antithetical, I don't know who writes antithetical.
[00:03:06.160 --> 00:03:07.160]   "Antithetical."
[00:03:07.160 --> 00:03:08.160]   Uh-huh, see?
[00:03:08.160 --> 00:03:09.160]   Thank you, Google.
[00:03:09.160 --> 00:03:13.040]   So anyway, so I was thinking to myself, "Okay, I understand that.
[00:03:13.040 --> 00:03:18.960]   I understand the cost of student loan debt is a lot even though that is what you agreed
[00:03:18.960 --> 00:03:22.280]   to pay when you took out those loans."
[00:03:22.280 --> 00:03:27.200]   So I was curious to understand what was this person's educational background because having
[00:03:27.200 --> 00:03:30.560]   to pay that much, you know, $1,300 a month is a lot.
[00:03:30.560 --> 00:03:34.240]   You probably had to take out $100,000 to $200,000 in student loans.
[00:03:34.240 --> 00:03:41.160]   So it looks like, actually, it's true that the Twitter person went to Champlain College,
[00:03:41.160 --> 00:03:47.840]   a private university I have never heard of, which costs about $45,000 a year today, which
[00:03:47.840 --> 00:03:52.520]   is actually not that bad for a private university, many of which cost about $60,000.
[00:03:52.520 --> 00:03:58.400]   And then she went on to get a writing master's in fine arts from Columbia University, which
[00:03:58.400 --> 00:04:02.680]   costs $76,000 a year in tuition and fees alone.
[00:04:02.680 --> 00:04:06.880]   And Columbia University is an Ivy League university.
[00:04:06.880 --> 00:04:12.080]   So in other words, this person was able to go to two private universities.
[00:04:12.080 --> 00:04:15.600]   Don't know whether she also went to a private grade school.
[00:04:15.600 --> 00:04:20.680]   So it means that she probably is wealthier than the average person, the average family
[00:04:20.680 --> 00:04:21.740]   at least.
[00:04:21.740 --> 00:04:30.920]   And then she decided to study writing, poetry, fine arts, right, which is notoriously a low-paying
[00:04:30.920 --> 00:04:31.920]   sector.
[00:04:31.920 --> 00:04:33.920]   I've been writing since 2009.
[00:04:33.920 --> 00:04:39.480]   I would say it's very hard to support my family on my e-book on how to engineer your layoff,
[00:04:39.480 --> 00:04:43.640]   as well as my Wall Street Journal bestseller, Buy This, Not That.
[00:04:43.640 --> 00:04:46.340]   And I got a book deal that was pretty good.
[00:04:46.340 --> 00:04:52.320]   But these payments, they are spread out over three to four tranches over two to three years.
[00:04:52.320 --> 00:04:57.200]   It is not easy making a living as a writer or teaching writing.
[00:04:57.200 --> 00:05:00.000]   It's hard to make money in the arts.
[00:05:00.000 --> 00:05:05.880]   So if you're able to attend private universities that cost way more annually than the median
[00:05:05.880 --> 00:05:12.120]   household income in the United States after tax, and if you have the opportunity to get
[00:05:12.120 --> 00:05:19.960]   a degree in a low-paying field, then clearly it means you are wealthier than average, or
[00:05:19.960 --> 00:05:22.240]   you simply have not done your research.
[00:05:22.240 --> 00:05:27.760]   So to then take out student loans and then complain why you have to pay them back doesn't
[00:05:27.760 --> 00:05:29.840]   seem very logical.
[00:05:29.840 --> 00:05:35.520]   I mean, when I was in high school, you know, I was 16, 17 years old thinking about college.
[00:05:35.520 --> 00:05:37.240]   Back then, I knew the cost of college.
[00:05:37.240 --> 00:05:38.600]   I just looked it up, right?
[00:05:38.600 --> 00:05:41.360]   And I thought to myself, "Well, I'm going to go attend the College of William & Mary
[00:05:41.360 --> 00:05:45.560]   because it's $2,800 a year, and worst-case scenario, I'm going to be able to pay my parents
[00:05:45.560 --> 00:05:48.760]   back with a minimum wage job at McDonald's."
