
[00:00:00.000 --> 00:00:05.080]   [MUSIC PLAYING]
[00:00:05.080 --> 00:00:07.520]   In episode 97, we focused on cussing.
[00:00:07.520 --> 00:00:10.040]   And it was one of the most played episodes of 2013,
[00:00:10.040 --> 00:00:12.720]   over 30,000 plays to date.
[00:00:12.720 --> 00:00:15.840]   Cussing is a big issue in life and increasingly in the church.
[00:00:15.840 --> 00:00:18.780]   And recently, Philip Yancey, a best-selling author,
[00:00:18.780 --> 00:00:20.640]   read several memoirs and nonfiction books
[00:00:20.640 --> 00:00:23.600]   written by authors he called hipster Christians.
[00:00:23.600 --> 00:00:24.980]   And at the end of his experiment,
[00:00:24.980 --> 00:00:27.600]   he said the common essential ingredient in all of the books
[00:00:27.600 --> 00:00:30.040]   he read by those so-called Christian hipsters
[00:00:30.040 --> 00:00:33.080]   is the presence of cussing, words forbidden by the FCC
[00:00:33.080 --> 00:00:35.280]   from being broadcast on network television.
[00:00:35.280 --> 00:00:36.640]   This is not new, of course.
[00:00:36.640 --> 00:00:38.960]   Just back in 2009, Derek Webb released a song
[00:00:38.960 --> 00:00:41.960]   about the AIDS epidemic with the S-word in it.
[00:00:41.960 --> 00:00:44.880]   It was bait to get Christians angry about the cuss word.
[00:00:44.880 --> 00:00:47.560]   So the conversation could get spun around to ask, well,
[00:00:47.560 --> 00:00:50.080]   what makes you more angry, a four-letter word
[00:00:50.080 --> 00:00:52.240]   from a Christian artist or 50,000 people
[00:00:52.240 --> 00:00:54.560]   dying of AIDS every day?
[00:00:54.560 --> 00:00:57.400]   Now, AIDS is obviously a massive tragedy today.
[00:00:57.400 --> 00:01:00.200]   But the language raises a legitimate question.
[00:01:00.200 --> 00:01:02.280]   Pastor John, as someone who aims to provoke people
[00:01:02.280 --> 00:01:05.080]   with strong language yourself, is it ever appropriate
[00:01:05.080 --> 00:01:08.080]   for a Christian to use cuss words in sermons, books, music
[00:01:08.080 --> 00:01:10.520]   albums, or online, or anywhere in order
[00:01:10.520 --> 00:01:12.960]   to provoke others towards what appears
[00:01:12.960 --> 00:01:15.640]   to be a noble and good ends?
[00:01:15.640 --> 00:01:18.080]   And maybe first I'll ask this.
[00:01:18.080 --> 00:01:21.160]   Is this a new phenomenon in the church?
[00:01:21.160 --> 00:01:23.840]   Well, it's not a new technique to use
[00:01:23.840 --> 00:01:28.400]   crude or offensive language to upset an audience
[00:01:28.400 --> 00:01:31.080]   and then spank them that they are
[00:01:31.080 --> 00:01:35.280]   more upset by the language than the injustice that
[00:01:35.280 --> 00:01:36.960]   was being lamented.
[00:01:36.960 --> 00:01:39.600]   So Tony Campala did this 40 years ago.
[00:01:39.600 --> 00:01:40.680]   I remember it.
[00:01:40.680 --> 00:01:46.200]   And I felt then, and I feel now, that it's manipulative.
[00:01:46.200 --> 00:01:47.400]   I don't like it.
[00:01:47.400 --> 00:01:52.460]   For those who think it's a good idea, they should ask this.
[00:01:52.460 --> 00:01:55.680]   Would you approve of addressing a crowd
[00:01:55.680 --> 00:01:59.400]   of liberal, leaning Christians by referring
[00:01:59.400 --> 00:02:07.160]   to the sinfulness of being a practicing fag or queer?
[00:02:07.160 --> 00:02:11.440]   And then when they get really furious over that language,
[00:02:11.440 --> 00:02:16.320]   which they should, you say, oh, see,
[00:02:16.320 --> 00:02:18.840]   you're much more worried about being politically correct
[00:02:18.840 --> 00:02:21.020]   than you are about the fact that this really is
[00:02:21.020 --> 00:02:22.640]   a sin that sends people to hell.
[00:02:22.640 --> 00:02:24.440]   In other words, you turn things around,
[00:02:24.440 --> 00:02:30.000]   you realize, oh, hmm, maybe we shouldn't
[00:02:30.000 --> 00:02:32.680]   assume that provoking an audience
[00:02:32.680 --> 00:02:38.360]   with really inappropriate language
[00:02:38.360 --> 00:02:40.880]   is a good way forward.
[00:02:40.880 --> 00:02:45.120]   I think, frankly, that the use of that language for those
[00:02:45.120 --> 00:02:48.720]   who struggle with homosexuality is utterly out of place
[00:02:48.720 --> 00:02:52.560]   and unnecessarily demeaning.
[00:02:52.560 --> 00:02:56.320]   I would say the same thing about the S word and the F word
[00:02:56.320 --> 00:02:58.640]   in trying to provoke conservatives
[00:02:58.640 --> 00:03:02.160]   to see that they're more upset about language
[00:03:02.160 --> 00:03:05.280]   than some calamity that you happen to be talking about.
[00:03:05.280 --> 00:03:08.160]   But let me step back.
[00:03:08.160 --> 00:03:11.080]   I think it's going to be more helpful to just step back
[00:03:11.080 --> 00:03:13.880]   and see how does the New Testament address
[00:03:13.880 --> 00:03:15.760]   the issue of offensive language?
[00:03:15.760 --> 00:03:18.440]   Because it really does, significantly.
[00:03:18.440 --> 00:03:22.800]   And here's four passages of scripture.
[00:03:22.800 --> 00:03:25.480]   Number one, Ephesians 429.
[00:03:25.480 --> 00:03:28.000]   And what I'm going to look for is some commonalities
[00:03:28.000 --> 00:03:31.520]   in these four texts that point us to principles of how
[00:03:31.520 --> 00:03:32.920]   to think about this.
[00:03:32.920 --> 00:03:37.760]   Ephesians 429, let no corrupting talk come out of your mouths,
[00:03:37.760 --> 00:03:39.340]   but only what is good for upbuilding
[00:03:39.340 --> 00:03:41.960]   and fits the occasion to give grace to those who hear.
[00:03:41.960 --> 00:03:46.880]   Ephesians 5.4, let there be no filthiness, no foolish talk
[00:03:46.880 --> 00:03:50.680]   or crude joking, which are out of place,
[00:03:50.680 --> 00:03:53.680]   but instead, let there be thanksgiving.
[00:03:53.680 --> 00:03:57.880]   Colossians 3.8, but now you must put away all anger, wrath,
[00:03:57.880 --> 00:04:01.960]   malice, slander, and obscene talk from your mouth.
