
[00:00:00.000 --> 00:00:01.880]   Hello, everybody.
[00:00:01.880 --> 00:00:04.080]   It's Sam from Financial Samurai.
[00:00:04.080 --> 00:00:09.540]   And in this episode, I want to wish all of you a happy Independence Day, 4th of July.
[00:00:09.540 --> 00:00:15.280]   And I also want to talk about 10 years of fake retirement later, the most important
[00:00:15.280 --> 00:00:18.600]   takeaways that I want to share with all of you.
[00:00:18.600 --> 00:00:24.920]   So back in February 2012, I decided to negotiate a severance to break free from corporate life.
[00:00:24.920 --> 00:00:30.760]   I had been working in investment banking for 13 years, and at one firm, my last firm for
[00:00:30.760 --> 00:00:34.640]   11 years, and frankly, I was getting sick of it.
[00:00:34.640 --> 00:00:41.640]   And by mid June 2012, I was able to negotiate a severance package and collect the last of
[00:00:41.640 --> 00:00:44.840]   my three months of Warn Act pay.
[00:00:44.840 --> 00:00:49.000]   Don't confuse Warn Act pay with getting a severance check.
[00:00:49.000 --> 00:00:52.560]   Warn Act pay is mandatory pay by the company.
[00:00:52.560 --> 00:00:55.040]   A severance check is voluntary.
[00:00:55.040 --> 00:00:57.720]   Overall, it's been an incredible journey.
[00:00:57.720 --> 00:01:03.000]   However, I'm also sad I'll never be able to get those past 10 years back.
[00:01:03.000 --> 00:01:07.840]   The greater your appreciation of time, the less you will want to waste it.
[00:01:07.840 --> 00:01:12.640]   So for those of you who want to permanently leave your day job, maybe it's not permanent
[00:01:12.640 --> 00:01:13.840]   actually.
[00:01:13.840 --> 00:01:16.160]   This episode is for you.
[00:01:16.160 --> 00:01:20.440]   So first of all, why do I use the term fake retirement?
[00:01:20.440 --> 00:01:21.880]   It's pretty simple, actually.
[00:01:21.880 --> 00:01:28.000]   I consider myself a fake retiree because consistently publishing three to four times a week for
[00:01:28.000 --> 00:01:31.440]   13 plus years takes a lot of work.
[00:01:31.440 --> 00:01:36.960]   Even though I enjoy writing, I'm still spending about 14, 15, 16 hours a week creating instead
[00:01:36.960 --> 00:01:37.960]   of consuming.
[00:01:37.960 --> 00:01:43.720]   Then I spend another four or five, six hours a week responding to comments and emails and
[00:01:43.720 --> 00:01:45.440]   inbound requests.
[00:01:45.440 --> 00:01:47.820]   So it's really a never ending process.
[00:01:47.820 --> 00:01:53.120]   And the larger your platform grows, the more inbound requests you'll receive.
[00:01:53.120 --> 00:01:59.120]   Also, since retiring from a day job in 2012, I did some consulting work part time at several
