
[00:00:00.040 --> 00:00:19.120]   But yeah, I'm Max. I'm the founder of Gumloop. We went through YC a year and a half ago now,
[00:00:19.120 --> 00:00:26.320]   winter 24. So we've been a pretty notoriously small team since then. We raised the Series A
[00:00:26.320 --> 00:00:31.600]   as a team of two and are now nine people. But this tweet was kind of like the one
[00:00:31.600 --> 00:00:37.940]   that inspired this talk, like how we scale to the size we hope to be with fewer
[00:00:37.940 --> 00:00:41.620]   than 10 people. I'll be honest, I tweeted this when I was extremely caffeinated and
[00:00:41.620 --> 00:00:47.380]   really thought I was gonna rule the world. We're on track roughly. We're less
[00:00:47.380 --> 00:00:52.360]   than 10 people and growing really fast, but this was also a good Twitter post for
[00:00:52.360 --> 00:00:56.080]   hiring because we wanted to hire exceptional people and I think working on
[00:00:56.080 --> 00:01:00.720]   a small team is really fun. So I thought I would go over... I'm sure at this
[00:01:00.720 --> 00:01:03.460]   conference you've heard a lot about like what AI tools to use and how to work
[00:01:03.460 --> 00:01:07.980]   efficiently with Cursor and WindSurf, but I was gonna focus on how you actually, like
[00:01:07.980 --> 00:01:11.680]   once you're efficient with these AI tools, how you build a team that's has the right
[00:01:11.680 --> 00:01:16.360]   culture and can actually scale and do the things you're setting out to do. But the
[00:01:16.360 --> 00:01:20.860]   first thing I was gonna go over was kind of how we got here. So I spent like six
[00:01:20.860 --> 00:01:24.880]   months building up a ton of terrible, terrible software. I made like video game
[00:01:24.880 --> 00:01:29.380]   moderation software. I made ML models to detect children's age in video games so
[00:01:29.380 --> 00:01:34.260]   that you could separate adults from children in VR. I made bot detection
[00:01:34.260 --> 00:01:40.520]   software. And then as a side project on top of my side project, I made the first UI for
[00:01:40.520 --> 00:01:44.640]   auto GPT, which was this like really hyped open source framework that came out right
[00:01:44.640 --> 00:01:48.940]   at the start of the agent craze. And basically I noticed that everyone in this
[00:01:48.940 --> 00:01:54.600]   discord was excited to use AI, but they had no idea how to actually clone a GitHub repo
[00:01:54.600 --> 00:01:59.320]   or set things up locally. So I just spun up like a really ugly UI. I called it agent hub
[00:01:59.320 --> 00:02:03.440]   at the time. I thought was that it was going to be GitHub for agents. I thought this was
[00:02:03.440 --> 00:02:08.440]   really genius. But it was all kind of built upon the idea that agents were going to be
[00:02:08.440 --> 00:02:13.480]   immediately useful. So we pivoted pretty quickly after this, but I noticed that all
[00:02:13.480 --> 00:02:17.780]   of the people who were asking the agent to do things were basically just describing complex
[00:02:17.780 --> 00:02:20.940]   workflows. Like if they knew how to write some Python, they knew how to make some API
[00:02:20.940 --> 00:02:25.940]   calls and some LLM queries, they could basically automate their entire request. They don't need
[00:02:25.940 --> 00:02:30.240]   to like cross their fingers and hope that the agent will do it for them. So yeah, that was
[00:02:30.240 --> 00:02:34.580]   the realization. It was my co-founder and I at this time, we just started kind of editing
[00:02:34.580 --> 00:02:38.620]   how you could configure an agent. Instead of asking for everything that you wanted, you
[00:02:38.620 --> 00:02:44.820]   could actually define the steps as a series of like nodes in a workflow. And then we got
[00:02:44.820 --> 00:02:49.980]   into YC a few months later, we raised the series A, we hired two interns for the summer,
[00:02:49.980 --> 00:02:56.940]   and then we raised the series A about like four months later. And we were just a really
[00:02:56.940 --> 00:03:00.900]   small team, kind of overfunded, but raised a lot of money so that we could hire the most
[00:03:00.900 --> 00:03:05.880]   exceptional people over the next year. And the general idea was just scale with under
