
[00:00:00.000 --> 00:00:00.840]   Hello, everybody.
[00:00:00.840 --> 00:00:02.520]   It's Sam from Financial Samurai.
[00:00:02.520 --> 00:00:04.020]   And in this episode, I want to talk
[00:00:04.020 --> 00:00:07.000]   about getting the best mortgage interest rate possible.
[00:00:07.000 --> 00:00:09.260]   Right now, everybody should be trying to refinance.
[00:00:09.260 --> 00:00:11.840]   If you haven't refinanced in a year or two,
[00:00:11.840 --> 00:00:15.360]   now is the time because the 10-year bond yield is at 1.5%
[00:00:15.360 --> 00:00:17.040]   or even less.
[00:00:17.040 --> 00:00:19.920]   All around the world, rates are going down.
[00:00:19.920 --> 00:00:23.480]   Some places, like in Denmark, have negative interest rates.
[00:00:23.480 --> 00:00:27.200]   So that's been a boon for consumers and borrowers.
[00:00:27.200 --> 00:00:29.400]   Now, to get the best mortgage interest rate possible,
[00:00:29.400 --> 00:00:32.040]   it's all about relationship pricing.
[00:00:32.040 --> 00:00:34.000]   What do I mean by relationship pricing?
[00:00:34.000 --> 00:00:38.160]   Well, it's about bringing new assets to a lender
[00:00:38.160 --> 00:00:42.040]   so they can give you a better rate than the market.
[00:00:42.040 --> 00:00:47.280]   Usually, the tiers are $250,000, $500,000, and $1 million.
[00:00:47.280 --> 00:00:51.640]   So in other words, if you bring $250,000 over in new assets
[00:00:51.640 --> 00:00:55.760]   to a new lender, you will get one rate.
[00:00:55.760 --> 00:00:57.240]   And then if you bring in $500,000,
[00:00:57.240 --> 00:00:58.920]   you get an even lower rate.
[00:00:58.920 --> 00:01:00.800]   And $1 million, you'll get an even lower rate.
[00:01:00.800 --> 00:01:03.360]   So you get bigger credits, in other words.
[00:01:03.360 --> 00:01:04.480]   So why do banks do that?
[00:01:04.480 --> 00:01:05.280]   Well, it's obvious.
[00:01:05.280 --> 00:01:09.280]   They're trying to drum up more business from new customers.
[00:01:09.280 --> 00:01:11.400]   Really, the perfect customer is one
[00:01:11.400 --> 00:01:14.720]   that opens multiple types of accounts with a bank.
[00:01:14.720 --> 00:01:16.520]   It's not just checking and savings.
[00:01:16.520 --> 00:01:21.020]   It's checking savings, mortgage, personal loans, credit cards,
[00:01:21.020 --> 00:01:22.000]   and so forth.
[00:01:22.000 --> 00:01:23.880]   And then hopefully, the relationship
[00:01:23.880 --> 00:01:26.960]   is good and nice and sticky, as they like to say.
[00:01:26.960 --> 00:01:28.840]   And then you refer other people to the bank.
[00:01:28.840 --> 00:01:33.000]   And they become lifelong customers and so forth.
[00:01:33.000 --> 00:01:35.480]   So what happened with me was that I've
[00:01:35.480 --> 00:01:38.560]   had a 19-year relationship with Citi Bank.
[00:01:38.560 --> 00:01:40.160]   I have multiple accounts open.
[00:01:40.160 --> 00:01:44.480]   I've referred multiple, multiple people to the bank.
[00:01:44.480 --> 00:01:46.920]   So I thought, our relationship is pretty good.
[00:01:46.920 --> 00:01:49.920]   I'm a Citi, quote, "gold" customer.
[00:01:49.920 --> 00:01:53.520]   And so one week, they said, hey, why don't you
[00:01:53.520 --> 00:01:54.400]   refinance with us?
[00:01:54.400 --> 00:01:56.720]   Well, I was looking and seeing what the best rates were.
[00:01:56.720 --> 00:02:00.040]   At the time, it was 3% for a 10/1 arm,
[00:02:00.040 --> 00:02:01.320]   which I thought was OK.
[00:02:01.320 --> 00:02:04.600]   I was refinancing a 2.5% five-year arm that
[00:02:04.600 --> 00:02:09.120]   was coming due in August 2019.
[00:02:09.120 --> 00:02:12.900]   And 3%, it's OK, but I wanted that magical 2 handle, right?
[00:02:12.900 --> 00:02:15.580]   Something like 2.875%.
[00:02:15.580 --> 00:02:19.800]   And so I just let them know, look, that 3% is good,
[00:02:19.800 --> 00:02:22.040]   but I'm hoping for 2.875%.
[00:02:22.040 --> 00:02:25.160]   And so the loan officer told me, well,
[00:02:25.160 --> 00:02:28.080]   just lock in 3% with us this week,
[00:02:28.080 --> 00:02:31.800]   and we're going to do some special pricing, promotional
