
[00:00:00.000 --> 00:00:06.100]   [Silence]
[00:00:06.100 --> 00:00:13.900]   Grab your notes and open them up to this section where we're dealing with family life cycles.
[00:00:13.900 --> 00:00:14.900]   Family life cycles.
[00:00:14.900 --> 00:00:22.480]   You see here we're still working on the issue of process dynamics in counseling, in counseling
[00:00:22.480 --> 00:00:27.260]   marrying the family, marriage and family issues.
[00:00:27.260 --> 00:00:36.340]   We've been talking about in our last session about things that affect the family, like
[00:00:36.340 --> 00:00:40.400]   gathering data, we've got to look for evidence that would either confirm the presence or
[00:00:40.400 --> 00:00:44.360]   the absence of some of the most common marital problems.
[00:00:44.360 --> 00:00:48.620]   That's important for us as counselors, but it's also important to understand that many
[00:00:48.620 --> 00:00:59.780]   families are at a particular stage in life, and that stage in life reflects a lot of uniquenesses
[00:00:59.780 --> 00:01:02.500]   compared to other stages in life.
[00:01:02.500 --> 00:01:08.900]   It's going to bring to bear upon that family a certain amount of pressures, stresses.
[00:01:08.900 --> 00:01:15.620]   And that's one of the reasons why oftentimes it's kind of interesting to look at churches
[00:01:15.620 --> 00:01:19.900]   and to watch how Sunday school classes are grouped together.
[00:01:19.900 --> 00:01:25.300]   Most often you'll see Sunday school classes grouped together on the basis of these life
[00:01:25.300 --> 00:01:26.540]   cycles.
[00:01:26.540 --> 00:01:28.620]   There is the young marrieds.
[00:01:28.620 --> 00:01:31.220]   Why do all the young marrieds like to meet together?
[00:01:31.220 --> 00:01:34.540]   Because they're all facing the same problem.
[00:01:34.540 --> 00:01:37.620]   Or a young parents class.
[00:01:37.620 --> 00:01:41.580]   Why do all the young parents like to get together in a Sunday school class?
[00:01:41.580 --> 00:01:45.980]   Because they're all facing the same pressures and problems.
[00:01:45.980 --> 00:01:49.940]   There is the senior saints class.
[00:01:49.940 --> 00:01:52.100]   Why do all the senior saints want to get together?
[00:01:52.100 --> 00:01:58.420]   Because they're all facing the same kind of problems together.
[00:01:58.420 --> 00:02:02.540]   Very rarely do you ever hear a class called the middle-aged class.
[00:02:02.540 --> 00:02:05.860]   They don't like to be called that.
[00:02:05.860 --> 00:02:11.060]   They're really middle-aged, but they like to think of themselves as still young couples.
[00:02:11.060 --> 00:02:14.740]   And so they call themselves something else.
[00:02:14.740 --> 00:02:22.980]   I'm the faith builders class, I'm the joiners class, I'm the whatever you call it.
[00:02:22.980 --> 00:02:25.820]   That's what they like to refer to it.
[00:02:25.820 --> 00:02:29.100]   And those seem to be the very popular classes.
[00:02:29.100 --> 00:02:33.220]   Rarely do you ever find a class that's truly intergenerational.
[00:02:33.220 --> 00:02:34.860]   Why?
[00:02:34.860 --> 00:02:43.340]   Because most people like to hear the word of God taught to whatever stage of life they're
[00:02:43.340 --> 00:02:45.060]   in.
[00:02:45.060 --> 00:02:47.940]   And applied to whatever stage of life they're in.
[00:02:47.940 --> 00:02:52.460]   That's usually what they like.
[00:02:52.460 --> 00:02:58.420]   When sometimes we ignore some of our greatest learning is if we could mix those young marrieds
[00:02:58.420 --> 00:03:03.020]   in with some of those senior saints and let some of those senior saints teach some of
[00:03:03.020 --> 00:03:05.740]   those young marriage some of their wisdom.
[00:03:05.740 --> 00:03:10.620]   But they're divorced from that.
[00:03:10.620 --> 00:03:16.460]   Wisdom that they've acquired over many, many years living out the word of God, being faithful
[00:03:16.460 --> 00:03:22.180]   to Christ in their marriages, or even the wisdom that they've gained through their failures
[00:03:22.180 --> 00:03:27.720]   in their marriage or in parenting.
[00:03:27.720 --> 00:03:32.180]   So that's one of the reasons why we study this because as counselors I think it's important
[00:03:32.180 --> 00:03:36.860]   for us to be cognitive of these things.
[00:03:36.860 --> 00:03:41.340]   Several years ago I started studying these things and it was interesting how I was really
[00:03:41.340 --> 00:03:47.700]   familiar with the ones that I had passed through in terms of my stages of life.
[00:03:47.700 --> 00:03:52.940]   But I was, the other stages of life, the other cycles of life, I was totally unfamiliar with
[00:03:52.940 --> 00:03:55.220]   the stresses and strains that were a part of that.
[00:03:55.220 --> 00:03:57.620]   And it was interesting to think that through.
[00:03:57.620 --> 00:04:00.500]   Because when I have somebody sitting in front of me that's coming out of that particular
[00:04:00.500 --> 00:04:06.620]   life cycle, then all of a sudden I have a new perspective on them.
[00:04:06.620 --> 00:04:11.560]   They're coming at this particular problem that they're facing from a unique vantage
[00:04:11.560 --> 00:04:17.140]   point with a unique set of pressures that are turning up the heat in their life.
[00:04:17.140 --> 00:04:18.320]   What is it?
[00:04:18.320 --> 00:04:26.000]   And as a result of that, that heat is producing a certain fruit in their life.
[00:04:26.000 --> 00:04:28.340]   And sometimes I like to compare it like this.
[00:04:28.340 --> 00:04:35.700]   And I want to use the analogy over here that, and sometimes I'll do this in counseling.
[00:04:35.700 --> 00:04:40.740]   This is like the sun here in my analogy.
[00:04:40.740 --> 00:04:59.620]   And this is the heat in life and all the stresses and pressures and history of the relationship
[00:04:59.620 --> 00:05:03.060]   is part of that heat.
[00:05:03.060 --> 00:05:08.860]   And we're going to use the biblical analogy that Psalms 1 does on comparing the Christian's
[00:05:08.860 --> 00:05:17.420]   life to a, or the believer's life to a tree that bears a certain amount of fruit.
[00:05:17.420 --> 00:05:22.340]   And this particular tree has fruit on it.
[00:05:22.340 --> 00:05:28.780]   And sometimes the fruit that's produced in this person's life as a result of this is
[00:05:28.780 --> 00:05:52.300]   anger or bitterness or a hatred or constant strife with other family members, with a husband
[00:05:52.300 --> 00:06:01.340]   and a wife, with their children, lies, lying, all of this is rotten fruit.
[00:06:01.340 --> 00:06:05.460]   And you could list a lot more that's there.
[00:06:05.460 --> 00:06:06.460]   Why is it?
[00:06:06.460 --> 00:06:11.740]   Because the heat's turned up in their life and this tree begins to produce a certain
[00:06:11.740 --> 00:06:14.620]   type of fruit.
[00:06:14.620 --> 00:06:22.140]   Now this fruit actually comes as a result, what really fuels this is down here in the
[00:06:22.140 --> 00:06:28.060]   roots of this tree.
[00:06:28.060 --> 00:06:33.740]   This is what fuels and motivates that fruit.
[00:06:33.740 --> 00:06:41.260]   Like in the past, in a previous class, I talked a little bit about how a husband or a wife
[00:06:41.260 --> 00:06:43.140]   can want something out of their spouse.
[00:06:43.140 --> 00:06:48.980]   All I want, a wife may say, is for my husband to love me or sometimes a husband may say,
[00:06:48.980 --> 00:06:51.620]   all I want is for my wife to respect me.
[00:06:51.620 --> 00:06:52.620]   That's all I want.
[00:06:52.620 --> 00:06:55.620]   Now, in and of itself, that's a legitimate desire.
[00:06:55.620 --> 00:07:03.540]   But that desire can become a idolatrous desire that captures all of their heart, it becomes
[00:07:03.540 --> 00:07:08.260]   more important than being God's kind of husband or God's kind of wife in their life.
[00:07:08.260 --> 00:07:29.940]   And so, we put in this little heart here, I want my husband to love me.
[00:07:29.940 --> 00:07:37.940]   That's something in this particular case that this woman becomes or this wife, this is all
[00:07:37.940 --> 00:07:41.340]   she lives for, is that.
[00:07:41.340 --> 00:07:44.940]   She may call herself a Christian, she may genuinely be a Christian, but at this particular
[00:07:44.940 --> 00:07:51.220]   time, having a husband who loves her is far more important than her being a godly woman.
[00:07:51.220 --> 00:07:57.340]   And so, when she doesn't receive the love and appreciation that she thinks she deserves
[00:07:57.340 --> 00:07:58.940]   in that marriage, then what happens?
[00:07:58.940 --> 00:08:02.620]   Well, then it produces or motivates the fruit.
[00:08:02.620 --> 00:08:09.300]   She becomes angry, she's bitter, there's hatred, there's strife, there's lying.
[00:08:09.300 --> 00:08:13.900]   You would say, well, that's all kinds of fruit that's characteristic of an unbeliever, yeah.
[00:08:13.900 --> 00:08:17.060]   Is it possible for a time for believers to act like unbelievers?
[00:08:17.060 --> 00:08:19.780]   Yeah, we can see that in 1 Corinthians 5.
[00:08:19.780 --> 00:08:25.020]   The man who commits adultery with his stepmother is told to be removed from the church.
[00:08:25.020 --> 00:08:30.380]   In fact, Paul says, "Turn him over to Satan for the destruction of the flesh that his
[00:08:30.380 --> 00:08:33.620]   soul might be saved."
[00:08:33.620 --> 00:08:37.900]   And then, later on in 2 Corinthians 2, he repents.
[00:08:37.900 --> 00:08:45.780]   He shows himself to be a believer, but in the short run of things, he looks like and
[00:08:45.780 --> 00:08:55.380]   acts like an unbeliever because of his adultery and because of his fornication with his stepmother.
[00:08:55.380 --> 00:09:02.580]   This is what the heat will do in a believer's life, it will produce all kinds of lying,
[00:09:02.580 --> 00:09:09.020]   strife, hatred, bitterness, anger, and there's a host of other things that can be a product
[00:09:09.020 --> 00:09:10.020]   of that.
[00:09:10.020 --> 00:09:16.340]   Well, I'm really interested in this life cycle at taking a look at what are the unique cycles
[00:09:16.340 --> 00:09:24.100]   of life that marriage and the family goes through that brings about the pressure that
[00:09:24.100 --> 00:09:30.660]   produces the fruit, because you can almost anticipate wherever that person is coming
