
[00:00:00.000 --> 00:00:01.800]   (upbeat music)
[00:00:01.800 --> 00:00:04.140]   - Hello and welcome to a special bonus episode
[00:00:04.140 --> 00:00:05.100]   of All The Hacks,
[00:00:05.100 --> 00:00:07.640]   a show about upgrading your life, money and travel.
[00:00:07.640 --> 00:00:08.800]   I'm your host, Chris Hutchins.
[00:00:08.800 --> 00:00:09.960]   And in my last episode,
[00:00:09.960 --> 00:00:12.280]   I was joined by one of the most well-traveled friends
[00:00:12.280 --> 00:00:13.880]   I have, Lee Rowan,
[00:00:13.880 --> 00:00:16.900]   where we had an amazing conversation all about Italy.
[00:00:16.900 --> 00:00:19.480]   However, just a few weeks before we recorded,
[00:00:19.480 --> 00:00:21.620]   Lee happened to have an amazing opportunity
[00:00:21.620 --> 00:00:23.520]   to take a trip to Antarctica,
[00:00:23.520 --> 00:00:25.600]   which has been on my bucket list for years.
[00:00:25.600 --> 00:00:27.200]   And until our conversation,
[00:00:27.200 --> 00:00:29.000]   I don't think I'd ever met anyone
[00:00:29.000 --> 00:00:30.600]   who'd actually been there.
[00:00:30.600 --> 00:00:32.960]   So I couldn't help but ask him to stick around
[00:00:32.960 --> 00:00:35.280]   and share why it was one of the most impactful trips
[00:00:35.280 --> 00:00:37.160]   he's taken in his entire life.
[00:00:37.160 --> 00:00:39.060]   And he's traveled a lot.
[00:00:39.060 --> 00:00:40.400]   We'll talk about the experience,
[00:00:40.400 --> 00:00:43.000]   what it's like there, how to get there and so much more.
[00:00:43.000 --> 00:00:44.380]   So without further ado,
[00:00:44.380 --> 00:00:46.540]   let's get started right after this.
[00:00:46.540 --> 00:00:50.200]   Do you all remember episode 122,
[00:00:50.200 --> 00:00:52.540]   where I spoke with chef David Chang
[00:00:52.540 --> 00:00:54.700]   about leveling up your cooking at home?
[00:00:54.700 --> 00:00:57.720]   If not, definitely go back and give it a listen.
[00:00:57.720 --> 00:01:01.640]   But one of his top hacks was using the microwave a lot more.
[00:01:01.640 --> 00:01:04.080]   I'll admit I was a skeptic at first,
[00:01:04.080 --> 00:01:06.940]   but after getting a full set of microwave cookware
[00:01:06.940 --> 00:01:09.580]   from Anyday, I am a total convert
[00:01:09.580 --> 00:01:11.680]   and I am so excited to be partnering with them
[00:01:11.680 --> 00:01:12.960]   for this episode.
[00:01:12.960 --> 00:01:14.800]   Anyday is glass cookware,
[00:01:14.800 --> 00:01:17.440]   specially designed to make delicious food
[00:01:17.440 --> 00:01:19.280]   from scratch in the microwave.
[00:01:19.280 --> 00:01:22.620]   And honestly, using it feels like a kitchen cheat code
[00:01:22.620 --> 00:01:26.640]   because it speeds up and simplifies the process so much.
[00:01:26.640 --> 00:01:29.280]   The cookware is 100% plastic free
[00:01:29.280 --> 00:01:32.200]   and you can cook, serve, store and reheat
[00:01:32.200 --> 00:01:35.360]   all in the same dish that happens to be dishwasher,
[00:01:35.360 --> 00:01:37.600]   freezer and oven safe too.
