
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:07.500]   Erica from Des Moines, Iowa writes in to ask this.
[00:00:07.500 --> 00:00:11.000]   During my years as a single woman and during my childless married years,
[00:00:11.000 --> 00:00:16.000]   I served in a variety of volunteer roles in student and adult ministries in the local churches that I called home.
[00:00:16.000 --> 00:00:20.000]   Now I'm a stay-at-home mom and homeschooling mom to my two young children,
[00:00:20.000 --> 00:00:24.000]   one of whom has an autism spectrum disorder and learning disabilities.
[00:00:24.000 --> 00:00:27.000]   My husband and I are also expecting our third child.
[00:00:27.000 --> 00:00:30.000]   Currently, I teach my children's Sunday school class once a month, but that's it.
[00:00:30.000 --> 00:00:36.000]   I feel right now like I'm a consumer in my church family more than I am a contributor, and I feel badly about that.
[00:00:36.000 --> 00:00:39.000]   Pastor John, what encouragement would you have for moms like me?
[00:00:39.000 --> 00:00:43.000]   I'm going to start right there on this consumer thing, Tony,
[00:00:43.000 --> 00:01:01.000]   and maybe this will cause a little paradigm shift for her. Consuming the feast of God's Word and the grace of God with satisfaction,
[00:01:01.000 --> 00:01:09.000]   week in and week out, with God's people, is a great honor to God and a great encouragement to pastors.
[00:01:09.000 --> 00:01:22.000]   In other words, what I want from my people is that they don't come to church to give me or to give God anything.
[00:01:22.000 --> 00:01:30.000]   I want them to come starved for God, hungry for God, desperate for God.
[00:01:30.000 --> 00:01:42.000]   And I want to spread a banquet for them in the worship of singing and the worship of preaching so that they can drink and eat and delight,
[00:01:42.000 --> 00:01:48.000]   like at a great banquet and a great feast that ends with cheesecake and strawberries,
[00:01:48.000 --> 00:01:58.000]   and stand up and say, "Ah," which is worship, and go out feeling like they have met the living God at the river of living water.
[00:01:58.000 --> 00:02:09.000]   So I would just love to disabuse her of any sense that consuming, if it's understood this way, is a bad thing.
[00:02:09.000 --> 00:02:18.000]   This is what we were made for. We were made to consume God, eat God, drink God, be satisfied with God.
[00:02:18.000 --> 00:02:26.000]   We were not made primarily to contribute to God, but to receive from God.
[00:02:26.000 --> 00:02:42.000]   So I'd just like her to lay down that mindset and delight in going to the house of God to consume the feast prepared for her by the worship leaders and by the pastor.
