
[00:00:00.000 --> 00:00:02.760]   (upbeat music)
[00:00:02.760 --> 00:00:05.640]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.640 --> 00:00:08.460]   a show about upgrading your life, money, and travel.
[00:00:08.460 --> 00:00:10.460]   I'm Chris Hutchins, and I'm so excited you're here
[00:00:10.460 --> 00:00:12.240]   for another Mailbag episode,
[00:00:12.240 --> 00:00:15.080]   but this time it's gonna be so much more than Q&A
[00:00:15.080 --> 00:00:17.380]   because you all have shared so much.
[00:00:17.380 --> 00:00:19.680]   So we're also gonna have great deals, hacks,
[00:00:19.680 --> 00:00:22.580]   and some insurance tips and wins from you all.
[00:00:22.580 --> 00:00:24.240]   And as I was preparing this,
[00:00:24.240 --> 00:00:27.640]   also I realized there is way too much for just one episode.
[00:00:27.640 --> 00:00:30.080]   In fact, there was way too much for two episodes.
[00:00:30.080 --> 00:00:31.600]   So here's how I'm gonna break it up.
[00:00:31.600 --> 00:00:34.560]   Today, I'm gonna cover all the best and latest deals,
[00:00:34.560 --> 00:00:36.560]   but when it comes to hacks and questions,
[00:00:36.560 --> 00:00:39.520]   I'm gonna focus mostly on money, saving, and investing,
[00:00:39.520 --> 00:00:41.640]   which includes a very timely discussion
[00:00:41.640 --> 00:00:44.160]   about how I'm thinking about banking and investing
[00:00:44.160 --> 00:00:47.000]   in light of what happened last week with Silicon Valley Bank
[00:00:47.000 --> 00:00:49.800]   which fun fact, happens to actually be our bank
[00:00:49.800 --> 00:00:51.660]   for checking and our mortgage.
[00:00:51.660 --> 00:00:54.600]   So yeah, it's been an interesting last few days.
[00:00:54.600 --> 00:00:56.600]   I'm also gonna talk about where to store cash,
[00:00:56.600 --> 00:00:59.240]   bank account bonuses, shopping for tires
[00:00:59.240 --> 00:01:01.480]   or engagement rings, and a lot more.
[00:01:01.480 --> 00:01:03.760]   Then I'm gonna take all the amazing travel points
[00:01:03.760 --> 00:01:05.640]   and miles, hacks, and questions
[00:01:05.640 --> 00:01:07.500]   and talk about those in a few weeks.
[00:01:07.500 --> 00:01:10.540]   So feel free to send anything else over for that episode.
[00:01:10.540 --> 00:01:12.680]   And then I'll take all the relationship, family,
[00:01:12.680 --> 00:01:15.920]   and kids hacks and questions and do another episode.
[00:01:15.920 --> 00:01:18.120]   But this time I'm gonna have my wife, Amy, join me
[00:01:18.120 --> 00:01:20.300]   so you can get her perspective too.
[00:01:20.300 --> 00:01:22.640]   So if you have any questions you want the two of us
[00:01:22.640 --> 00:01:25.600]   to tackle, please send them our way as well.
[00:01:25.600 --> 00:01:29.000]   But before we jump in, I wanna chat about a few things.
