
[00:00:00.000 --> 00:00:02.560]   [silence]
[00:00:02.560 --> 00:00:06.120]   What I'd like to discuss next, I find extremely exciting.
[00:00:06.120 --> 00:00:06.960]   Why?
[00:00:06.960 --> 00:00:09.600]   Well, what I'm about to describe is a compound
[00:00:09.600 --> 00:00:11.360]   or I should say a set of compounds
[00:00:11.360 --> 00:00:13.680]   that are available over the counter
[00:00:13.680 --> 00:00:16.240]   that have been shown to be very effective
[00:00:16.240 --> 00:00:18.720]   in reducing the frequency and intensity of headaches.
[00:00:18.720 --> 00:00:20.080]   And not just one kind of headache,
[00:00:20.080 --> 00:00:21.660]   but multiple types of headaches.
[00:00:21.660 --> 00:00:23.580]   So what I'll describe has been shown
[00:00:23.580 --> 00:00:27.160]   to have significant effects in reducing the intensity
[00:00:27.160 --> 00:00:29.480]   or frequency of tension type headaches,
[00:00:29.480 --> 00:00:32.800]   migraine type headaches, as well as hormone type headaches
[00:00:32.800 --> 00:00:34.480]   that are related to the menstrual cycles
[00:00:34.480 --> 00:00:35.680]   that I described earlier.
[00:00:35.680 --> 00:00:37.000]   Now, there are a lot of data
[00:00:37.000 --> 00:00:39.200]   centered around this general topic,
[00:00:39.200 --> 00:00:41.740]   but I'm going to focus on three main papers.
[00:00:41.740 --> 00:00:43.280]   What I haven't told you yet, of course,
[00:00:43.280 --> 00:00:45.000]   is what is the compound that I'm referring to?
[00:00:45.000 --> 00:00:47.040]   What is this over-the-counter compound?
[00:00:47.040 --> 00:00:49.300]   Well, it turns out this over-the-counter compound
[00:00:49.300 --> 00:00:51.040]   is not just available over the counter,
[00:00:51.040 --> 00:00:53.140]   it's also available in food.
[00:00:53.140 --> 00:00:56.320]   So it turns out that nutrition can have a very strong impact
[00:00:56.320 --> 00:00:58.480]   on the frequency and intensity of headache,
[00:00:58.480 --> 00:01:01.080]   although supplementation with this particular compound
[00:01:01.080 --> 00:01:02.980]   can accomplish the same thing as well.
[00:01:02.980 --> 00:01:06.600]   What I'm referring to here are omega-3 fatty acids.
[00:01:06.600 --> 00:01:07.700]   Many of you are probably familiar
[00:01:07.700 --> 00:01:08.960]   with omega-3 fatty acids.
[00:01:08.960 --> 00:01:11.400]   These are fatty acids that come in the form
[00:01:11.400 --> 00:01:13.760]   of so-called EPA and DHA.
[00:01:13.760 --> 00:01:16.580]   And omega-3 fatty acids are commonly distinguished
[00:01:16.580 --> 00:01:19.640]   from the so-called omega-6 fatty acids.
[00:01:19.640 --> 00:01:23.160]   Omega-6 fatty acids come in a bunch of different foods,
[00:01:23.160 --> 00:01:25.160]   and they, of course, can be supplemented as well.
[00:01:25.160 --> 00:01:27.240]   Omega-3 fatty acids come in a bunch of different foods
[00:01:27.240 --> 00:01:28.800]   and can be supplemented as well.
[00:01:28.800 --> 00:01:31.060]   Common forms of omega-3 fatty acids,
[00:01:31.060 --> 00:01:33.980]   or I should say common sources of omega-3 fatty acids
[00:01:33.980 --> 00:01:36.980]   in foods include fatty ocean fish,
[00:01:36.980 --> 00:01:40.280]   including salmon, salmon skins, sardines, anchovies,
[00:01:40.280 --> 00:01:41.960]   things of that sort.
[00:01:41.960 --> 00:01:46.200]   Common sources in supplement form are so-called fish oil,
[00:01:46.200 --> 00:01:48.160]   capsules, or liquid fish oil.
[00:01:48.160 --> 00:01:49.880]   Again, omega-3 fatty acids.
[00:01:49.880 --> 00:01:51.880]   And almost always when we're talking
[00:01:51.880 --> 00:01:53.240]   about omega-3 fatty acids,
[00:01:53.240 --> 00:01:56.880]   we're talking about a combination of EPA and DHA,
[00:01:56.880 --> 00:02:01.880]   but really it is the quantity of EPA omega-3 fatty acids
[00:02:01.880 --> 00:02:03.640]   that seems to be the most impactful
[00:02:03.640 --> 00:02:04.960]   for the sorts of health metrics
[00:02:04.960 --> 00:02:07.420]   that we're going to talk about in a few minutes.
[00:02:07.420 --> 00:02:10.680]   Now, with respect to omega-6 fatty acids,
[00:02:10.680 --> 00:02:12.040]   the most typical food sources
[00:02:12.040 --> 00:02:14.560]   of omega-6 fatty acids are seed oils.
[00:02:14.560 --> 00:02:18.280]   I know nowadays seed oils have become quite controversial.
[00:02:18.280 --> 00:02:21.080]   I've given my stance on this in a prior podcast,
[00:02:21.080 --> 00:02:22.200]   but I'll just repeat it for those of you
[00:02:22.200 --> 00:02:23.320]   that haven't heard it.
[00:02:23.320 --> 00:02:26.560]   I am not of the belief that all seed oils are bad,
[00:02:26.560 --> 00:02:28.280]   that they're all inflammatory,
[00:02:28.280 --> 00:02:30.600]   that they are killing us or making us sick,
[00:02:30.600 --> 00:02:31.880]   that they are the major cause
[00:02:31.880 --> 00:02:33.320]   of metabolic dysfunction, et cetera.
[00:02:33.320 --> 00:02:35.240]   However, I think it is very clear,
[00:02:35.240 --> 00:02:36.720]   and I learned this from Dr. Lane Norton
[00:02:36.720 --> 00:02:38.200]   when he was a guest on this podcast
[00:02:38.200 --> 00:02:41.160]   and taught us all about nutrition in great depth.
[00:02:41.160 --> 00:02:42.680]   I highly recommend that episode
[00:02:42.680 --> 00:02:44.200]   if you're interested in nutrition,
[00:02:44.200 --> 00:02:47.640]   that people are consuming a lot more oil generally.
[00:02:47.640 --> 00:02:48.920]   And a lot of those oils
[00:02:48.920 --> 00:02:51.680]   that people are consuming more of nowadays
[00:02:51.680 --> 00:02:55.080]   include a lot of the so-called omega-6 fatty acids.
[00:02:55.080 --> 00:02:57.200]   And a lot of those oils are seed oils.
[00:02:57.200 --> 00:02:59.000]   The particular omega-6 fatty acid
[00:02:59.000 --> 00:03:00.800]   that's going to be relevant for today's discussion
[00:03:00.800 --> 00:03:02.520]   is linoleic acid.
[00:03:02.520 --> 00:03:04.720]   And that is common in a lot of seed oils.
[00:03:04.720 --> 00:03:06.880]   So again, I'm not going to tell you
[00:03:06.880 --> 00:03:07.960]   that seed oils are bad.
[00:03:07.960 --> 00:03:09.680]   However, it does seem to be the case
[00:03:09.680 --> 00:03:13.240]   that many people are consuming far too many seed oils,
[00:03:13.240 --> 00:03:15.680]   and in doing so are consuming far too many calories,
[00:03:15.680 --> 00:03:17.680]   and perhaps are consuming too much
[00:03:17.680 --> 00:03:20.120]   of the omega-6 fatty acids
[00:03:20.120 --> 00:03:22.280]   relative to the omega-3 fatty acids.
[00:03:22.280 --> 00:03:23.120]   Now, with that said,
[00:03:23.120 --> 00:03:24.640]   I think there is general agreement
[00:03:24.640 --> 00:03:27.720]   among nutritionists and health professionals
[00:03:27.720 --> 00:03:32.000]   that we could all stand to get more omega-3 fatty acids,
[00:03:32.000 --> 00:03:33.520]   perhaps for cardiovascular health,
[00:03:33.520 --> 00:03:34.880]   although that's a little bit debated,
[00:03:34.880 --> 00:03:37.680]   but certainly for immune system function,
[00:03:37.680 --> 00:03:39.600]   for mood, and for functioning of the brain,
[00:03:39.600 --> 00:03:43.880]   and for the potent anti-inflammatory effects of omega-3.
[00:03:43.880 --> 00:03:46.500]   So again, omega-3s can be sourced from food,
[00:03:46.500 --> 00:03:47.900]   both animal-based and plant-based.
[00:03:47.900 --> 00:03:49.060]   You can simply go online
[00:03:49.060 --> 00:03:51.320]   and look up the various food-based sources.
[00:03:51.320 --> 00:03:54.120]   But in thinking about headache
[00:03:54.120 --> 00:03:55.240]   and different treatments for headache,
[00:03:55.240 --> 00:03:56.920]   there are some recent studies exploring
[00:03:56.920 --> 00:03:59.520]   how supplementing with omega-3 fatty acids,
[00:03:59.520 --> 00:04:00.540]   and in one case,
[00:04:00.540 --> 00:04:02.560]   how supplementing with omega-3 fatty acids
[00:04:02.560 --> 00:04:06.100]   and deliberately reducing the amount of linoleic acid,
[00:04:06.100 --> 00:04:07.760]   the omega-6 fatty acids,
[00:04:07.760 --> 00:04:09.440]   how that can impact headache.
[00:04:09.440 --> 00:04:10.960]   So the first study I'd like to describe
[00:04:10.960 --> 00:04:13.080]   in reference to the role of omega-3 fatty acids
[00:04:13.080 --> 00:04:15.880]   in headache was published in 2018,
[00:04:15.880 --> 00:04:17.040]   and the title of the paper is
[00:04:17.040 --> 00:04:19.520]   Long-Chain Omega-3 Fatty Acids and Headache
[00:04:19.520 --> 00:04:20.880]   in the U.S. Population.
[00:04:20.880 --> 00:04:21.720]   There are a number of things
[00:04:21.720 --> 00:04:23.240]   that I really like about this study.
[00:04:23.240 --> 00:04:24.800]   A few of those include the fact
[00:04:24.800 --> 00:04:28.160]   that they looked at an enormous number of people.
[00:04:28.160 --> 00:04:31.760]   That is, they included 12,317 men and women.
[00:04:31.760 --> 00:04:33.400]   I like the fact that they included men and women
[00:04:33.400 --> 00:04:35.560]   in the study, age 20 or older,
[00:04:35.560 --> 00:04:37.720]   and that they broke down the population
[00:04:37.720 --> 00:04:40.840]   into categories that included age.
[00:04:40.840 --> 00:04:43.320]   They certainly looked at race and ethnicity.
[00:04:43.320 --> 00:04:45.360]   They looked at educational background.
[00:04:45.360 --> 00:04:47.840]   They looked at body mass, total energy intake,
[00:04:47.840 --> 00:04:48.840]   which is really important.
[00:04:48.840 --> 00:04:49.780]   If you think about it,
[00:04:49.780 --> 00:04:51.280]   people are going to be eating,
[00:04:51.280 --> 00:04:53.400]   and within the things that they eat,
[00:04:53.400 --> 00:04:56.560]   they're going to be consuming some omega-3s, hopefully,
[00:04:56.560 --> 00:04:58.120]   as well as some omega-6s.
[00:04:58.120 --> 00:04:59.200]   And if they're eating far more,
[00:04:59.200 --> 00:05:01.480]   then they're going to get far more of,
[00:05:01.480 --> 00:05:03.760]   likely going to get far more of both of those things
[00:05:03.760 --> 00:05:04.700]   than they would ordinarily
[00:05:04.700 --> 00:05:06.080]   if they were eating a smaller amount.
[00:05:06.080 --> 00:05:08.480]   So they controlled for total caloric intake
[00:05:08.480 --> 00:05:11.920]   in a way that I find particularly useful
[00:05:11.920 --> 00:05:13.480]   for looking at these kind of data.
[00:05:13.480 --> 00:05:16.100]   So the reason they explored omega-3s is worth mentioning.
[00:05:16.100 --> 00:05:18.040]   Omega-3 fatty acids are known to have
[00:05:18.040 --> 00:05:20.960]   an anti-inflammatory effect.
[00:05:20.960 --> 00:05:23.060]   That anti-inflammatory effect is mediated
[00:05:23.060 --> 00:05:24.300]   through a couple of different pathways.
[00:05:24.300 --> 00:05:26.460]   We won't go into these in too much detail now,
[00:05:26.460 --> 00:05:29.180]   but the omega-3 fatty acids, keep in mind,
[00:05:29.180 --> 00:05:32.140]   actually make up various parts of cells
[00:05:32.140 --> 00:05:33.380]   in the brain and body.
[00:05:33.380 --> 00:05:34.220]   That's right.
[00:05:34.220 --> 00:05:36.260]   The membrane that, remember I talked before
[00:05:36.260 --> 00:05:37.700]   about how steroid hormones can go through
[00:05:37.700 --> 00:05:38.860]   the different membranes of the cells,
[00:05:38.860 --> 00:05:40.640]   the outer membrane and the inner membrane,
[00:05:40.640 --> 00:05:42.180]   a lot of those actual membranes,
[00:05:42.180 --> 00:05:45.660]   the structural constituents of neurons and other cells
[00:05:45.660 --> 00:05:49.120]   are actually made up of or include certain fatty acid,
[00:05:49.120 --> 00:05:50.440]   long chain fatty acids.
[00:05:50.440 --> 00:05:52.520]   And the omega-3 fatty acids are important
[00:05:52.520 --> 00:05:55.160]   for the actual construction of those tissues,
[00:05:55.160 --> 00:05:57.760]   as well as having anti-inflammatory effects
[00:05:57.760 --> 00:05:59.720]   through things like limiting prostaglandins
[00:05:59.720 --> 00:06:01.560]   and other things that can cause inflammation.
[00:06:01.560 --> 00:06:02.820]   Okay, so there are a bunch of different ways
[00:06:02.820 --> 00:06:05.260]   that omega-3 fatty acids can be useful.
[00:06:05.260 --> 00:06:08.240]   They refer in this study to an earlier study
[00:06:08.240 --> 00:06:10.200]   that looked at the so-called analgesic effect,
[00:06:10.200 --> 00:06:11.520]   the pain relieving effect.
[00:06:11.520 --> 00:06:13.560]   Analgesic means pain relieving effect
[00:06:13.560 --> 00:06:15.760]   of omega-3 fatty acids
[00:06:15.760 --> 00:06:18.980]   in what had been a randomized control trial.
[00:06:18.980 --> 00:06:20.480]   And in that previous paper,
[00:06:20.480 --> 00:06:24.140]   what they found was that diets high in omega-3s
[00:06:24.140 --> 00:06:25.720]   and low in omega-6s.
[00:06:25.720 --> 00:06:28.320]   Okay, so high three, low six.
[00:06:28.320 --> 00:06:33.320]   And as compared to diets that were just reduced omega-6s,
[00:06:33.320 --> 00:06:35.620]   they found a greater analgesic effect
[00:06:35.620 --> 00:06:37.000]   of increasing omega-3s
[00:06:37.000 --> 00:06:39.280]   while also reducing omega-6 fatty acids.
[00:06:39.280 --> 00:06:41.640]   So in the context of the seed oil discussion,
[00:06:41.640 --> 00:06:43.160]   although keeping in mind that omega-6s
[00:06:43.160 --> 00:06:45.200]   can come from other sources as well,
[00:06:45.200 --> 00:06:47.780]   if omega-6s were just reduced on their own,
[00:06:47.780 --> 00:06:50.280]   there wasn't as great an effect
[00:06:50.280 --> 00:06:52.280]   in terms of reducing pain and inflammation
[00:06:52.280 --> 00:06:55.040]   as there was when omega-3 fatty acids
[00:06:55.040 --> 00:06:56.240]   were deliberately increased
[00:06:56.240 --> 00:06:58.600]   and omega-6 fatty acids were reduced.
[00:06:58.600 --> 00:07:01.120]   Again, in all of these studies,
[00:07:01.120 --> 00:07:02.080]   because these are the ones
[00:07:02.080 --> 00:07:05.720]   in which they controlled things well, as we say,
[00:07:05.720 --> 00:07:08.480]   they are holding constant the caloric intake.
[00:07:08.480 --> 00:07:10.760]   So it's not just that you're removing fat, eating less fat,
[00:07:10.760 --> 00:07:13.720]   there's actually a removal of certain fats and fatty acids
[00:07:13.720 --> 00:07:16.720]   and a replacement of those with omega-3 fatty acids.
[00:07:16.720 --> 00:07:18.040]   In one case, in the other case,
[00:07:18.040 --> 00:07:20.240]   it's just a reduction in omega-6s
[00:07:20.240 --> 00:07:22.700]   and you're using other food types and macronutrients
[00:07:22.700 --> 00:07:25.100]   to offset that reduction in calories
[00:07:25.100 --> 00:07:26.920]   caused by reducing omega-6s.
[00:07:26.920 --> 00:07:29.120]   The basic takeaway that they're relying on
[00:07:29.120 --> 00:07:30.120]   marching into the study
[00:07:30.120 --> 00:07:33.540]   is that increasing omega-3s and reducing omega-6s
[00:07:33.540 --> 00:07:35.520]   seems to be beneficial for reducing pain.
[00:07:35.520 --> 00:07:36.960]   And indeed, in this study,
[00:07:36.960 --> 00:07:38.800]   they find something quite similar,
[00:07:38.800 --> 00:07:42.280]   which is that when you hold caloric intake constant
[00:07:42.280 --> 00:07:44.600]   and when you look at omega-6s,
[00:07:44.600 --> 00:07:47.760]   whether or not you decrease omega-6 fatty acids or not,
[00:07:47.760 --> 00:07:52.760]   you find is that increasing omega-3 fatty acids in the diet,
[00:07:52.760 --> 00:07:55.240]   so either consumed through food sources
[00:07:55.240 --> 00:07:56.620]   or by supplementation,
[00:07:56.620 --> 00:07:58.460]   was associated with a lower prevalence
[00:07:58.460 --> 00:08:00.360]   of severe headache or migraine.
[00:08:00.360 --> 00:08:03.220]   So severe tension type headache or migraine.
[00:08:03.220 --> 00:08:05.440]   So this is promising and points to the fact
[00:08:05.440 --> 00:08:07.720]   that long-chain omega-3 fatty acids
[00:08:07.720 --> 00:08:10.980]   are likely to have either a pain-reducing,
[00:08:10.980 --> 00:08:12.520]   and there's evidence for that,
[00:08:12.520 --> 00:08:15.520]   and/or an inflammation-reducing effect
[00:08:15.520 --> 00:08:18.660]   that can significantly reduce the severity of headache
[00:08:18.660 --> 00:08:21.160]   in both tension type headache and in migraine.
[00:08:21.160 --> 00:08:22.440]   So that's the first study.
[00:08:22.440 --> 00:08:25.120]   The second study is a more recent study,
[00:08:25.120 --> 00:08:26.920]   it was published in 2021,
[00:08:26.920 --> 00:08:28.840]   that used a, I would say,
[00:08:28.840 --> 00:08:31.540]   a more or less similar type of overall design
[00:08:31.540 --> 00:08:33.360]   as the one I referred to earlier.
[00:08:33.360 --> 00:08:34.480]   The title of this paper is
[00:08:34.480 --> 00:08:37.520]   "Dietary Alteration of," what they call N3,
[00:08:37.520 --> 00:08:40.120]   but those are omega-3 and N6, omega-6,
[00:08:40.120 --> 00:08:41.720]   sorry for the shift in nomenclature,
