
[00:00:00.000 --> 00:00:02.500]   [silence]
[00:00:02.500 --> 00:00:04.080]   Now, the list of tools I'm about to describe
[00:00:04.080 --> 00:00:05.400]   is not exhaustive,
[00:00:05.400 --> 00:00:07.940]   meaning it doesn't even begin to come close
[00:00:07.940 --> 00:00:09.720]   to the total number of tools
[00:00:09.720 --> 00:00:11.200]   that one could glean from the discussion
[00:00:11.200 --> 00:00:12.660]   about nutrition and supplementation
[00:00:12.660 --> 00:00:15.760]   that I had with Dr. Andy Galpin on this podcast.
[00:00:15.760 --> 00:00:16.940]   But they are the major ones
[00:00:16.940 --> 00:00:18.600]   that are definitely worth knowing.
[00:00:18.600 --> 00:00:22.400]   And those include supplementing with omega-3 fatty acids.
[00:00:22.400 --> 00:00:25.520]   Now, omega-3 fatty acids are found, of course, in foods,
[00:00:25.520 --> 00:00:28.720]   things like fatty fish and krill, of all things,
[00:00:28.720 --> 00:00:30.540]   certain forms of algae, et cetera.
[00:00:30.540 --> 00:00:32.720]   But most people do not get enough
[00:00:32.720 --> 00:00:34.880]   of so-called EPA form of omega-3s.
[00:00:34.880 --> 00:00:35.720]   And for that reason,
[00:00:35.720 --> 00:00:37.440]   I and many other people choose to supplement
[00:00:37.440 --> 00:00:40.160]   with a minimum of one gram per day,
[00:00:40.160 --> 00:00:42.720]   and in some cases, as high as two grams per day,
[00:00:42.720 --> 00:00:45.280]   of omega-3s in supplement form.
[00:00:45.280 --> 00:00:48.600]   So typically, one would get to one to two grams of EPA
[00:00:48.600 --> 00:00:51.840]   by supplementing their nutrition, their diet, that is,
[00:00:51.840 --> 00:00:55.040]   with fish oil capsules or liquid fish oil.
[00:00:55.040 --> 00:00:56.480]   There are many different sources of these.
[00:00:56.480 --> 00:00:57.800]   That was discussed in an episode
[00:00:57.800 --> 00:01:00.160]   that I did with Dr. Rhonda Patrick.
[00:01:00.160 --> 00:01:02.840]   I find that it's most cost-efficient
[00:01:02.840 --> 00:01:06.720]   to get that one to two grams of EPAs from liquid fish oil.
[00:01:06.720 --> 00:01:08.460]   Despite what you might see on the internet,
[00:01:08.460 --> 00:01:10.360]   I don't have any relationship whatsoever
[00:01:10.360 --> 00:01:11.640]   to a liquid fish oil company.
[00:01:11.640 --> 00:01:14.480]   You just wanna make sure that you go with a reputable brand.
[00:01:14.480 --> 00:01:17.120]   I like the ones that are flavored with lemon
[00:01:17.120 --> 00:01:19.960]   so that it offsets the taste of fish oil.
[00:01:19.960 --> 00:01:23.120]   And I'll take a tablespoon or two of that per day.
[00:01:23.120 --> 00:01:25.220]   And if I'm traveling, and even if I'm not,
[00:01:25.220 --> 00:01:27.240]   I will often use fish oil capsules.
[00:01:27.240 --> 00:01:28.600]   And there are a variety of different sources
[00:01:28.600 --> 00:01:29.540]   of those as well.
[00:01:29.540 --> 00:01:31.640]   Getting sufficient amounts of omega-3
[00:01:31.640 --> 00:01:33.880]   has been shown to be important for mood, okay?
[00:01:33.880 --> 00:01:36.460]   So as a way to offset depression,
[00:01:36.460 --> 00:01:38.920]   but also for enhancing overall mood.
[00:01:38.920 --> 00:01:41.540]   That probably relates to the omega-3s effect
[00:01:41.540 --> 00:01:43.520]   on neurotransmission,
[00:01:43.520 --> 00:01:46.120]   not just for neuromodulators like serotonin and dopamine,
[00:01:46.120 --> 00:01:48.320]   but for all neurotransmission.
