
[00:00:00.000 --> 00:00:06.000]   Welcome back everyone.
[00:00:06.000 --> 00:00:09.680]   This is part five in our series on contextual representations.
[00:00:09.680 --> 00:00:11.320]   We're going to focus on BERT.
[00:00:11.320 --> 00:00:14.400]   BERT is the slightly older sibling to GPT,
[00:00:14.400 --> 00:00:18.280]   but arguably just as important and famous.
[00:00:18.280 --> 00:00:21.720]   Let's start with the core model structure for BERT.
[00:00:21.720 --> 00:00:23.200]   This is mostly going to be
[00:00:23.200 --> 00:00:26.020]   combinations of familiar elements at this point,
[00:00:26.020 --> 00:00:27.680]   given that we've already reviewed
[00:00:27.680 --> 00:00:30.440]   the transformer architecture in BERT is essentially
[00:00:30.440 --> 00:00:33.720]   just an interesting use of the transformer.
[00:00:33.720 --> 00:00:35.420]   As usual to illustrate,
[00:00:35.420 --> 00:00:38.680]   I have our sequence, the rock rules at the bottom here,
[00:00:38.680 --> 00:00:40.700]   but that sequence is augmented in
[00:00:40.700 --> 00:00:42.560]   a bunch of BERT specific ways.
[00:00:42.560 --> 00:00:45.000]   All the way on the left here, we have a class token.
[00:00:45.000 --> 00:00:47.500]   That's an important token for the BERT architecture.
[00:00:47.500 --> 00:00:50.780]   Every sequence begins with the class token.
[00:00:50.780 --> 00:00:52.620]   That has a positional encoding.
[00:00:52.620 --> 00:00:55.680]   We also have a hierarchical positional encoding.
[00:00:55.680 --> 00:00:58.080]   This is given by the token sent A.
[00:00:58.080 --> 00:01:01.200]   This won't be so interesting for our illustration,
[00:01:01.200 --> 00:01:03.080]   but as I mentioned before,
[00:01:03.080 --> 00:01:05.340]   for problems like natural language inference,
[00:01:05.340 --> 00:01:07.080]   we might have a separate token for
[00:01:07.080 --> 00:01:09.140]   the premise and a separate one for
[00:01:09.140 --> 00:01:12.080]   the hypothesis to help encode the fact that
[00:01:12.080 --> 00:01:14.200]   a word appearing in the premise is
[00:01:14.200 --> 00:01:15.920]   a slightly different occurrence of
[00:01:15.920 --> 00:01:19.040]   that word than when it appears in a hypothesis.
[00:01:19.040 --> 00:01:21.340]   That generalizes to lots of
[00:01:21.340 --> 00:01:24.520]   different hierarchical position for
[00:01:24.520 --> 00:01:26.960]   different tasks that we might pose.
[00:01:26.960 --> 00:01:29.560]   But we have this very position
[00:01:29.560 --> 00:01:32.400]   sensitive encoding of our input sequence.
[00:01:32.400 --> 00:01:34.920]   We look up the embedding representations
[00:01:34.920 --> 00:01:37.060]   for all those pieces as usual,
[00:01:37.060 --> 00:01:40.000]   and then we do an additive combination of them to get
[00:01:40.000 --> 00:01:43.520]   our first context sensitive encoding
[00:01:43.520 --> 00:01:44.880]   of this input sequence in
[00:01:44.880 --> 00:01:47.200]   these vectors that are in green here.
[00:01:47.200 --> 00:01:49.320]   Then just as with GPT,
[00:01:49.320 --> 00:01:51.280]   we have lots of transformer blocks,
[00:01:51.280 --> 00:01:54.040]   potentially dozens of them repeated
[00:01:54.040 --> 00:01:56.560]   until we finally get to some output states,
[00:01:56.560 --> 00:01:58.620]   which I've given in dark green here.
[00:01:58.620 --> 00:02:00.400]   Those are going to be the basis for
[00:02:00.400 --> 00:02:03.000]   further things that we do with the model.
[00:02:03.000 --> 00:02:04.680]   That's the structure.
[00:02:04.680 --> 00:02:07.360]   Let's think about how we train this artifact.
[00:02:07.360 --> 00:02:12.200]   The core objective is masked language modeling or MLM.
[00:02:12.200 --> 00:02:15.760]   The idea here is essentially that we're going to mask out or
[00:02:15.760 --> 00:02:19.820]   obscure the identities of some words in the sequence,
[00:02:19.820 --> 00:02:21.440]   and then have the model try to
[00:02:21.440 --> 00:02:23.760]   reconstruct the missing piece.
[00:02:23.760 --> 00:02:26.520]   For our sequence, we could have a scenario where we have
[00:02:26.520 --> 00:02:28.880]   no masking on the word rules,
[00:02:28.880 --> 00:02:30.840]   but we nonetheless train the model
[00:02:30.840 --> 00:02:33.060]   to predict rules at that time step.
[00:02:33.060 --> 00:02:36.540]   That might be relatively easy as a reconstruction task.
[00:02:36.540 --> 00:02:38.880]   Harder, we'll be doing masking.
[00:02:38.880 --> 00:02:41.840]   In this case, we have a special designated token
[00:02:41.840 --> 00:02:45.240]   that we insert in the place of the token rules.
[00:02:45.240 --> 00:02:48.920]   Then we try to get the model to a state where it can
[00:02:48.920 --> 00:02:51.640]   reconstruct that rules was the missing piece
[00:02:51.640 --> 00:02:55.680]   using the full bidirectional context around that point.
[00:02:55.680 --> 00:02:57.920]   Then relatedly, in addition to masking,
[00:02:57.920 --> 00:03:00.400]   we could do random word replacement.
[00:03:00.400 --> 00:03:03.040]   In this case, we simply take the actual word,
[00:03:03.040 --> 00:03:04.180]   in this case rules,
[00:03:04.180 --> 00:03:06.880]   and replace it with a random one like every,
[00:03:06.880 --> 00:03:09.400]   and then try to have the model learn to predict
[00:03:09.400 --> 00:03:13.080]   what was the actual token at that position.
[00:03:13.080 --> 00:03:14.640]   All of these things are using
[00:03:14.640 --> 00:03:16.720]   the bidirectional context of
[00:03:16.720 --> 00:03:20.040]   the model in order to do this reconstruction task.
[00:03:20.040 --> 00:03:21.400]   When we train this model,
[00:03:21.400 --> 00:03:24.800]   we mask out only a small percentage of all the tokens,
[00:03:24.800 --> 00:03:27.720]   mostly leaving the other ones in place so that
[00:03:27.720 --> 00:03:30.040]   the model has lots of context to use to
[00:03:30.040 --> 00:03:33.760]   predict the masked or missing or corrupted tokens.
[00:03:33.760 --> 00:03:35.920]   That's actually a limitation of the model and
[00:03:35.920 --> 00:03:38.540]   if inefficiency in the MLM objective
[00:03:38.540 --> 00:03:42.440]   that Electra in particular will seek to address.
[00:03:42.440 --> 00:03:45.920]   Here's the MLM loss function in some detail.
[00:03:45.920 --> 00:03:48.400]   Again, as before with these loss functions,
[00:03:48.400 --> 00:03:49.800]   there are a lot of details here,
[00:03:49.800 --> 00:03:51.640]   but I think the crucial thing to
[00:03:51.640 --> 00:03:53.920]   zoom in on is first the numerator.
[00:03:53.920 --> 00:03:55.680]   It's very familiar from before.
[00:03:55.680 --> 00:03:57.680]   We're going to use the embedding representation
[00:03:57.680 --> 00:03:59.760]   of the token that we want to predict,
[00:03:59.760 --> 00:04:01.600]   and we're going to get a dot product of
[00:04:01.600 --> 00:04:03.520]   that with a model representation.
[00:04:03.520 --> 00:04:07.840]   In this case, we can use the entire surrounding context,
[00:04:07.840 --> 00:04:10.960]   leaving out only the representation at T.
[00:04:10.960 --> 00:04:13.500]   Whereas for the autoregressive objective
[00:04:13.500 --> 00:04:14.940]   that we reviewed before,
[00:04:14.940 --> 00:04:16.240]   we could only use
[00:04:16.240 --> 00:04:19.280]   the preceding context to make this prediction.
[00:04:19.280 --> 00:04:21.760]   The other thing to notice here is that we have
[00:04:21.760 --> 00:04:24.280]   this indicator function MT here,
[00:04:24.280 --> 00:04:26.680]   which is going to be one if we're looking at
[00:04:26.680 --> 00:04:30.000]   a masked token and zero otherwise.
[00:04:30.000 --> 00:04:32.560]   What that's essentially doing is turning off
[00:04:32.560 --> 00:04:35.840]   this objective for tokens that we didn't mask out.
[00:04:35.840 --> 00:04:38.360]   We get a learning signal only from
[00:04:38.360 --> 00:04:41.720]   the masked tokens or the ones that we have corrupted.
[00:04:41.720 --> 00:04:46.040]   That again feeds into a inefficiency of
[00:04:46.040 --> 00:04:48.280]   this objective because we in effect do
[00:04:48.280 --> 00:04:51.040]   the work of making predictions for all the time steps,
[00:04:51.040 --> 00:04:54.480]   but get an error signal for the loss function only for
[00:04:54.480 --> 00:04:59.040]   the ones that we have designated as masked in some sense.
[00:04:59.040 --> 00:05:01.240]   For the BERT paper,
[00:05:01.240 --> 00:05:03.660]   they supplemented the MLM objective with
[00:05:03.660 --> 00:05:06.800]   a binary next sentence prediction task.
[00:05:06.800 --> 00:05:09.920]   In this case, we use our corpus resources to create
[00:05:09.920 --> 00:05:11.920]   actual sentence sequences with
[00:05:11.920 --> 00:05:13.960]   all of their special tokens in them.
[00:05:13.960 --> 00:05:17.040]   For sequences that actually occurred in the corpus,
[00:05:17.040 --> 00:05:18.680]   we label them as next.
[00:05:18.680 --> 00:05:20.320]   Then for negative instances,
[00:05:20.320 --> 00:05:22.600]   we have randomly chosen sentences that we
[00:05:22.600 --> 00:05:25.400]   pair up and label them as not next.
[00:05:25.400 --> 00:05:27.280]   The motivation for this part of
[00:05:27.280 --> 00:05:29.640]   the objective is to help the model learn
[00:05:29.640 --> 00:05:32.280]   some discourse level information
[00:05:32.280 --> 00:05:34.880]   as part of learning how to reconstruct sequences.
[00:05:34.880 --> 00:05:38.080]   I think that's a really interesting intuition about how we
[00:05:38.080 --> 00:05:39.920]   might bring an even richer notions of
[00:05:39.920 --> 00:05:44.280]   context into the transformer representations.
[00:05:44.280 --> 00:05:48.040]   When we think about transfer learning or fine-tuning,
[00:05:48.040 --> 00:05:50.440]   there are a few different approaches that we can take.
[00:05:50.440 --> 00:05:53.600]   Here's a depiction of the transformer architecture.
[00:05:53.600 --> 00:05:57.640]   The standard lightweight thing to do is to build out
[00:05:57.640 --> 00:05:59.600]   task parameters on top of
[00:05:59.600 --> 00:06:03.400]   the final output representation above the class token.
[00:06:03.400 --> 00:06:05.320]   I think that works really well because
[00:06:05.320 --> 00:06:06.800]   the class token is used as
[00:06:06.800 --> 00:06:11.400]   the first token in every single sequence that BERT processes,
[00:06:11.400 --> 00:06:13.840]   and it's always in that fixed position.
[00:06:13.840 --> 00:06:16.520]   It becomes a constant element that contains
[00:06:16.520 --> 00:06:20.440]   a lot of information about the corresponding sequence.
[00:06:20.440 --> 00:06:22.160]   The standard thing is to build
[00:06:22.160 --> 00:06:24.400]   a few dense layers on top of that,
[00:06:24.400 --> 00:06:27.680]   and then maybe do some classification learning there.
[00:06:27.680 --> 00:06:29.600]   But of course, as with GPT,
[00:06:29.600 --> 00:06:31.320]   we shouldn't feel limited by that.
[00:06:31.320 --> 00:06:34.200]   A standard alternative to this would be to pool
[00:06:34.200 --> 00:06:37.040]   together all of the output states and then build
[00:06:37.040 --> 00:06:40.360]   the task parameters on top of that mean pooling or
[00:06:40.360 --> 00:06:43.000]   max pooling or whatever decision you use
[00:06:43.000 --> 00:06:45.840]   to bring together all of
[00:06:45.840 --> 00:06:48.680]   the output states to make predictions for your task.
[00:06:48.680 --> 00:06:51.600]   That can be very powerful as well because you bring in
[00:06:51.600 --> 00:06:55.240]   much more information about the entire sequence.
[00:06:55.240 --> 00:06:57.760]   I thought I would remind you a little bit
[00:06:57.760 --> 00:06:59.480]   about how tokenization works.
[00:06:59.480 --> 00:07:03.360]   Remember that BERT has this tiny vocabulary and
[00:07:03.360 --> 00:07:06.640]   therefore a tiny static embedding space.
[00:07:06.640 --> 00:07:09.280]   The reason it gets away with that is because it does
[00:07:09.280 --> 00:07:12.560]   word piece tokenization which means that we have lots of
[00:07:12.560 --> 00:07:16.440]   these word pieces indicated by these double hash marks here.
[00:07:16.440 --> 00:07:18.960]   That means that the model essentially never
[00:07:18.960 --> 00:07:21.000]   unks out any of its input tokens,
[00:07:21.000 --> 00:07:25.000]   but rather breaks them down into familiar pieces.
[00:07:25.000 --> 00:07:28.480]   Then the intuition is that the power of
[00:07:28.480 --> 00:07:31.680]   masked language modeling in particular will allow us to
[00:07:31.680 --> 00:07:34.600]   learn internal representations of things that
[00:07:34.600 --> 00:07:36.560]   correspond even to words like
[00:07:36.560 --> 00:07:40.920]   encode which got spread out over multiple tokens.
[00:07:40.960 --> 00:07:45.120]   Let's talk a little bit about core model releases.
[00:07:45.120 --> 00:07:47.400]   For the original BERT paper,
[00:07:47.400 --> 00:07:49.600]   I believe they just did BERT base and BERT
[00:07:49.600 --> 00:07:52.200]   large encased and uncased variants.
[00:07:52.200 --> 00:07:55.280]   I would recommend always using the cased ones at this point.
[00:07:55.280 --> 00:07:57.920]   Very happily, lots of teams including
[00:07:57.920 --> 00:08:00.680]   the Google team have worked to develop even smaller ones.
[00:08:00.680 --> 00:08:04.200]   We have tiny, mini, small, and medium as well.
[00:08:04.200 --> 00:08:07.160]   This is really welcome because it means you can do a lot of
[00:08:07.160 --> 00:08:09.240]   development on these tiny models
[00:08:09.240 --> 00:08:11.720]   and then possibly scale up to larger ones.
[00:08:11.720 --> 00:08:15.080]   For example, BERT tiny has just two layers,
[00:08:15.080 --> 00:08:17.080]   that is two transformer blocks,
[00:08:17.080 --> 00:08:19.600]   relatively small model dimensionality and
[00:08:19.600 --> 00:08:23.160]   relatively small expansion inside its feed-forward layer
[00:08:23.160 --> 00:08:26.320]   for a total number of parameters of only four million.
[00:08:26.320 --> 00:08:28.240]   I will say that that is tiny,
[00:08:28.240 --> 00:08:30.600]   but it's surprising how much juice you can get
[00:08:30.600 --> 00:08:33.120]   out of it when you fine-tune it for tasks.
[00:08:33.120 --> 00:08:36.080]   But then you can move on up to mini, small, medium,
[00:08:36.080 --> 00:08:38.320]   and then large is the largest from
[00:08:38.320 --> 00:08:40.720]   the original release at 24 layers,
[00:08:40.720 --> 00:08:43.240]   relatively large model dimensionality,
[00:08:43.240 --> 00:08:45.720]   relatively large feed-forward layer for
[00:08:45.720 --> 00:08:50.360]   a total number of parameters of around 340 million.
[00:08:50.360 --> 00:08:53.960]   All of these models, because all of them,
[00:08:53.960 --> 00:08:55.120]   as far as I know,
[00:08:55.120 --> 00:08:57.760]   use absolute positional embeddings,
[00:08:57.760 --> 00:09:00.920]   have a maximum sequence length of 512.
[00:09:00.920 --> 00:09:03.760]   That's an important limitation that increasingly we're
[00:09:03.760 --> 00:09:05.520]   feeling is constraining the kinds of
[00:09:05.520 --> 00:09:08.560]   work we can do with models like BERT.
[00:09:08.560 --> 00:09:10.480]   There are many new releases,
[00:09:10.480 --> 00:09:12.080]   and I would say to stay up to date,
[00:09:12.080 --> 00:09:13.440]   you could check out Hugging Face,
[00:09:13.440 --> 00:09:15.360]   which has variants of these models for
[00:09:15.360 --> 00:09:17.120]   different languages and maybe some different
[00:09:17.120 --> 00:09:19.200]   sizes and other kinds of things.
[00:09:19.200 --> 00:09:22.040]   Maybe, for example, there are by now versions that use
[00:09:22.040 --> 00:09:23.720]   relative positional encoding which
[00:09:23.720 --> 00:09:26.600]   would be quite welcome, I would say.
[00:09:26.600 --> 00:09:29.120]   For BERT, some known limitations,
[00:09:29.120 --> 00:09:30.320]   and this will feed into
[00:09:30.320 --> 00:09:32.160]   subsequent things that we want to talk about
