
[00:00:00.000 --> 00:00:01.400]   Hello, everybody.
[00:00:01.400 --> 00:00:03.280]   It's Sam from Financial Samurai.
[00:00:03.280 --> 00:00:05.340]   Long time no speak to y'all.
[00:00:05.340 --> 00:00:09.920]   I've been busy writing, but sorry I haven't been busy podcasting because priorities, priorities,
[00:00:09.920 --> 00:00:10.920]   priorities, priorities.
[00:00:10.920 --> 00:00:17.760]   Got a couple of kids, got to manage, got a website to update and to write about.
[00:00:17.760 --> 00:00:21.520]   And in this episode, I just want to talk about the housing market because the housing market
[00:00:21.520 --> 00:00:26.600]   is on fire nationwide and probably globally too.
[00:00:26.600 --> 00:00:28.320]   And it's one of my favorite topics.
[00:00:28.320 --> 00:00:29.440]   I love real estate.
[00:00:29.440 --> 00:00:33.000]   Real estate accounts for about 40% of my net worth.
[00:00:33.000 --> 00:00:38.720]   I try to limit anything to under 50% just to be diversified.
[00:00:38.720 --> 00:00:44.240]   But clearly real estate is one risk asset that I like that I think is going to benefit
[00:00:44.240 --> 00:00:51.560]   from an inflationary environment because inflation acts as a tailwind for real assets and inflation
[00:00:51.560 --> 00:00:55.220]   helps whittle down the real cost of debt.
[00:00:55.220 --> 00:00:57.400]   So the real cost of your mortgage.
[00:00:57.400 --> 00:01:01.160]   So first, let's talk about where we've come from.
[00:01:01.160 --> 00:01:08.000]   If you've been listening to Financial Samurai since early 2020 or before, you will know
[00:01:08.000 --> 00:01:11.640]   that I've been talking about real estate for a while now.
[00:01:11.640 --> 00:01:14.600]   And in 2020, I got all over real estate.
[00:01:14.600 --> 00:01:19.080]   I talked about how real estate prices get impacted when stocks decline.
[00:01:19.080 --> 00:01:25.880]   A March 16 publication on April 19, 2020, I published a post called Real Estate Buying
[00:01:25.880 --> 00:01:32.000]   Strategies During COVID-19, where it talks about trying to take advantage of the fear
[00:01:32.000 --> 00:01:34.720]   that any seller has to try to get a good deal.
[00:01:34.720 --> 00:01:39.580]   I also talked about the best near term real estate buying opportunity, which is right
[00:01:39.580 --> 00:01:44.920]   in your own city because there's intra city migration happening back in 2020 and still
[00:01:44.920 --> 00:01:50.960]   in 2021 and I think beyond, where people are going to relocate from more expensive, closer
[00:01:50.960 --> 00:01:57.200]   to downtown areas of the city to less expensive, farther away portions of the city.
[00:01:57.200 --> 00:02:02.960]   So if you can find opportunities, go explore neighborhoods you seldom ever visit, you thought
[00:02:02.960 --> 00:02:08.760]   were just too far away and find it because I think strategically, it's a smart move because
[00:02:08.760 --> 00:02:12.600]   you don't have to disrupt your entire ecosystem, your friends and so forth.
[00:02:12.600 --> 00:02:18.320]   You can still get paid the same because you're in the same area as where you used to be working.
[00:02:18.320 --> 00:02:19.960]   So I think that's a really smart move.
[00:02:19.960 --> 00:02:26.040]   And then finally, I published a post on September 8, 2020, called It's Time to Focus on Big
[00:02:26.040 --> 00:02:28.120]   City Living Again.
[00:02:28.120 --> 00:02:29.120]   Big City Living.
[00:02:29.120 --> 00:02:35.800]   We're talking the classics, New York City, San Francisco, Los Angeles, Seattle, DC, Boston,
[00:02:35.800 --> 00:02:36.800]   and so forth.
[00:02:36.800 --> 00:02:41.160]   Because I think, at least back then, and I still think right now, the opportunity to
[00:02:41.160 --> 00:02:45.200]   buy big city real estate is right here, right now.
[00:02:45.200 --> 00:02:48.420]   And I'm personally looking to buy a pied-de-terre in Manhattan.
[00:02:48.420 --> 00:02:53.520]   It's one of my goals and one of my regrets of not buying real estate in Manhattan when
[00:02:53.520 --> 00:02:58.180]   I was there back in 2000 and 2001.
[00:02:58.180 --> 00:03:01.120]   But we'll discuss that in some other episode.
[00:03:01.120 --> 00:03:06.000]   And in this episode, I want to talk about all the reasons why I think the housing market
[00:03:06.000 --> 00:03:08.700]   won't crash anytime soon.
[00:03:08.700 --> 00:03:13.960]   I think there is a feeling that the real estate market is a little too frothy.
[00:03:13.960 --> 00:03:20.720]   I've actually noticed searchers online land on a couple of my posts warning people about
[00:03:20.720 --> 00:03:26.920]   the housing market from older publications and also warning signs on what to look for
[00:03:26.920 --> 00:03:28.180]   before you buy a house.
[00:03:28.180 --> 00:03:29.880]   So I think this is really healthy.
[00:03:29.880 --> 00:03:36.240]   It's good to be skeptical in a hot market because you don't want to be that one person,
[00:03:36.240 --> 00:03:41.120]   the one guy or gal who is the winning bidder out of 20 bidders, right?
[00:03:41.120 --> 00:03:43.440]   That's called winner's curse.
[00:03:43.440 --> 00:03:48.300]   That means out of the 20 people, you are the only one willing to pay that price.
[00:03:48.300 --> 00:03:54.280]   You don't really want to do that in any market, especially in a hot, hot housing market because
[00:03:54.280 --> 00:04:02.320]   let's say you do bid 10%, 15%, 20% above asking and it's 10%, 15% above the actual market
[00:04:02.320 --> 00:04:03.420]   value.
[00:04:03.420 --> 00:04:06.840]   So we're talking about re-rating in terms of pricing.
[00:04:06.840 --> 00:04:11.040]   That could pose a problematic for future gains, right?
[00:04:11.040 --> 00:04:15.600]   Because the market might have to catch up two or three years to get to your new high
[00:04:15.600 --> 00:04:18.600]   watermark and the market might never catch up.
[00:04:18.600 --> 00:04:22.840]   And also if you're trying to buy a property with debt, with a mortgage, you're going to
[00:04:22.840 --> 00:04:27.520]   have to have appraiser come out and appraise the property for your winning bid.
[00:04:27.520 --> 00:04:33.120]   And if you bid too high, you might not be able to borrow that amount of money you were
[00:04:33.120 --> 00:04:34.120]   expecting.
[00:04:34.120 --> 00:04:37.800]   So you might have to cancel that transaction or you might have to come up with a higher
[00:04:37.800 --> 00:04:38.800]   down payment.
[00:04:38.800 --> 00:04:41.480]   So just be careful in a bidding war.
