
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.240]   - Welcome friends to this episode
[00:00:06.240 --> 00:00:08.880]   of the "Everyday Educator" podcast.
[00:00:08.880 --> 00:00:10.560]   I'm your host, Lisa Bailey,
[00:00:10.560 --> 00:00:13.800]   and I'm excited to spend some time with you today
[00:00:13.800 --> 00:00:17.280]   as we encourage one another, learn together,
[00:00:17.280 --> 00:00:20.040]   and ponder the delights and challenges
[00:00:20.040 --> 00:00:23.560]   that make homeschooling the adventure of a lifetime.
[00:00:23.560 --> 00:00:25.880]   Whether you're just considering
[00:00:25.880 --> 00:00:27.920]   this homeschooling possibility
[00:00:27.920 --> 00:00:32.000]   or deep into the daily delight of family learning,
[00:00:32.000 --> 00:00:35.720]   I believe you'll enjoy thinking along with us.
[00:00:35.720 --> 00:00:40.560]   But don't forget, although this online community is awesome,
[00:00:40.560 --> 00:00:45.560]   you'll find even closer support in a local CC community.
[00:00:45.560 --> 00:00:49.800]   So go to classicalconversations.com
[00:00:49.800 --> 00:00:54.240]   and find a community near you today.
[00:00:54.240 --> 00:00:58.240]   Well, listeners, I have a treat in store for you today.
[00:00:58.240 --> 00:01:02.320]   I have with me Lee Bortons,
[00:01:02.320 --> 00:01:04.520]   founder of Classical Conversations,
[00:01:04.520 --> 00:01:08.240]   but what I want to talk to her specifically about today
[00:01:08.240 --> 00:01:13.100]   is something that I suspect you are all interested in also.
[00:01:13.100 --> 00:01:18.000]   Probably you've been hearing rustlings and rumors
[00:01:18.000 --> 00:01:21.520]   and whisperings about Classical Conversations'
[00:01:21.520 --> 00:01:25.680]   new math curriculum called The Math Map.
[00:01:25.680 --> 00:01:30.200]   And so I have Lee today who is gonna share with us
[00:01:30.200 --> 00:01:34.680]   how she got started building The Math Map,
[00:01:34.680 --> 00:01:36.680]   what the vision for it was,
[00:01:36.680 --> 00:01:38.320]   how it's gonna bless families.
[00:01:38.320 --> 00:01:40.680]   And I'll tell you guys,
[00:01:40.680 --> 00:01:43.080]   every time I hear Lee talk about The Math Map,
[00:01:43.080 --> 00:01:46.600]   it makes me wish my kids were young enough
[00:01:46.600 --> 00:01:48.320]   to teach math to again.
[00:01:48.400 --> 00:01:50.240]   But the good news for me
[00:01:50.240 --> 00:01:52.720]   is that I have grandchildren coming up
[00:01:52.720 --> 00:01:55.800]   and I'm going to learn along with them
[00:01:55.800 --> 00:01:58.360]   how to have better math conversations
[00:01:58.360 --> 00:02:00.440]   than I ever had with my own kids.
[00:02:00.440 --> 00:02:04.280]   So Lee, I want you to know you have inspired me already.
[00:02:04.280 --> 00:02:05.480]   - Oh, well, thank you, Lisa.
[00:02:05.480 --> 00:02:07.640]   I'm so glad you're an inspiration to me too.
[00:02:07.640 --> 00:02:09.560]   And I've really enjoyed both our friendship
[00:02:09.560 --> 00:02:12.800]   and our deep academic conversations over these years
[00:02:12.800 --> 00:02:15.880]   of homeschooling and helping others to know God
[00:02:15.880 --> 00:02:18.960]   and make Him known through their family life.
[00:02:18.960 --> 00:02:22.600]   So thanks for this podcast that you do regularly.
[00:02:22.600 --> 00:02:26.320]   - I am excited to have you today.
[00:02:26.320 --> 00:02:29.360]   And I know that we could talk about 1,000 different things
[00:02:29.360 --> 00:02:32.840]   and chase 1,000 different rabbits down all kinds of trails.
[00:02:32.840 --> 00:02:35.960]   So I'm gonna try to get us to talk about
[00:02:35.960 --> 00:02:41.120]   your vision for classical home-centered education
