
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.900]   - Okay, I think we're gonna kick this off.
[00:00:08.900 --> 00:00:11.880]   Thanks to everyone who made it early morning.
[00:00:11.880 --> 00:00:14.520]   It's like really weird experiments that we wanted to try
[00:00:14.520 --> 00:00:16.920]   because one, we saw this space,
[00:00:16.920 --> 00:00:19.640]   but two also, I've been to a number of these things now
[00:00:19.640 --> 00:00:21.920]   and I always felt like there was not enough
[00:00:21.920 --> 00:00:23.880]   like industry content for people
[00:00:23.880 --> 00:00:27.000]   and we wanted an opportunity while everyone is in town
[00:00:27.000 --> 00:00:29.920]   in like one central spot to get everyone together
[00:00:29.920 --> 00:00:33.000]   to talk about the best stuff of the year, review the year.
[00:00:33.000 --> 00:00:36.000]   It's very nice that New York is always the end of the year.
[00:00:36.000 --> 00:00:39.200]   And so I'm very honored that Sarah and Pranav
[00:00:39.200 --> 00:00:42.320]   have agreed to help us kick this off.
[00:00:42.320 --> 00:00:45.380]   Sarah, I've known for, I was actually counting, 17 years.
[00:00:45.380 --> 00:00:48.780]   - Sounds very much.
[00:00:48.780 --> 00:00:51.520]   (laughing)
[00:00:51.520 --> 00:00:55.500]   - But she's been enormously successful as an AI investor.
[00:00:55.500 --> 00:00:57.600]   Even when you're doing your Greylock days,
[00:00:57.600 --> 00:00:59.320]   I was tracking your investing
[00:00:59.320 --> 00:01:01.540]   and it's come a long way since then.
[00:01:01.540 --> 00:01:05.260]   And Pranav, I've known shorter,
[00:01:05.260 --> 00:01:07.960]   but he's also starting to write really incredible posts
[00:01:07.960 --> 00:01:10.500]   and opinions about what he's seeing as an investor.
[00:01:10.500 --> 00:01:13.360]   So I wanted to kick this off with an industry session.
[00:01:13.360 --> 00:01:17.520]   We have a great day of sort of like best of year recaps
[00:01:17.520 --> 00:01:18.360]   lined up.
[00:01:18.360 --> 00:01:22.840]   I think Vic is here as well and the RoboFlow guys.
[00:01:22.840 --> 00:01:25.480]   So I would just let you kick it off.
[00:01:25.480 --> 00:01:26.320]   Thank you.
[00:01:27.320 --> 00:01:30.200]   (clicking)
[00:01:30.200 --> 00:01:31.120]   - Hi everyone.
[00:01:31.120 --> 00:01:34.480]   My name is Sarah Guo and thanks to Sean and friends here
[00:01:34.480 --> 00:01:36.520]   for having me and Pranav.
[00:01:36.520 --> 00:01:40.440]   So I'd start by just giving 30 seconds of intro.
[00:01:40.440 --> 00:01:42.120]   I promise this isn't an ad.
[00:01:42.120 --> 00:01:44.440]   We started a venture fund called Conviction
[00:01:44.440 --> 00:01:45.520]   about two years ago.
[00:01:45.520 --> 00:01:48.920]   Here is a set of the investments we've made.
[00:01:48.920 --> 00:01:53.320]   They range from companies at the infrastructure level
[00:01:53.320 --> 00:01:55.180]   in terms of feeding the revolution
[00:01:55.180 --> 00:01:58.560]   to a foundation model companies, alternative architectures,
[00:01:58.560 --> 00:02:00.360]   domain specific training efforts,
[00:02:00.360 --> 00:02:02.840]   and of course applications.
[00:02:02.840 --> 00:02:04.760]   And the premise of the fund,
[00:02:04.760 --> 00:02:06.360]   Sean mentioned I worked at Greylock
[00:02:06.360 --> 00:02:07.680]   for about a decade before that
[00:02:07.680 --> 00:02:10.360]   and came from the product engineering side
[00:02:10.360 --> 00:02:13.480]   was that we thought that there was a really interesting
[00:02:13.480 --> 00:02:15.920]   technical revolution happening,
[00:02:15.920 --> 00:02:17.800]   that it would probably be the biggest change
[00:02:17.800 --> 00:02:20.240]   in how people use technology in our lifetimes.
[00:02:20.240 --> 00:02:22.720]   And that represented huge economic opportunity
[00:02:22.720 --> 00:02:24.880]   and maybe that there'd be an advantage
[00:02:24.880 --> 00:02:27.400]   versus the incumbent venture firms
[00:02:27.400 --> 00:02:29.680]   in that when the floor is lava,
[00:02:29.680 --> 00:02:31.440]   the dynamics of the markets change,
[00:02:31.440 --> 00:02:35.280]   the types of products and founders that you back change,
[00:02:35.280 --> 00:02:38.120]   it's a lot for existing firms to ingest
[00:02:38.120 --> 00:02:39.320]   and a lot of their mental models
[00:02:39.320 --> 00:02:41.840]   may not apply in the same way.
[00:02:41.840 --> 00:02:43.040]   And so there was an opportunity
[00:02:43.040 --> 00:02:44.320]   for first principles thinking,
[00:02:44.320 --> 00:02:45.960]   and if we were right, we'd do really well
[00:02:45.960 --> 00:02:47.400]   and get to work with amazing people.
[00:02:47.400 --> 00:02:49.360]   And so we are two years into that journey
[00:02:49.360 --> 00:02:51.000]   and we can share some of the opinions
[00:02:51.000 --> 00:02:53.000]   and predictions we have with all of you.
[00:02:53.000 --> 00:02:58.640]   Sorry, I'm just making sure that isn't actually
[00:02:58.640 --> 00:03:00.600]   blocking the whole presentation.
[00:03:00.600 --> 00:03:02.160]   And Pran's gonna start us off.
[00:03:02.160 --> 00:03:04.520]   - So quick agenda for today,
[00:03:04.520 --> 00:03:06.680]   we'll cover some of the model landscapes and themes
[00:03:06.680 --> 00:03:08.680]   that we've seen in 2024,
[00:03:08.680 --> 00:03:10.160]   what we think is happening in AI startups
[00:03:10.160 --> 00:03:12.200]   and then some of our latent priors
[00:03:12.200 --> 00:03:14.560]   on what we think is working in investing.
[00:03:14.560 --> 00:03:17.960]   So I thought it'd be useful to start from like,
[00:03:17.960 --> 00:03:21.760]   what was happening at NeurIPS last year in December, 2023.
[00:03:21.760 --> 00:03:23.640]   So in October, 2023,
[00:03:23.640 --> 00:03:24.920]   OpenAI had just launched the ability
[00:03:24.920 --> 00:03:26.440]   to upload images to ChatGPT,
[00:03:26.440 --> 00:03:27.920]   which means up until that moment,
[00:03:27.920 --> 00:03:29.440]   it's hard to believe, but like roughly a year ago,
[00:03:29.440 --> 00:03:33.160]   you could only input text and get text out of ChatGPT.
[00:03:33.160 --> 00:03:35.960]   The Mistral folks had just launched the Mixtral model
[00:03:35.960 --> 00:03:38.000]   right before the beginning of NeurIPS.
[00:03:38.000 --> 00:03:39.600]   Google had just announced Gemini.
[00:03:39.600 --> 00:03:42.320]   I very genuinely forgot about the existence of Bard
[00:03:42.320 --> 00:03:44.040]   before making these slides.
[00:03:44.040 --> 00:03:45.600]   And Europe had just announced
[00:03:45.600 --> 00:03:47.960]   that they were doing their first round of AI regulation,
[00:03:47.960 --> 00:03:49.520]   but not to be their last.
[00:03:49.520 --> 00:03:51.520]   And when we were thinking about like,
[00:03:51.520 --> 00:03:53.160]   what's changed in 2024,
[00:03:53.160 --> 00:03:55.600]   there's at least five themes that we could come up with
[00:03:55.600 --> 00:03:57.080]   that feel like they were descriptive
[00:03:57.080 --> 00:04:01.040]   of what 2024 has meant for AI and for startups.
[00:04:01.040 --> 00:04:02.680]   And so we'd start with,
[00:04:02.680 --> 00:04:04.840]   first, it's a much closer race on the foundation model side
[00:04:04.840 --> 00:04:06.080]   than it was in 2023.
[00:04:06.080 --> 00:04:08.200]   So this is Elm Arena,
[00:04:08.200 --> 00:04:11.280]   they're asking users to rate the evaluations
[00:04:11.280 --> 00:04:13.960]   of generations from specific prompts.
[00:04:13.960 --> 00:04:16.240]   So you get two responses from two language models,
[00:04:16.240 --> 00:04:17.560]   answer which one of them is better.
[00:04:17.560 --> 00:04:18.400]   The way to interpret this
[00:04:18.400 --> 00:04:20.040]   is like roughly 100 Elo difference
[00:04:20.040 --> 00:04:22.400]   means that you're preferred two thirds of the time.
