
[00:00:00.000 --> 00:00:01.720]   Hello, everybody.
[00:00:01.720 --> 00:00:04.480]   It's Sam from the Financial Samurai Podcast.
[00:00:04.480 --> 00:00:08.880]   And in this episode, I have a special guest with me, Harry Campbell from the RideShare
[00:00:08.880 --> 00:00:09.880]   guy.
[00:00:09.880 --> 00:00:10.880]   Say hello.
[00:00:10.880 --> 00:00:11.880]   Hey, Sam.
[00:00:11.880 --> 00:00:12.880]   How's it going?
[00:00:12.880 --> 00:00:13.880]   Thanks for having me on today.
[00:00:13.880 --> 00:00:14.880]   No worries.
[00:00:14.880 --> 00:00:19.920]   So we've known each other probably for almost 10 years from the personal finance space,
[00:00:19.920 --> 00:00:23.060]   but you were able to pivot to something new.
[00:00:23.060 --> 00:00:27.680]   So do you mind telling the listeners what you're up to, what was your background, and
[00:00:27.680 --> 00:00:28.680]   how did you make that pivot?
[00:00:28.680 --> 00:00:29.680]   Yeah, for sure.
[00:00:29.680 --> 00:00:35.120]   So, you know, like you mentioned, I got my start working online in the personal finance
[00:00:35.120 --> 00:00:36.120]   space.
[00:00:36.120 --> 00:00:40.360]   I started a few blogs in the personal finance space, several of which still exist today.
[00:00:40.360 --> 00:00:42.560]   That might be a fun challenge for any listeners.
[00:00:42.560 --> 00:00:44.360]   See, go out and see if they can find them.
[00:00:44.360 --> 00:00:48.320]   I'm not going to name them, but they do still exist and still bring in a little bit of revenue.
[00:00:48.320 --> 00:00:53.160]   But you know, I saw a lot of guys like you and Jim Wang from Bargaineering and some other
[00:00:53.160 --> 00:00:55.680]   early bloggers doing this blogging thing.
[00:00:55.680 --> 00:00:57.840]   And like, seemed like you guys were doing well and making money.
[00:00:57.840 --> 00:01:00.560]   And I thought to myself, like, why can't I do this?
[00:01:00.560 --> 00:01:03.640]   And so, you know, if these guys can do it, why can't I do it?
[00:01:03.640 --> 00:01:07.040]   And I think I was a little late to the personal finance space, didn't really quite ever hit
[00:01:07.040 --> 00:01:09.560]   my niche, but I saw the potential.
[00:01:09.560 --> 00:01:13.040]   And you know, all during this time, I guess you would say my former career, I was an aerospace
[00:01:13.040 --> 00:01:14.040]   engineer.
[00:01:14.040 --> 00:01:18.160]   So, you know, I was working for Boeing and United Technologies and companies like that.
[00:01:18.160 --> 00:01:21.440]   And I was doing a lot of this online work on the side.
[00:01:21.440 --> 00:01:26.760]   And so in 2014, I started driving for Uber and Lyft on the side just to try it out and
[00:01:26.760 --> 00:01:27.760]   check it out.
[00:01:27.760 --> 00:01:31.160]   And I think like yourself, like you did at one point, trying your Uber driving.
[00:01:31.160 --> 00:01:34.720]   And pretty quickly realized, you know, it's not rocket science, but it was a little harder
[00:01:34.720 --> 00:01:35.720]   than it looks.
[00:01:35.720 --> 00:01:41.040]   So I started a blog, then a podcast, and a YouTube channel all called The Rideshare Guy
[00:01:41.040 --> 00:01:45.000]   and really just detailed my experience as a driver, how much money I was making and
[00:01:45.000 --> 00:01:50.320]   what it was like, you know, interviews with people or drivers or people at the companies.
[00:01:50.320 --> 00:01:53.380]   And you know, that's sort of what, you know, we can get into the details, but I've basically
[00:01:53.380 --> 00:01:58.200]   grown that into my full time income and been doing that, you know, running that business
[00:01:58.200 --> 00:02:00.720]   full time, I guess, for about eight years.
[00:02:00.720 --> 00:02:04.840]   I quit my job pretty quickly into starting The Rideshare Guy and went all in working
[00:02:04.840 --> 00:02:07.120]   for myself and haven't looked back since.
[00:02:07.120 --> 00:02:08.120]   Yeah.
[00:02:08.120 --> 00:02:15.680]   So how old were you when you quit your job to focus on your side hustle full time?
[00:02:15.680 --> 00:02:16.960]   How old was I?
[00:02:16.960 --> 00:02:21.820]   Well, I guess I was, I'm 36 now.
[00:02:21.820 --> 00:02:26.580]   And so I was, you know, about nine years, eight years ago.
[00:02:26.580 --> 00:02:27.580]   So I was about 28.
[00:02:27.580 --> 00:02:30.680]   So I didn't have any kids yet.
[00:02:30.680 --> 00:02:33.780]   But you know, I was married and or just gotten married.
[00:02:33.780 --> 00:02:36.880]   And my wife and I, you know, we were starting to try for kids.
[00:02:36.880 --> 00:02:41.300]   So that was sort of that I had worked as an engineer for about seven years, I want to
[00:02:41.300 --> 00:02:42.300]   say.
[00:02:42.300 --> 00:02:43.980]   So you know, it was a job I enjoyed.
[00:02:43.980 --> 00:02:44.980]   I liked it.
[00:02:44.980 --> 00:02:48.560]   It was like my lifelong passion to be sitting there in a cubicle crunching numbers and looking
[00:02:48.560 --> 00:02:51.100]   at you know, 50,000 row Excel spreadsheets.
[00:02:51.100 --> 00:02:53.180]   So you know, it was fine for the time.
[00:02:53.180 --> 00:02:58.260]   But I sort of always felt like it would be cool to find something bigger and better.
[00:02:58.260 --> 00:03:01.820]   Now how did you get the confidence to quit your job?
[00:03:01.820 --> 00:03:04.540]   Because in my case, I worked for 13 years and I didn't quit my job.
[00:03:04.540 --> 00:03:10.580]   I negotiated severance because I had golden handcuffs, deferred compensation and stock.
[00:03:10.580 --> 00:03:14.540]   So what gave you the confidence to say, I'm out of my whatever?
[00:03:14.540 --> 00:03:15.540]   How much were you making back then?
[00:03:15.540 --> 00:03:17.540]   Yeah, well, I think that might be a big difference.
[00:03:17.540 --> 00:03:20.220]   I might have been making a lot less than you were at the time.
[00:03:20.220 --> 00:03:23.860]   You know, I mean, I was a, you know, engineer with whatever, six, seven years experience.
[00:03:23.860 --> 00:03:25.500]   So you know, you start off pretty well.
[00:03:25.500 --> 00:03:29.980]   I remember my first job out of school, I want to say I made around 60,000 bucks, you know,
[00:03:29.980 --> 00:03:32.420]   so going from college to basically a salary of 60,000.
[00:03:32.420 --> 00:03:35.580]   I was like, Whoa, this is an insane amount of money for me.
[00:03:35.580 --> 00:03:38.940]   That's actually why I started blogging about personal finance because I was like, Oh, wow,
[00:03:38.940 --> 00:03:39.940]   I have all this money.
[00:03:39.940 --> 00:03:41.580]   I don't want to screw it up.
[00:03:41.580 --> 00:03:47.260]   And so probably at the time, I might have been close to 80 or 90, 90,000 as an engineer
[00:03:47.260 --> 00:03:48.260]   with some experience.
[00:03:48.260 --> 00:03:51.120]   And so I mean, you know, it was definitely a lot.
[00:03:51.120 --> 00:03:55.620]   But I mean, I think relative to, you know, YouTubers, people that are out there making
[00:03:55.620 --> 00:03:59.560]   money, I mean, I was making a couple thousand bucks a month off my personal finance blogs
[00:03:59.560 --> 00:04:03.660]   at the time, just selling kind of cheesy, you know, sponsored posts for casino sites
[00:04:03.660 --> 00:04:05.780]   and stuff like that really totally selling out.
[00:04:05.780 --> 00:04:06.780]   Right.
[00:04:06.780 --> 00:04:09.860]   And so I'm like, Wow, if I've got, you know, this one site that, you know, is bringing
[00:04:09.860 --> 00:04:13.100]   in some income, like imagine the damage I could do with an actual business.
[00:04:13.100 --> 00:04:18.900]   And so, you know, when I left my job, my day job at Boeing to go full time on the ride
[00:04:18.900 --> 00:04:23.060]   share guy, I wasn't I was making some money, you know, maybe a thousand or two thousand
[00:04:23.060 --> 00:04:24.060]   bucks a month.
[00:04:24.060 --> 00:04:28.500]   I wasn't at the same level, but the trajectory I was on, you know, I was doing, you know,
[00:04:28.500 --> 00:04:30.740]   the site was growing and I was making more and more.
[00:04:30.740 --> 00:04:34.620]   And I was also thinking to myself, OK, right now I'm spending 20 to 30 hours a week, you
[00:04:34.620 --> 00:04:35.940]   know, on top of my day job.
[00:04:35.940 --> 00:04:40.940]   If I go 40, 50, 60 hours, you know, like 50, 60 hours a week on the ride share guy that
[00:04:40.940 --> 00:04:43.100]   should also grow it more and make more traffic.
[00:04:43.100 --> 00:04:45.060]   So, you know, I had money saved up.
[00:04:45.060 --> 00:04:48.260]   I didn't actually think it was that big of a leap, to be perfectly honest.
[00:04:48.260 --> 00:04:51.060]   Literally the day I quit, my boss was like, all right, well, if you want a job when you
[00:04:51.060 --> 00:04:52.060]   come back, just let me know.
[00:04:52.060 --> 00:04:54.660]   So it wasn't like a huge risk for me in my mind.
[00:04:54.660 --> 00:04:57.140]   OK, well, let me ask you this then.
[00:04:57.140 --> 00:05:00.220]   So when you left, were you married then or not married?
[00:05:00.220 --> 00:05:01.460]   Yeah, married.
[00:05:01.460 --> 00:05:02.460]   OK.
[00:05:02.460 --> 00:05:04.260]   And at that time, I know what your wife does.
[00:05:04.260 --> 00:05:06.740]   So was she in residency then or she?
[00:05:06.740 --> 00:05:11.300]   My wife was in the midst of medical school.
[00:05:11.300 --> 00:05:13.220]   And so she was racking up debt.
[00:05:13.220 --> 00:05:16.660]   And then she had four years of residency.
[00:05:16.660 --> 00:05:20.380]   And then, I mean, she literally only just started her actual, not her actual career,
[00:05:20.380 --> 00:05:23.540]   but started making real money in private practice about a year and a half ago.
[00:05:23.540 --> 00:05:27.020]   So it sort of shows you like in the third phase of my career and she's just getting
[00:05:27.020 --> 00:05:28.020]   started.
[00:05:28.020 --> 00:05:29.700]   So it's quite a journey for her.
[00:05:29.700 --> 00:05:34.780]   I ask because I think achieving financial independence and building wealth is easier
[00:05:34.780 --> 00:05:35.780]   with a partner.
[00:05:35.780 --> 00:05:41.460]   I think it's one of the most important decisions we can all make having a good life partner.
[00:05:41.460 --> 00:05:48.500]   And so let's say your wife wasn't going to be a doctor and make doctor money.
[00:05:48.500 --> 00:05:54.360]   Let's say she was a barista and who made $22 an hour.
[00:05:54.360 --> 00:05:58.340]   Would your calculus have changed in terms of leaving your job to do this entrepreneurial
[00:05:58.340 --> 00:05:59.340]   thing?
[00:05:59.340 --> 00:06:01.540]   I don't think so.
[00:06:01.540 --> 00:06:08.860]   I mean, to be honest, I think since the medical doctor journey is so long and winding, I wasn't
[00:06:08.860 --> 00:06:13.820]   even thinking about sort of her experience and sort of how much money she would make.
[00:06:13.820 --> 00:06:19.340]   I mean, honestly, it didn't even really until literally a year ago when she started working.
[00:06:19.340 --> 00:06:23.060]   That was the first time I ever thought to myself, "Wow, she's making good money.
[00:06:23.060 --> 00:06:25.340]   She's starting OB/GYN here in LA."
[00:06:25.340 --> 00:06:27.820]   Because if anything, it's the opposite, right?
[00:06:27.820 --> 00:06:32.780]   I mean, you're literally racking up debt for so long and then you work as a resident.
[00:06:32.780 --> 00:06:37.340]   I mean, she was literally working 70, 80 hours a week and making very little money.
[00:06:37.340 --> 00:06:41.060]   So it was like, you're still making some, but it wasn't like I was checking her bank
[00:06:41.060 --> 00:06:43.940]   account ever and she was not there a lot.
[00:06:43.940 --> 00:06:46.180]   So we had to hire more help and nannies and get family help.
[00:06:46.180 --> 00:06:52.860]   So it's almost like, not to put it too negatively, but it's tough for sure financially and all
[00:06:52.860 --> 00:06:53.860]   that.
[00:06:53.860 --> 00:07:00.980]   But for me, if anything, I would say transitioning into my own business and working for myself
[00:07:00.980 --> 00:07:06.780]   made it way easier because with her kind of going for medical school, I mean, there was
[00:07:06.780 --> 00:07:12.300]   a point where she was taking a medical school interview or residency interview in Albany,
[00:07:12.300 --> 00:07:13.300]   New York.
[00:07:13.300 --> 00:07:14.300]   I thought we were going to move to Albany.
[00:07:14.300 --> 00:07:15.300]   That was her med school.
[00:07:15.300 --> 00:07:19.100]   And then at the last second, she got in UC Irvine.
[00:07:19.100 --> 00:07:21.220]   So we got to stay in Southern California.
[00:07:21.220 --> 00:07:23.620]   And then residency, she had to apply all over again.
[00:07:23.620 --> 00:07:26.780]   And so it was kind of, for me, I was just sitting there working for myself.
[00:07:26.780 --> 00:07:30.540]   Like I don't want to go to Albany, but I could easily do it and run my business from there
[00:07:30.540 --> 00:07:31.540]   if we have to.
[00:07:31.540 --> 00:07:32.540]   Right, right, right.
[00:07:32.540 --> 00:07:40.820]   Yeah, it's always fascinating to bring lifestyle entrepreneurs on the podcast because I think
[00:07:40.820 --> 00:07:46.460]   most people, they focus on going to school, going to college, joining tech, consulting,
[00:07:46.460 --> 00:07:52.140]   finance, or any industry that pays and trying to save and invest as aggressively as possible.
[00:07:52.140 --> 00:07:57.620]   But to be frank, there are so many ways to make money now online.
[00:07:57.620 --> 00:08:04.580]   And so how do you view the importance of college and major and going into industry since you
[00:08:04.580 --> 00:08:07.940]   have two children yourself and you're an entrepreneur?
[00:08:07.940 --> 00:08:13.220]   Yeah, I mean, I think that since I've had a lot of success as an entrepreneur, it's
[00:08:13.220 --> 00:08:20.700]   probably no shock that I'm open to non-traditional paths, I guess you would say.
[00:08:20.700 --> 00:08:24.700]   To do what I'm doing right now, no one has ever asked me what school I went to as part
[00:08:24.700 --> 00:08:25.700]   of the ride share.
[00:08:25.700 --> 00:08:29.900]   I'm doing like analyst calls with investors that are paying me crazy amounts of money
