
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.400]   - Well, Easter changes everything.
[00:00:07.400 --> 00:00:09.680]   We saw that yesterday in episode 822,
[00:00:09.680 --> 00:00:12.020]   but one of the most fascinating things about Easter
[00:00:12.020 --> 00:00:14.480]   is that the theme of resurrection
[00:00:14.480 --> 00:00:17.640]   is not something that takes the New Testament by surprise.
[00:00:17.640 --> 00:00:19.720]   And here to explain these connections on the phone
[00:00:19.720 --> 00:00:21.960]   is Dr. Don Carson, who was kind enough to join us again
[00:00:21.960 --> 00:00:24.120]   to talk biblical theology.
[00:00:24.120 --> 00:00:26.400]   Our time together is the fruit of our partnership
[00:00:26.400 --> 00:00:29.160]   with our friends over at the Gospel Coalition,
[00:00:29.160 --> 00:00:31.360]   and Dr. Carson is the co-founder and president
[00:00:31.360 --> 00:00:33.400]   of the Gospel Coalition, of course.
[00:00:33.400 --> 00:00:37.120]   He is also the editor of the new NIV Zondervan Study Bible,
[00:00:37.120 --> 00:00:39.320]   which focuses on biblical theological themes
[00:00:39.320 --> 00:00:43.120]   as they develop in the Bible from Genesis to Revelation.
[00:00:43.120 --> 00:00:45.460]   Dr. Carson, thank you for joining us again
[00:00:45.460 --> 00:00:46.840]   to talk biblical theology.
[00:00:46.840 --> 00:00:50.700]   As we move through various themes in the biblical storyline,
[00:00:50.700 --> 00:00:53.360]   it is, of course, fitting today that we close the week
[00:00:53.360 --> 00:00:55.320]   by talking about the resurrection
[00:00:55.320 --> 00:00:57.440]   as we celebrate Easter on Sunday.
[00:00:57.440 --> 00:01:00.480]   So take it from here and help us to appreciate
[00:01:00.480 --> 00:01:03.120]   the theology of Easter.
[00:01:03.120 --> 00:01:06.880]   - In this session, we want to consider the resurrection,
[00:01:06.880 --> 00:01:08.800]   first of all, the resurrection of Jesus,
[00:01:08.800 --> 00:01:11.920]   and then our resurrection on the last day,
[00:01:11.920 --> 00:01:16.800]   so that we are in agreement as to what terms mean.
[00:01:16.800 --> 00:01:19.680]   By resurrection, I do not mean something like
[00:01:19.680 --> 00:01:23.920]   living forever in a spirit existence or the like,
[00:01:23.920 --> 00:01:28.920]   but living again in bodily mode after the body has died,
[00:01:28.920 --> 00:01:32.600]   coming back from the dead in real bodies,
[00:01:32.600 --> 00:01:35.720]   but ultimately in transformed bodies.
[00:01:35.720 --> 00:01:37.760]   Well, let's back off just a wee bit.
[00:01:37.760 --> 00:01:39.560]   There are lots of passages in the Bible
[00:01:39.560 --> 00:01:42.160]   that talk about existence beyond death,
[00:01:42.160 --> 00:01:45.800]   but there are some passages that talk about resurrection,
[00:01:45.800 --> 00:01:49.200]   that is bodily existence beyond death.
[00:01:49.200 --> 00:01:53.800]   Many people think that there are very few such passages
[00:01:53.800 --> 00:01:57.040]   in the Old Testament, and certainly they're not as common
[00:01:57.040 --> 00:01:58.680]   in the Old Testament as in the New,
[00:01:58.680 --> 00:02:01.760]   but there are more of them than people think.
[00:02:01.760 --> 00:02:05.040]   For example, in Genesis 22, which is, after all,
[00:02:05.040 --> 00:02:07.400]   not very far into the Bible,
[00:02:07.400 --> 00:02:12.400]   we have the account of Abraham almost sacrificing his son,
[00:02:12.400 --> 00:02:18.280]   and then God himself provides the sacrifice in Aram.
[00:02:18.280 --> 00:02:20.900]   Now, that's all that is said.
[00:02:20.900 --> 00:02:25.200]   Nothing more is revealed about Abraham's motives,
[00:02:25.200 --> 00:02:28.960]   but a sensible and intelligent inference
[00:02:28.960 --> 00:02:33.800]   is drawn on that chapter by Hebrews 11, verses 17 to 19.
[00:02:33.800 --> 00:02:39.600]   The only way that Abraham could have believed
[00:02:39.600 --> 00:02:43.200]   that this instruction came from God to kill his own son,
[00:02:43.200 --> 00:02:47.320]   his firstborn son, the son in whom God himself had promised
[00:02:47.320 --> 00:02:48.880]   that the line would run,
[00:02:48.880 --> 00:02:52.640]   is that he believed that God had the ability
[00:02:52.640 --> 00:02:56.120]   to raise his son Isaac from the dead,
[00:02:56.120 --> 00:02:58.800]   and that has to be a bodily existence.
[00:02:58.800 --> 00:03:01.480]   It's not some sort of mystical or ethereal
[00:03:01.480 --> 00:03:04.480]   or non-corporeal new life.
[00:03:04.480 --> 00:03:07.040]   It has to be life from the dead,
[00:03:07.040 --> 00:03:10.060]   because Isaac would then have to pass on his genes
[00:03:10.060 --> 00:03:12.640]   to the next generation and the next generation and so on,
[00:03:12.640 --> 00:03:14.820]   or the promise would have been invalid.
[00:03:14.820 --> 00:03:18.160]   In other words, there was already some sort of notion
[00:03:18.160 --> 00:03:20.400]   of resurrection and its possibility
[00:03:20.400 --> 00:03:24.400]   under the mighty hand of God that was grasped by Abraham
[00:03:24.400 --> 00:03:27.480]   right at the beginning of the covenant promises
[00:03:27.480 --> 00:03:29.160]   to the Messianic people.
[00:03:29.160 --> 00:03:32.800]   Then there is a very famous passage in Job.
[00:03:32.800 --> 00:03:35.840]   I know that there are problems in translating it,
[00:03:35.840 --> 00:03:38.320]   but I think that the NIV has it right.
[00:03:38.320 --> 00:03:41.480]   Job chapter 19, verse 25 and following,
[00:03:41.480 --> 00:03:44.560]   where Job in the midst of his suffering still says,
[00:03:44.560 --> 00:03:46.920]   "I know that my Redeemer lives,
[00:03:46.920 --> 00:03:51.000]   and that in the end He will stand on the earth,
[00:03:51.000 --> 00:03:54.160]   that after my skin has been destroyed,
[00:03:54.160 --> 00:03:57.280]   yet in my flesh I will see God.
[00:03:57.280 --> 00:04:00.080]   I myself will see Him with my own eyes,
[00:04:00.080 --> 00:04:02.080]   I and not another.
[00:04:02.080 --> 00:04:04.480]   How my heart yearns within me."
[00:04:04.480 --> 00:04:07.480]   If you take that at face value, it's pretty dramatic.
[00:04:07.480 --> 00:04:08.960]   After his skin has been destroyed,
[00:04:08.960 --> 00:04:12.120]   he's rotted in the grave,
[00:04:12.120 --> 00:04:14.720]   yet in my flesh I will see God.
[00:04:14.720 --> 00:04:17.200]   Not just I will see God, perhaps in some
[00:04:17.200 --> 00:04:19.040]   spirit to spirit fashion,
[00:04:19.040 --> 00:04:21.360]   what is later called the intermediate state,
[00:04:21.360 --> 00:04:22.960]   but in my flesh I will see God,
[00:04:22.960 --> 00:04:26.200]   which presupposes that the flesh has come back to life.
[00:04:26.200 --> 00:04:29.400]   I myself will see Him with my own eyes,
[00:04:29.400 --> 00:04:31.000]   I and not another.
[00:04:31.000 --> 00:04:32.960]   That is a personal resurrection
[00:04:32.960 --> 00:04:35.720]   with a personal resurrection body.
[00:04:35.720 --> 00:04:38.880]   All of that, it seems to me, is presupposed.
[00:04:38.880 --> 00:04:43.880]   Then there are passages which use resurrection language
[00:04:44.880 --> 00:04:48.240]   but which in the first instance are not talking
[00:04:48.240 --> 00:04:50.440]   about physical resurrection,
[00:04:50.440 --> 00:04:54.000]   but about the restoration of the people of God
[00:04:54.000 --> 00:04:57.360]   after they've been swept away into captivity.
[00:04:57.360 --> 00:05:01.120]   The most famous one of these is Ezekiel 37,
[00:05:01.120 --> 00:05:06.120]   where the prophet has this vision of the valley of dry bones
[00:05:06.120 --> 00:05:11.040]   and from this we get the famous Negro spiritual,
[00:05:11.040 --> 00:05:13.480]   dem bones, dem bones, dem dry bones.
[00:05:13.480 --> 00:05:15.160]   Now hear the word of the Lord.
[00:05:15.160 --> 00:05:17.160]   In the vision, the bones are connected
[00:05:17.160 --> 00:05:19.520]   but they're still not alive.
[00:05:19.520 --> 00:05:21.720]   The bones are connected and flesh covers them
[00:05:21.720 --> 00:05:22.840]   but they're still not alive
[00:05:22.840 --> 00:05:24.960]   until the spirit of God comes upon them
[00:05:24.960 --> 00:05:26.840]   and they stand up a mighty army
[00:05:26.840 --> 00:05:29.180]   in the valley of what was dried bones,
[00:05:29.180 --> 00:05:31.560]   but now it's full of life.
[00:05:31.560 --> 00:05:34.200]   Now in the context of Ezekiel 37,
[00:05:34.200 --> 00:05:37.400]   this is an imagery having to do with the restoration
[00:05:37.400 --> 00:05:38.440]   of the people to the land
[00:05:38.440 --> 00:05:41.680]   after they've been banished by God himself
[00:05:41.680 --> 00:05:43.440]   from the land in the exile.
[00:05:43.440 --> 00:05:45.880]   But the thing to observe is that
[00:05:45.880 --> 00:05:49.040]   although it's talking about the restoration,
[00:05:49.040 --> 00:05:51.880]   the imagery is of resurrection.
[00:05:51.880 --> 00:05:53.060]   In other words, those who say
[00:05:53.060 --> 00:05:54.840]   that the Old Testament saints
[00:05:54.840 --> 00:05:56.840]   don't know anything about resurrection,
[00:05:56.840 --> 00:05:59.880]   you have to wait for Jesus before you get that,
[00:05:59.880 --> 00:06:02.680]   overlook the fact that even though Ezekiel 37
[00:06:02.680 --> 00:06:07.360]   is not explicitly talking about resurrection per se
[00:06:07.360 --> 00:06:09.040]   in the immediate context,
[00:06:09.040 --> 00:06:10.880]   the imagery that is used to talk about
[00:06:10.880 --> 00:06:13.480]   the return from exile is resurrection imagery,
[00:06:13.480 --> 00:06:16.020]   which shows that the category is already there
[00:06:16.020 --> 00:06:18.900]   in Ezekiel's mind and in the minds of the people.
