
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:08.000]   Pastor John's new book is about the precious doctrine of God's providence.
[00:00:08.000 --> 00:00:12.000]   The title is simply "Providence." God governs over all that
[00:00:12.000 --> 00:00:16.000]   he has created. He reveals this to us in a thousand
[00:00:16.000 --> 00:00:20.000]   texts. More than a thousand texts in the Bible. It's all over the place.
[00:00:20.000 --> 00:00:24.000]   And by welcoming us into this incredible revealed reality,
[00:00:24.000 --> 00:00:28.000]   God calls us to see and savor this truth for ourselves.
[00:00:28.000 --> 00:00:32.000]   He wants us to treasure his providence so much that it brings
[00:00:32.000 --> 00:00:36.000]   tangible change to how we live our lives. To that end,
[00:00:36.000 --> 00:00:40.000]   we are setting aside Wednesdays on the podcast to look at a few of the implications.
[00:00:40.000 --> 00:00:44.000]   There are ten of them in the series. Last time, in episode 1583,
[00:00:44.000 --> 00:00:48.000]   we looked at how the providence of God protects us from the trivializing
[00:00:48.000 --> 00:00:52.000]   effects of contemporary culture and from the widespread habit
[00:00:52.000 --> 00:00:56.000]   of trifling with everything, even the great
[00:00:56.000 --> 00:01:00.000]   things of God. That was implication number four.
[00:01:00.000 --> 00:01:04.000]   Here now with implication number five is Pastor John to explain.
[00:01:04.000 --> 00:01:08.000]   I suppose, Tony, that among all the
[00:01:08.000 --> 00:01:12.000]   challenges that characterize our lives and the lives of
[00:01:12.000 --> 00:01:16.000]   those who write to us, the frustrations of ordinary
[00:01:16.000 --> 00:01:20.000]   life and how to cope with them are
[00:01:20.000 --> 00:01:24.000]   right near the top of our concerns. In other words, things
[00:01:24.000 --> 00:01:28.000]   come into our lives that are unplanned, unexpected,
[00:01:28.000 --> 00:01:32.000]   either very frustrating or sometimes
[00:01:32.000 --> 00:01:36.000]   very painful. And the question is,
[00:01:36.000 --> 00:01:40.000]   is it possible to be patient with all
[00:01:40.000 --> 00:01:44.000]   the unexpected, frustrating things that come into our lives?
[00:01:44.000 --> 00:01:48.000]   And that's where this fifth real-life
[00:01:48.000 --> 00:01:52.000]   benefit of seeing and savoring the all-pervading
[00:01:52.000 --> 00:01:56.000]   providence of God, the purposeful sovereignty
[00:01:56.000 --> 00:02:00.000]   of God, comes into play.
[00:02:00.000 --> 00:02:04.000]   And it is this. Believing the providence of God,
[00:02:04.000 --> 00:02:08.000]   embracing the providence of God, enables us
[00:02:08.000 --> 00:02:12.000]   to be patient and faithful in
[00:02:12.000 --> 00:02:16.000]   the long, dragged-out, often unexpected
[00:02:16.000 --> 00:02:20.000]   trials of life amidst the most inexplicable
[00:02:20.000 --> 00:02:24.000]   circumstances, detours,
[00:02:24.000 --> 00:02:28.000]   delays that from our limited viewpoint make
[00:02:28.000 --> 00:02:32.000]   no sense. Believing the providence of God
[00:02:32.000 --> 00:02:36.000]   transforms that experience.
[00:02:36.000 --> 00:02:40.000]   James, in his book, in the New Testament,
[00:02:40.000 --> 00:02:44.000]   points us to the connection between God's providence and our
[00:02:44.000 --> 00:02:48.000]   patience. James 5, 7, "Be patient,
[00:02:48.000 --> 00:02:52.000]   brothers, until the coming of the Lord.
[00:02:52.000 --> 00:02:56.000]   Behold, the farmer waits for the precious
[00:02:56.000 --> 00:03:00.000]   produce of the soil, being patient about it until he
[00:03:00.000 --> 00:03:04.000]   gets the early and late rains. You too, be
[00:03:04.000 --> 00:03:08.000]   patient as an example, brothers, of
[00:03:08.000 --> 00:03:12.000]   suffering and patience." You have heard of Job
[00:03:12.000 --> 00:03:16.000]   and the endurance of Job
[00:03:16.000 --> 00:03:20.000]   and have seen the outcome of the Lord's dealings,
[00:03:20.000 --> 00:03:24.000]   that the Lord is full of compassion
