
[00:00:00.000 --> 00:00:10.240]   Hi, friends. Welcome back to another episode of The Everyday Educator. We are so excited
[00:00:10.240 --> 00:00:15.760]   that you're here with us today. And this time, we're going to be talking all about our homeschool
[00:00:15.760 --> 00:00:20.140]   routines. We know that getting in a rhythm, especially at the beginning of the school
[00:00:20.140 --> 00:00:24.400]   year, can be tricky. And so we've got some moms in every stage of the homeschooling journey
[00:00:24.400 --> 00:00:29.680]   who are excited to share their thoughts and what is going on in their lives right now.
[00:00:29.680 --> 00:00:35.840]   As it regards to homeschool routines. If you have found us and you're not a part of Classical
[00:00:35.840 --> 00:00:41.000]   Conversations in a community, we would really encourage you to go and find a community because
[00:00:41.000 --> 00:00:44.980]   this is a great place for you to be encouraged. But the best place for you to get the encouragement
[00:00:44.980 --> 00:00:49.820]   that you need is actually shoulder to shoulder in a community with other homeschooling families.
[00:00:49.820 --> 00:00:57.000]   So go to classicalconversations.com and find a community near you. Well, ladies, welcome to the
[00:00:57.000 --> 00:01:03.960]   show. Today, I've got Emily Phillip and Lisa Bailey. Emily, welcome.
[00:01:03.960 --> 00:01:09.860]   Hi, thanks. Thanks for having me. If you guys don't know Emily from the Blessings and Motherhood
[00:01:09.860 --> 00:01:14.580]   episode that we did with her a couple of months ago, definitely go and listen to it. We will link
[00:01:14.580 --> 00:01:21.320]   it in the show notes for you. She is fantastic. Wealth of knowledge. But just in case they don't go
[00:01:21.320 --> 00:01:27.580]   listen to it, would you introduce yourself to our listeners? Just give us a snapshot of your family
[00:01:27.580 --> 00:01:28.180]   and your life.
[00:01:28.180 --> 00:01:33.320]   Yes. And actually, we recorded that like almost a year ago. So I get to like update all the numbers.
[00:01:33.320 --> 00:01:40.880]   Okay. So my numbers are, this will be my 11th year of CC, my ninth year directing, and I've been doing
[00:01:40.880 --> 00:01:47.440]   Foundations Essentials that whole time. Love it. And so I have four kiddos. The oldest is going into
[00:01:47.440 --> 00:01:52.100]   Challenge 2 boy. Okay. So I've got three boys and a girl. Oldest is going into Challenge 2,
[00:01:52.100 --> 00:01:58.240]   Challenge A, second year of Essentials. So he's Foundations and Essentials. And then my daughter
[00:01:58.240 --> 00:02:05.920]   has one more year of only Foundations. So that's 15, 12, 10, and 8. That's super, super fun. And my
[00:02:05.920 --> 00:02:13.100]   husband works from home. So our house is just our base of everything. Life, everything. Yeah. Our walls are
[00:02:13.100 --> 00:02:18.080]   dinged up. They look nasty, but we're like some other season of life. That's right. That's right.
[00:02:18.080 --> 00:02:23.880]   You are where you're supposed to be. We live in this house hard. That's right. That's right. And in
[00:02:23.880 --> 00:02:28.840]   every room, probably. That's right. Our school room is now our dining room, which is an update from a
[00:02:28.840 --> 00:02:34.460]   year ago. We moved into the dining room. Yeah. Nice. Well, I'm excited to hear more about that too.
[00:02:34.460 --> 00:02:39.280]   Lisa, where did you guys homeschool when you were raising your girls? Was it a separate room?
[00:02:39.780 --> 00:02:47.080]   Oh, well, we lived in a very small house when we had very small children. And so we did not have
[00:02:47.080 --> 00:02:55.120]   any extra rooms. My husband, Emily, also worked from home. He's a pastor. And so the only extra room
[00:02:55.120 --> 00:03:01.560]   that we had was daddy's office because he did need a place to go where he could shut the door and be in
[00:03:01.560 --> 00:03:09.420]   the quiet. And so we had an eat-in kitchen. We did not have a separate dining room. And so we schooled
[00:03:09.420 --> 00:03:16.900]   at the table and there was a shelf along the wall. And, but each girl had a bin of school supplies
[00:03:16.900 --> 00:03:26.580]   and mama had a shelf of curriculum. Um, and we had, we had on the back of the kitchen cabinets,
[00:03:26.580 --> 00:03:35.660]   we had our big whiteboard and on the wall, we had our big map and we were up close and personal with
[00:03:35.660 --> 00:03:39.100]   all of our school work all the time. And it was great. It was fine.
[00:03:39.100 --> 00:03:44.600]   Yeah. I think a lot of people are in your situation. Yeah. I think that is super, super common.
[00:03:44.600 --> 00:03:48.900]   Yeah. Yeah. We were blessed. We, um, right at the beginning of our homeschool journey,
[00:03:48.900 --> 00:03:54.180]   we moved, um, in the area. And so we were able to say, we want a house that can have a homeschool
[00:03:54.180 --> 00:03:58.560]   room that has an extra room for homeschool. And it was before all the real estate went crazy.
[00:03:58.780 --> 00:04:03.260]   So we could actually afford that. So we're, we're super, yeah, super blessed.
[00:04:03.260 --> 00:04:09.300]   We were blessed after the girls were, um, I guess Stephanie was in challenge one and Sarah was
[00:04:09.300 --> 00:04:15.740]   in challenge a, when we moved to the house where we live now. And, um, it was a huge blessing. We had
[00:04:15.740 --> 00:04:22.420]   an upstairs and a downstairs and the downstairs has this big room that we converted half of
[00:04:22.420 --> 00:04:31.260]   to a big long, um, station. It was a big counter that we built with leftover materials, but it was
[00:04:31.260 --> 00:04:38.500]   a counter and they each had a computer station and a desk station and flanking bookcases. And that was
[00:04:38.500 --> 00:04:43.600]   really suitable for challenge. And then we had a table off to the side where when mom, when you have
[00:04:43.600 --> 00:04:50.060]   to sit with mom and do the check-in or when you and mom are doing chemistry or you and mom are doing
[00:04:50.060 --> 00:04:55.860]   advanced math, there was a space for that. So we were blessed. We, so I know what it is to be in both
[00:04:55.860 --> 00:05:02.480]   of those situations and they were both glorious. So. Yeah. It's definitely fun to explore, you know,
