
[00:00:00.000 --> 00:00:02.000]   (Music)
[00:00:02.000 --> 00:00:11.880]   God's glory is a big deal in scripture and that makes it a big deal to us here at Desiring God and over the years
[00:00:11.880 --> 00:00:18.100]   here are just a few ways Pastor John has described the importance of the glory of God. He said things like this,
[00:00:18.100 --> 00:00:27.600]   "The vindication of God's glory is the ground of our salvation and the exaltation of God's glory is the goal of our salvation."
[00:00:28.120 --> 00:00:31.800]   In another place he said this, "God's glory is the goal of all things."
[00:00:31.800 --> 00:00:37.560]   In another place he said this, "God's glory is the unifying goal of all history."
[00:00:37.560 --> 00:00:44.400]   In another place he said, "God's glory is the source and sum of all full and lasting joy."
[00:00:44.400 --> 00:00:50.520]   And on and on. These are strong words, but what exactly is God's glory? What do we mean by that?
[00:00:50.520 --> 00:00:57.320]   It's a question Pastor John sought to answer in his sermon, "To Him be glory forevermore," preached on December 17th,
[00:00:57.880 --> 00:01:00.160]   2006. Here's a clip of what he said.
[00:01:00.160 --> 00:01:07.760]   Defining the glory of God is is impossible, I say, because it's more like the word
[00:01:07.760 --> 00:01:10.560]   "beauty" than the word
[00:01:10.560 --> 00:01:13.200]   "basketball."
[00:01:13.200 --> 00:01:15.840]   So if somebody says they've never heard of a basketball,
[00:01:15.840 --> 00:01:19.640]   they don't know what a basketball is and they say define a basketball,
[00:01:19.640 --> 00:01:24.640]   that would not be hard for you to do. You would use your hands and you'd say, "Well,
[00:01:24.960 --> 00:01:29.200]   it's like a round thing made out of leather or rubber and
[00:01:29.200 --> 00:01:34.320]   about 10 or 9 inches in diameter." And you blow it up, you inflate it
[00:01:34.320 --> 00:01:40.600]   so it's pretty hard, and then you can bounce it like this and you can throw it to people and
[00:01:40.600 --> 00:01:44.800]   you can run while you're bouncing it. And then there's this hoop at the end,
[00:01:44.800 --> 00:01:49.400]   used to be called, used to be a basket, and you try to throw the ball through the hoop.
[00:01:49.400 --> 00:01:53.280]   And that's why it's called a basket ball. And they'd have a really good idea.
[00:01:53.320 --> 00:01:58.200]   They'd be able to spot one, tell it from a soccer ball or a football.
[00:01:58.200 --> 00:02:00.960]   You can't do that with the word "beauty."
[00:02:00.960 --> 00:02:04.040]   There are some words in our vocabulary
[00:02:04.040 --> 00:02:11.040]   which we can communicate with, not because we can say them, but because we see them.
[00:02:11.040 --> 00:02:17.480]   And that's it. We can point. We can point. And if we point at enough things and see enough things together, say, "That's it.
