
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.080]   - Ladies and gentlemen,
[00:00:07.080 --> 00:00:09.240]   it's the Latent Space Weekend edition.
[00:00:09.240 --> 00:00:10.400]   Woo-hoo!
[00:00:10.400 --> 00:00:12.020]   This weekend is a special one,
[00:00:12.020 --> 00:00:14.280]   as we are gathering many of our former guests
[00:00:14.280 --> 00:00:15.920]   and over 10,000 of you
[00:00:15.920 --> 00:00:18.440]   for our very first AI Engineer Summit,
[00:00:18.440 --> 00:00:21.400]   both in San Francisco and on YouTube.
[00:00:21.400 --> 00:00:23.120]   We're all very excited about the summit,
[00:00:23.120 --> 00:00:24.320]   and we were even interviewed
[00:00:24.320 --> 00:00:27.400]   on a few of our fellow AI podcasts about it.
[00:00:27.400 --> 00:00:29.560]   We figured we would cross-post those episodes
[00:00:29.560 --> 00:00:31.520]   over the weekend to help you prepare
[00:00:31.520 --> 00:00:33.840]   for the exciting lineup of speakers,
[00:00:33.840 --> 00:00:36.040]   even if you can't join us in person.
[00:00:36.040 --> 00:00:37.880]   First, we'll have an introductory episode
[00:00:37.880 --> 00:00:40.720]   recorded with Tejas Kumar of PodRocket,
[00:00:40.720 --> 00:00:43.240]   where we introduce the concept of an AI engineer
[00:00:43.240 --> 00:00:45.520]   to a generalist engineer audience,
[00:00:45.520 --> 00:00:47.920]   and go over SWIX's recent conference keynote
[00:00:47.920 --> 00:00:49.500]   on software 3.0.
[00:00:49.500 --> 00:00:51.680]   While you are listening,
[00:00:51.680 --> 00:00:52.840]   there are two things you can do
[00:00:52.840 --> 00:00:55.960]   to be part of the AI Engineer experience.
[00:00:55.960 --> 00:00:59.120]   One, join the AI Engineer Summit Slack.
[00:00:59.120 --> 00:01:01.720]   Two, take the State of AI Engineering Survey
[00:01:01.720 --> 00:01:04.080]   and help us get to 1,000 respondents.
[00:01:04.080 --> 00:01:05.440]   Both are linked in the show notes,
[00:01:05.440 --> 00:01:07.480]   and we would really love to have you.
[00:01:07.480 --> 00:01:10.200]   Now here's SWIX's conversation about software,
[00:01:10.200 --> 00:01:12.720]   3.0 and the AI Engineer Summit.
[00:01:12.720 --> 00:01:16.900]   - I'm really excited to get into your talk,
[00:01:16.900 --> 00:01:18.520]   especially 'cause we've already talked a little bit
[00:01:18.520 --> 00:01:20.660]   about AI and adjacent things.
[00:01:20.660 --> 00:01:21.520]   But before we get into it,
[00:01:21.520 --> 00:01:23.000]   let's zero in on scope a little bit,
[00:01:23.000 --> 00:01:24.040]   talk about your talk,
[00:01:24.040 --> 00:01:27.240]   Software 3.0 and the Emerging AI Developer Landscape.
[00:01:27.240 --> 00:01:31.240]   I've seen the term web 1.0, web 2.0, web 3.0,
[00:01:31.240 --> 00:01:32.840]   also like in outside of web dev,
[00:01:32.840 --> 00:01:36.500]   there's the industry 3.0 is a trending term.
[00:01:36.500 --> 00:01:39.020]   I'm curious, software 3.0, where does that come from?
[00:01:39.020 --> 00:01:42.000]   - It doesn't have any lineage whatsoever with web 3.0.
[00:01:42.000 --> 00:01:46.680]   So that's a very unfortunate comparison there, I think.
[00:01:46.680 --> 00:01:48.560]   But the origin actually comes from
[00:01:48.560 --> 00:01:52.740]   a very influential article created by Andrej Karpathy
[00:01:52.740 --> 00:01:55.380]   about six years ago called Software 2.0.
[00:01:55.380 --> 00:01:57.820]   And he was basically trying to articulate the difference
[00:01:57.820 --> 00:02:00.020]   between hand-coded software,
[00:02:00.020 --> 00:02:02.380]   where we write every single line of code ourselves
[00:02:02.380 --> 00:02:04.240]   with like if statements, loops,
[00:02:04.240 --> 00:02:07.580]   and whatever traditional coding paradigms,
[00:02:07.580 --> 00:02:09.300]   and then machine-learned code,
[00:02:09.300 --> 00:02:11.860]   where you write the layers
[00:02:11.860 --> 00:02:15.180]   of what the machine learning model should do,
[00:02:15.180 --> 00:02:16.580]   like the architecture of the model.
[00:02:16.580 --> 00:02:18.620]   And then you just run it through a lot of data
[00:02:18.620 --> 00:02:20.460]   in order to achieve weights.
[00:02:20.460 --> 00:02:21.460]   And the weights themselves
[00:02:21.460 --> 00:02:23.260]   are the encoding of the knowledge.
[00:02:23.260 --> 00:02:25.580]   So he was trying to articulate that difference
[00:02:25.580 --> 00:02:27.940]   that the possible space of problems
[00:02:27.940 --> 00:02:29.580]   you can tackle with Software 1.0
[00:02:29.580 --> 00:02:31.740]   is the problems that you can kind of code for
[00:02:31.740 --> 00:02:34.420]   deterministically, and the possible space of problems
[00:02:34.420 --> 00:02:36.420]   that you can address with Software 2.0
[00:02:36.420 --> 00:02:39.700]   is the stuff that you can address it by machine learning.
[00:02:39.700 --> 00:02:41.780]   For example, computer vision and voice recognition.
[00:02:41.780 --> 00:02:43.060]   It's that stuff that you'll never be able
[00:02:43.060 --> 00:02:44.700]   to hand-code by yourself.
[00:02:44.700 --> 00:02:47.100]   And I think there's the fundamental realization
[00:02:47.100 --> 00:02:48.380]   that a lot of people should have
[00:02:48.380 --> 00:02:51.860]   with regards to how they write Software 1.0 code,
[00:02:51.860 --> 00:02:52.980]   which is a lot of the times,
[00:02:52.980 --> 00:02:54.380]   what do you do as a programmer,
[00:02:54.380 --> 00:02:55.900]   as a software engineer, right?
[00:02:55.900 --> 00:02:57.020]   You write some functioning app,
[00:02:57.020 --> 00:02:59.140]   and then you send it out there.
[00:02:59.140 --> 00:03:01.500]   You look at your analytics and your metrics and all that,
[00:03:01.500 --> 00:03:04.100]   and then you adjust by adding in some features
[00:03:04.100 --> 00:03:06.660]   and adding in some if statements and all that from learning.
[00:03:06.660 --> 00:03:08.380]   And essentially what Software 2.0
[00:03:08.380 --> 00:03:10.660]   is accelerated learning from data,
[00:03:10.660 --> 00:03:11.820]   whereas in Software 1.0,
[00:03:11.820 --> 00:03:13.980]   we learn from data through humans in the loop
[00:03:13.980 --> 00:03:15.300]   and designers in the loop.
[00:03:15.300 --> 00:03:17.740]   So I think that's a really fundamental realization there
[00:03:17.740 --> 00:03:19.940]   that once you realize that
