
[00:00:00.000 --> 00:00:03.320]   [MUSIC PLAYING]
[00:00:03.320 --> 00:00:04.360]   Hey, everyone.
[00:00:04.360 --> 00:00:06.240]   Welcome to the Latent Space Podcast.
[00:00:06.240 --> 00:00:09.280]   This is Alessio, partner and CTO at Decibel Partners.
[00:00:09.280 --> 00:00:11.760]   And today, we're in the news studio
[00:00:11.760 --> 00:00:14.680]   with my usual co-host, Sean from Small AI.
[00:00:14.680 --> 00:00:16.920]   Hey, and today, we are very blessed
[00:00:16.920 --> 00:00:18.760]   to have Eric Schluntz from Anthropic with us.
[00:00:18.760 --> 00:00:19.480]   Welcome.
[00:00:19.480 --> 00:00:20.600]   Hi, thanks very much.
[00:00:20.600 --> 00:00:21.480]   I'm Eric Schluntz.
[00:00:21.480 --> 00:00:23.860]   I'm a member of technical staff at Anthropic,
[00:00:23.860 --> 00:00:27.760]   working on tool use, computer use, and SweetBench.
[00:00:27.760 --> 00:00:32.760]   Yeah, well, how did you get into just the whole AI journey?
[00:00:32.760 --> 00:00:35.760]   I think you spent some time at SpaceX as well?
[00:00:35.760 --> 00:00:36.260]   Yeah.
[00:00:36.260 --> 00:00:37.120]   And robotics?
[00:00:37.120 --> 00:00:39.840]   Yeah, there's a lot of overlap between the robotics people
[00:00:39.840 --> 00:00:40.560]   and the AI people.
[00:00:40.560 --> 00:00:43.320]   And maybe there's some interlap or interest
[00:00:43.320 --> 00:00:46.360]   between language models for robots right now.
[00:00:46.360 --> 00:00:47.960]   Maybe just a little bit of background
[00:00:47.960 --> 00:00:49.720]   on how you got to where you are.
[00:00:49.720 --> 00:00:50.340]   Yeah, sure.
[00:00:50.340 --> 00:00:51.840]   I was at SpaceX a long time ago.
[00:00:51.840 --> 00:00:55.520]   But before joining Anthropic, I was the CTO and co-founder
[00:00:55.520 --> 00:00:56.920]   of Cobalt Robotics.
[00:00:56.920 --> 00:00:59.600]   We built security and inspection robots.
[00:00:59.600 --> 00:01:01.400]   These are five-foot-tall robots that
[00:01:01.400 --> 00:01:04.200]   would patrol through an office building or a warehouse,
[00:01:04.200 --> 00:01:06.120]   looking for anything out of the ordinary.
[00:01:06.120 --> 00:01:07.720]   Very friendly, no tasers or anything.
[00:01:07.720 --> 00:01:11.800]   We would just call a remote operator if we saw anything.
[00:01:11.800 --> 00:01:14.400]   So we have about 100 of those out in the world,
[00:01:14.400 --> 00:01:15.840]   and had a team of about 100.
[00:01:15.840 --> 00:01:17.800]   We actually got acquired about six months ago.
[00:01:17.800 --> 00:01:20.560]   But I had left Cobalt about a year ago now,
[00:01:20.560 --> 00:01:23.160]   because I was starting to get a lot more excited about AI.
[00:01:23.160 --> 00:01:26.160]   I had been writing a lot of my code with things like Copilot.
[00:01:26.160 --> 00:01:28.200]   And I was like, wow, this is actually really cool.
[00:01:28.200 --> 00:01:30.800]   If you had told me 10 years ago that AI would
[00:01:30.800 --> 00:01:32.800]   be writing a lot of my code, I would say, hey,
[00:01:32.800 --> 00:01:34.240]   I think that's AGI.
[00:01:34.240 --> 00:01:37.560]   And so I realized that we had passed this level.
[00:01:37.560 --> 00:01:39.560]   We're like, wow, this is actually really useful
[00:01:39.560 --> 00:01:40.520]   for engineering work.
[00:01:40.520 --> 00:01:43.160]   That got me a lot more excited about AI
[00:01:43.160 --> 00:01:45.120]   and learning about large language models.
[00:01:45.120 --> 00:01:47.080]   So I ended up taking a sabbatical
[00:01:47.080 --> 00:01:50.240]   and then doing a lot of reading and research myself,
[00:01:50.240 --> 00:01:52.600]   and decided, hey, I want to go be at the core of this
[00:01:52.600 --> 00:01:53.840]   and joined Anthropic.
[00:01:53.840 --> 00:01:55.600]   And why Anthropic?
[00:01:55.600 --> 00:01:56.960]   - Did you consider other labs?
[00:01:56.960 --> 00:02:00.520]   Did you consider maybe some of the robotics companies?
[00:02:00.520 --> 00:02:01.400]   - So I think at the time,
[00:02:01.400 --> 00:02:02.880]   I was a little burnt out of robotics.
[00:02:02.880 --> 00:02:04.080]   And so also for the rest of this,
[00:02:04.080 --> 00:02:06.600]   any sort of negative things I say about robotics
[00:02:06.600 --> 00:02:09.680]   or hardware is coming from a place of burnout.
[00:02:09.680 --> 00:02:12.680]   I reserve my right to change my opinion in a few years.
[00:02:12.680 --> 00:02:15.440]   Yeah, I looked around, but ultimately I knew a lot of people
[00:02:15.440 --> 00:02:18.440]   that I really trusted and I thought were incredibly smart
[00:02:18.440 --> 00:02:20.720]   at Anthropic, and I think that was the big deciding factor
[00:02:20.720 --> 00:02:21.560]   to come there.
[00:02:21.560 --> 00:02:23.320]   Like, hey, this team's amazing.
[00:02:23.320 --> 00:02:24.400]   They're not just brilliant,
[00:02:24.400 --> 00:02:26.760]   but sort of like the most nice and kind people that I know.
[00:02:26.760 --> 00:02:28.840]   And so I just felt I could be a really good culture fit.
[00:02:28.840 --> 00:02:31.560]   And ultimately, like, I do care a lot about AI safety
[00:02:31.560 --> 00:02:32.880]   and making sure that, you know,
[00:02:32.880 --> 00:02:35.640]   I don't want to build something that's used for bad purposes.
[00:02:35.640 --> 00:02:37.960]   And I felt like the best chance of that
[00:02:37.960 --> 00:02:39.680]   was joining Anthropic.
[00:02:39.680 --> 00:02:40.520]   - And from the outside,
[00:02:40.520 --> 00:02:43.480]   these labs kind of look like huge organizations
[00:02:43.480 --> 00:02:45.680]   that have this like obscure ways to organize.
