
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.000]   - Welcome friends to this episode
[00:00:07.000 --> 00:00:09.540]   of the "Everyday Educator" podcast.
[00:00:09.540 --> 00:00:11.120]   I'm your host, Lisa Bailey,
[00:00:11.120 --> 00:00:14.260]   and I'm excited to spend some time with you today
[00:00:14.260 --> 00:00:17.480]   as we encourage one another, learn together,
[00:00:17.480 --> 00:00:20.760]   and ponder the delights and challenges
[00:00:20.760 --> 00:00:24.000]   that make homeschooling the adventure of a lifetime.
[00:00:24.000 --> 00:00:25.880]   Whether you're just considering
[00:00:25.880 --> 00:00:27.960]   this homeschooling possibility
[00:00:27.960 --> 00:00:31.840]   or deep into the daily delight of family learning,
[00:00:31.840 --> 00:00:35.480]   I believe you'll enjoy thinking along with us.
[00:00:35.480 --> 00:00:40.480]   But don't forget, although this online community is awesome,
[00:00:40.480 --> 00:00:45.440]   you'll find even closer support in a local CC community.
[00:00:45.440 --> 00:00:49.680]   So go to classicalconversations.com
[00:00:49.680 --> 00:00:53.340]   and find a community near you today.
[00:00:53.340 --> 00:00:57.940]   Well, listeners, I'm excited to welcome you to this episode
[00:00:57.940 --> 00:01:00.920]   because I'm talking to one of my dearest friends
[00:01:00.920 --> 00:01:05.280]   about something that we both really love, and that's books.
[00:01:05.280 --> 00:01:10.840]   I know as you launch you and your family into the summer,
[00:01:10.840 --> 00:01:14.400]   as your homeschooling year has come to a close,
[00:01:14.400 --> 00:01:17.480]   you are looking forward to a time of rest.
[00:01:17.480 --> 00:01:20.240]   Maybe you're looking for some good stuff
[00:01:20.240 --> 00:01:22.760]   to do with your family this summer.
[00:01:22.760 --> 00:01:24.240]   And some of you may be,
[00:01:24.240 --> 00:01:26.680]   as you attend practicum this summer,
[00:01:26.680 --> 00:01:30.700]   looking toward the fall and thinking about resources
[00:01:30.700 --> 00:01:33.420]   you could begin to gather now
[00:01:33.420 --> 00:01:36.080]   that would get your fall started off with a bang.
[00:01:36.080 --> 00:01:39.860]   So I have Jennifer Courtney with me today,
[00:01:39.860 --> 00:01:44.100]   and I'm excited to talk to her about the books
[00:01:44.100 --> 00:01:46.020]   that could open the world for us.
[00:01:46.020 --> 00:01:47.860]   Jennifer, thanks for coming.
[00:01:47.860 --> 00:01:49.380]   - Thanks for having me, Lisa.
[00:01:49.380 --> 00:01:52.180]   I always love talking about books.
[00:01:52.180 --> 00:01:54.700]   - I know, and so we could go on and on.
[00:01:54.700 --> 00:01:57.400]   And my job today will be to make sure
[00:01:57.400 --> 00:01:59.500]   that we don't go on and on,
[00:01:59.500 --> 00:02:01.840]   and that all of you who are listening
[00:02:01.840 --> 00:02:05.280]   can get this in a manageable bite
[00:02:05.280 --> 00:02:08.320]   of delightful conversation.
[00:02:08.320 --> 00:02:10.560]   So, Jennifer, I do happen to know,
[00:02:10.560 --> 00:02:14.400]   I knew in advance that you loved books
[00:02:14.400 --> 00:02:15.600]   and that you are devoted,
[00:02:15.600 --> 00:02:17.120]   you and your family are devoted
[00:02:17.120 --> 00:02:19.520]   to reading and reading together.
[00:02:19.520 --> 00:02:24.000]   What is the latest token of devotion in your home?
[00:02:24.000 --> 00:02:25.720]   I actually know the answer to this,
[00:02:25.720 --> 00:02:28.280]   but I want you to share it with our listeners.
[00:02:28.280 --> 00:02:31.640]   - Well, I finally realized a lifelong dream
[00:02:31.640 --> 00:02:36.320]   of having a library with lots and lots of bookshelves
[00:02:36.320 --> 00:02:39.040]   and one of those sliding ladders.
[00:02:39.040 --> 00:02:42.240]   Truth be told, my ceiling in the library
[00:02:42.240 --> 00:02:44.520]   is probably not high enough to walk that ladder,
[00:02:44.520 --> 00:02:45.920]   but I have always wanted one,
[00:02:45.920 --> 00:02:47.640]   and my husband is very gracious
[00:02:47.640 --> 00:02:49.040]   and made that a reality.
[00:02:49.040 --> 00:02:51.480]   And my daughter, my oldest daughter,
[00:02:51.480 --> 00:02:55.400]   helped me over her Christmas break from college
[00:02:55.400 --> 00:03:00.040]   to inventory all of our books into an online system
[00:03:00.040 --> 00:03:03.760]   so that we have everything arranged and organized,
[00:03:03.760 --> 00:03:07.400]   and we're actually lending out our books.
[00:03:07.400 --> 00:03:09.440]   And so it was a whole family effort.
[00:03:09.440 --> 00:03:11.800]   My mom and dad came down
[00:03:11.800 --> 00:03:15.360]   and we filled out the little white library cards in them.
[00:03:15.360 --> 00:03:17.240]   I got a library stamp.
[00:03:18.280 --> 00:03:21.360]   We covered them with protective plastic
[00:03:21.360 --> 00:03:23.640]   so that people can borrow them.
[00:03:23.640 --> 00:03:26.800]   And I do have a few patrons right now.
[00:03:26.800 --> 00:03:28.760]   I'm hoping now that it's more organized
[00:03:28.760 --> 00:03:31.800]   and we finished some renovation projects in our house
[00:03:31.800 --> 00:03:34.080]   that we can have even more folks coming
[00:03:34.080 --> 00:03:35.920]   and checking out our books.
[00:03:35.920 --> 00:03:38.000]   - That is the most charming story to me,
[00:03:38.000 --> 00:03:39.960]   I have to tell you.
[00:03:39.960 --> 00:03:41.640]   When you started talking about
[00:03:41.640 --> 00:03:43.800]   that this was gonna become a reality,
[00:03:43.800 --> 00:03:45.760]   I was really excited.
[00:03:45.760 --> 00:03:49.600]   But when I saw the pictures of the beautiful shelves
[00:03:49.600 --> 00:03:52.680]   and all your books on the shelves,
[00:03:52.680 --> 00:03:55.760]   and then when I saw the ladder that you guys put up,
[00:03:55.760 --> 00:04:00.760]   I was filled with happiness for you and envy for myself.
[00:04:00.760 --> 00:04:03.320]   And I just think that that is super cool.
[00:04:03.320 --> 00:04:06.080]   And one of my favorite parts
[00:04:06.080 --> 00:04:09.240]   is that you are actually lending books
[00:04:09.240 --> 00:04:11.600]   to little readers in your sphere.
[00:04:11.600 --> 00:04:14.400]   And I think that that is super cool.
[00:04:14.400 --> 00:04:17.240]   - I know, I have one devoted little reader
[00:04:17.240 --> 00:04:22.240]   who loves these 1950s mysteries called the Happy Hollisters.
[00:04:22.240 --> 00:04:26.000]   And they're about a family of five children and their dog
[00:04:26.000 --> 00:04:28.120]   who solve little mysteries.
[00:04:28.120 --> 00:04:30.960]   And she comes every two weeks
[00:04:30.960 --> 00:04:33.600]   and gets her next few Happy Hollisters.
[00:04:33.600 --> 00:04:39.440]   And then I collected up a bunch of landmark history books
[00:04:40.600 --> 00:04:45.600]   from the 1950s that are biographies of famous Americans,
[00:04:45.600 --> 00:04:47.760]   Dolly Madison, Daniel Boone.
[00:04:47.760 --> 00:04:49.680]   And then I also collected the ones
[00:04:49.680 --> 00:04:51.360]   that were about world history.
[00:04:51.360 --> 00:04:53.280]   So there's Shakespeare and his globe
[00:04:53.280 --> 00:04:55.480]   and Cleopatra and things like that.
[00:04:55.480 --> 00:04:59.680]   And so I have had some CC essential students.
[00:04:59.680 --> 00:05:01.160]   - I bet so.
[00:05:01.160 --> 00:05:04.400]   - Faces of history and get biographies
[00:05:04.400 --> 00:05:07.280]   that they could read that go with our cycles.
[00:05:07.280 --> 00:05:08.920]   So that's fun for me too.
[00:05:08.920 --> 00:05:10.320]   - That is really cool.
[00:05:10.320 --> 00:05:12.920]   I suspect that that is the series
[00:05:12.920 --> 00:05:15.640]   that I used to check out of my church library.
[00:05:15.640 --> 00:05:18.880]   'Cause I went through a period, one summer at least,
[00:05:18.880 --> 00:05:21.520]   where all I read was biographies.
[00:05:21.520 --> 00:05:25.000]   And so I suspect it was that very series.
[00:05:25.000 --> 00:05:26.240]   That is really cool.
[00:05:26.240 --> 00:05:27.080]   I love it.
[00:05:27.080 --> 00:05:30.160]   I love that you've got that and that you share that.
[00:05:30.160 --> 00:05:35.040]   Now I know, like the first time I ever saw the movie,
[00:05:35.040 --> 00:05:38.440]   The Beauty and the Beast, I did not want The Beast.
[00:05:38.440 --> 00:05:40.080]   I did not want The Prince.
[00:05:40.080 --> 00:05:41.640]   I wanted that library.
[00:05:41.640 --> 00:05:43.960]   And still, when that picture,
[00:05:43.960 --> 00:05:46.960]   when he pulls back the tattered curtain
[00:05:46.960 --> 00:05:48.800]   and you see the library,
[00:05:48.800 --> 00:05:51.240]   every time I see it, I still gasp.
[00:05:51.240 --> 00:05:52.080]   - I know.
[00:05:52.080 --> 00:05:54.040]   - That is my dream.
[00:05:54.040 --> 00:05:57.560]   I will not ever have it 'cause my ceiling is not that high.
[00:05:57.560 --> 00:05:58.400]   - I know.
[00:05:58.400 --> 00:06:00.960]   - But I absolutely love it.
[00:06:00.960 --> 00:06:04.320]   So let me ask you this,
[00:06:04.320 --> 00:06:07.240]   'cause I can remember also wanting a library
[00:06:07.240 --> 00:06:08.320]   when I was a little girl.
