
[00:00:00.000 --> 00:00:03.440]   [MUSIC PLAYING]
[00:00:03.440 --> 00:00:10.120]   Just to remind you of our overall structure,
[00:00:10.120 --> 00:00:13.720]   we're figuring out what math has to do with machine learning.
[00:00:13.720 --> 00:00:16.440]   And even though all programming involves math at some level,
[00:00:16.440 --> 00:00:19.400]   machine learning is a particular kind of programming.
[00:00:19.400 --> 00:00:21.440]   It's programming by optimization.
[00:00:21.440 --> 00:00:24.360]   Rather than telling a computer exactly what we want it to do,
[00:00:24.360 --> 00:00:26.600]   we tell the computer, here's what it means
[00:00:26.600 --> 00:00:28.480]   to get better at this task.
[00:00:28.480 --> 00:00:30.880]   It's very numerical rather than programming
[00:00:30.880 --> 00:00:32.120]   where you just write stuff.
[00:00:32.120 --> 00:00:35.160]   And so we really need math for this type of programming
[00:00:35.160 --> 00:00:37.840]   in order to understand that optimization process.
[00:00:37.840 --> 00:00:39.640]   So we already talked about the objects
[00:00:39.640 --> 00:00:41.920]   that were being optimized, the first way
[00:00:41.920 --> 00:00:44.760]   that optimization and machine learning intersect.
[00:00:44.760 --> 00:00:46.240]   When we talked about linear algebra,
[00:00:46.240 --> 00:00:48.960]   there we talked about arrays, which represent
[00:00:48.960 --> 00:00:50.320]   our data and our models.
[00:00:50.320 --> 00:00:53.320]   These are the things that go into our optimization process.
[00:00:53.320 --> 00:00:57.120]   Our parameters we'll see are often thought of as arrays.
[00:00:57.120 --> 00:00:59.080]   The things that determine how our model behaves
[00:00:59.080 --> 00:01:01.480]   the equivalent of our code effectively.
[00:01:01.480 --> 00:01:06.280]   And so all of that fell under the aegis of linear algebra.
[00:01:06.280 --> 00:01:10.080]   Now we're going to talk about how we optimize with calculus.
[00:01:10.080 --> 00:01:12.680]   Calculus helps us make tiny changes in order
[00:01:12.680 --> 00:01:16.640]   to iteratively, slowly improve the behavior of our computer
[00:01:16.640 --> 00:01:18.480]   programs with machine learning.
[00:01:18.480 --> 00:01:21.200]   We still won't cover what it is that we're optimizing.
[00:01:21.200 --> 00:01:23.000]   So we're really leaving this pretty--
[00:01:23.000 --> 00:01:25.720]   we're leaving the meat of it for the third session
[00:01:25.720 --> 00:01:27.880]   where we talk about probability and statistics.
[00:01:27.880 --> 00:01:30.640]   Because it turns out what we want to do is reduce surprise
[00:01:30.640 --> 00:01:33.280]   or reduce uncertainty with our models.
[00:01:33.280 --> 00:01:36.080]   But today, we will focus instead on how
[00:01:36.080 --> 00:01:38.160]   we optimize with calculus.
[00:01:38.160 --> 00:01:39.160]   So let's dive in.
[00:01:39.160 --> 00:01:41.640]   So the takeaways for today are that calculus
[00:01:41.640 --> 00:01:44.320]   is approximation with linear maps,
[00:01:44.320 --> 00:01:47.360]   and that calculus helps us incrementally optimize.
[00:01:47.360 --> 00:01:49.760]   The first point indicates a connection
[00:01:49.760 --> 00:01:52.000]   to what we talked about in linear algebra, which we're
[00:01:52.000 --> 00:01:53.640]   going to really chew on today.
