
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.860]   - All right.
[00:00:05.860 --> 00:00:08.500]   Today I have the pleasure of speaking with Bern Hobart,
[00:00:08.500 --> 00:00:11.100]   who's a writer, consultant, and investor,
[00:00:11.100 --> 00:00:13.940]   who writes at diff.substack.com.
[00:00:13.940 --> 00:00:16.940]   That's D-I-F-F.substack.com.
[00:00:16.940 --> 00:00:18.940]   Here's my first question, Bern.
[00:00:18.940 --> 00:00:20.860]   You wrote an article called "Foxes and Hedgehogs,"
[00:00:20.860 --> 00:00:23.260]   and here's the final line in the article.
[00:00:23.260 --> 00:00:25.980]   "If it looks like somebody doesn't have a single big idea,
[00:00:25.980 --> 00:00:28.060]   "they probably do, and it's a good one."
[00:00:28.060 --> 00:00:30.260]   Now, you are somebody who writes every single day,
[00:00:30.260 --> 00:00:31.820]   and every single weekday,
[00:00:31.820 --> 00:00:33.740]   and you're writing about all kinds of things,
[00:00:33.740 --> 00:00:35.860]   in finance, technology, and so on.
[00:00:35.860 --> 00:00:37.500]   And it might seem like you don't have one big idea,
[00:00:37.500 --> 00:00:39.140]   but that's exactly why I should expect you
[00:00:39.140 --> 00:00:40.120]   to have one big idea.
[00:00:40.120 --> 00:00:43.260]   So here's my guess of what your big idea is,
[00:00:43.260 --> 00:00:45.260]   and you tell me if I'm wrong or right.
[00:00:45.260 --> 00:00:46.860]   Basically, most human decisions,
[00:00:46.860 --> 00:00:49.180]   whether they're made by individuals or by institutions,
[00:00:49.180 --> 00:00:54.180]   can be boiled down to some simple financial concepts,
[00:00:54.180 --> 00:00:56.900]   like expected value, optionality, volatility.
[00:00:56.900 --> 00:00:58.900]   And because other people are missing this,
[00:00:58.900 --> 00:01:00.660]   they're not reporting on the important trends,
[00:01:00.660 --> 00:01:02.860]   or they're reporting about them in a way
[00:01:02.860 --> 00:01:05.280]   that misses the long-term impact these trends will have.
[00:01:05.280 --> 00:01:06.280]   How far off am I?
[00:01:06.280 --> 00:01:10.340]   - I think that's a good mental model,
[00:01:10.340 --> 00:01:13.580]   and it's one that I've used a whole lot.
[00:01:13.580 --> 00:01:15.900]   I do think that, like, it's definitely true
[00:01:15.900 --> 00:01:19.580]   that financial concepts can be usefully applied
[00:01:19.580 --> 00:01:20.700]   in a lot of different contexts,
[00:01:20.700 --> 00:01:21.980]   but it's like any other model,
[00:01:21.980 --> 00:01:23.980]   that you want to use the model,
[00:01:23.980 --> 00:01:26.500]   but you also wanna be aware of the deficiencies
[00:01:26.500 --> 00:01:27.340]   in the model.
[00:01:27.340 --> 00:01:29.620]   Like, half the point of the model is to make predictions.
[00:01:29.620 --> 00:01:31.180]   Half the point of the model is to say,
[00:01:31.180 --> 00:01:32.940]   here's a list of assumptions you have to make
[00:01:32.940 --> 00:01:35.340]   in order to make a reasonable prediction.
[00:01:35.340 --> 00:01:37.140]   And if you can't make all those assumptions,
