
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:00:02.160 --> 00:00:14.440]   - Welcome back to Ask the Compound,
[00:00:14.440 --> 00:00:16.660]   where we finally got some stock market questions this week.
[00:00:16.660 --> 00:00:19.780]   Remember, our email here is askthecompoundshow@gmail.com.
[00:00:19.780 --> 00:00:21.600]   Duncan, when I was growing up,
[00:00:21.600 --> 00:00:23.640]   you basically had two choices when it came to fashion.
[00:00:23.640 --> 00:00:26.640]   One, you could be comfortable and look like a slob,
[00:00:26.640 --> 00:00:30.500]   or two, you could look nice, but be totally uncomfortable.
[00:00:30.500 --> 00:00:32.260]   I feel like sometime in the last 10 to 15 years,
[00:00:32.260 --> 00:00:33.540]   that's changed.
[00:00:33.540 --> 00:00:36.180]   Today's show is sponsored by our friends at Bird Dogs.
[00:00:36.180 --> 00:00:38.340]   No one cared about making clothes
[00:00:38.340 --> 00:00:39.620]   that had both in the past, right?
[00:00:39.620 --> 00:00:42.340]   Stretchy, breathable materials that also look nice.
[00:00:42.340 --> 00:00:43.720]   I feel like it's a huge leap forward.
[00:00:43.720 --> 00:00:45.260]   Bird Dogs has these new polos.
[00:00:45.260 --> 00:00:46.380]   I got one on under here.
[00:00:46.380 --> 00:00:47.620]   See, look, Bird Dog.
[00:00:47.620 --> 00:00:48.900]   It's comfy. - Nice.
[00:00:48.900 --> 00:00:51.500]   - It's the stretch material, just like those shorts.
[00:00:51.500 --> 00:00:55.300]   It looks nice, but it's also very comfortable.
[00:00:55.300 --> 00:00:57.540]   I think it's one of the biggest innovations this century
[00:00:57.540 --> 00:01:01.020]   besides the skip intro button on streaming services.
[00:01:01.020 --> 00:01:03.940]   And it's the same thing across their polos,
[00:01:03.940 --> 00:01:05.660]   their shorts, their pants, joggers.
[00:01:05.660 --> 00:01:07.100]   I've been wearing the joggers a ton lately.
[00:01:07.100 --> 00:01:09.060]   Every weekend, I'm going to flag football games
[00:01:09.060 --> 00:01:12.220]   and soccer games, and I have to move around
[00:01:12.220 --> 00:01:14.220]   and stand around a lot, and I wanna be comfortable.
[00:01:14.220 --> 00:01:16.700]   I wanna look okay, though, so I wear my Bird Dog joggers.
[00:01:16.700 --> 00:01:19.400]   Remember, we still have the Tech Dad hat here.
[00:01:19.400 --> 00:01:20.300]   Sorry, Duncan, this is yours.
[00:01:20.300 --> 00:01:22.020]   I still owe it to you.
[00:01:22.020 --> 00:01:22.860]   - One day.
[00:01:22.860 --> 00:01:27.340]   - BirdDogs.com/ATC, or enter the promo code ATC,
