
[00:00:00.000 --> 00:00:03.120]   (upbeat music)
[00:00:03.120 --> 00:00:05.460]   - Welcome friends to this episode
[00:00:05.460 --> 00:00:08.160]   of the "Everyday Educator" podcast.
[00:00:08.160 --> 00:00:10.020]   I'm your host, Lisa Bailey,
[00:00:10.020 --> 00:00:13.240]   and I'm excited to spend some time with you today
[00:00:13.240 --> 00:00:16.680]   as we encourage one another, learn together,
[00:00:16.680 --> 00:00:19.460]   and ponder the delights and challenges
[00:00:19.460 --> 00:00:22.880]   that make homeschooling the adventure of a lifetime.
[00:00:22.880 --> 00:00:24.980]   Whether you're just considering
[00:00:24.980 --> 00:00:27.040]   this homeschooling possibility
[00:00:27.040 --> 00:00:31.020]   or deep into the daily delight of family learning,
[00:00:31.020 --> 00:00:34.860]   I believe you'll enjoy thinking along with us.
[00:00:34.860 --> 00:00:36.320]   But don't forget,
[00:00:36.320 --> 00:00:40.120]   although this online community is awesome,
[00:00:40.120 --> 00:00:45.120]   you'll find even closer support in a local CC community.
[00:00:45.120 --> 00:00:49.560]   So go to classicalconversations.com
[00:00:49.560 --> 00:00:53.600]   and find a community near you today.
[00:00:54.860 --> 00:00:59.480]   Well, listeners, I know that we are cruising
[00:00:59.480 --> 00:01:01.760]   toward the end of the academic year.
[00:01:01.760 --> 00:01:03.120]   For many of you,
[00:01:03.120 --> 00:01:06.740]   you may be in your last week or two
[00:01:06.740 --> 00:01:09.300]   of Foundations and Essentials.
[00:01:09.300 --> 00:01:14.300]   And I have heard lots of families thinking out loud lately
[00:01:14.300 --> 00:01:18.940]   about what to do when community ends.
[00:01:18.940 --> 00:01:22.360]   I mean, it seems too early to a lot of us
[00:01:22.360 --> 00:01:25.240]   to be done with school.
[00:01:25.240 --> 00:01:26.580]   And for another thing,
[00:01:26.580 --> 00:01:29.020]   what are we gonna do with all that extra time?
[00:01:29.020 --> 00:01:32.880]   We're used to having one full day in community
[00:01:32.880 --> 00:01:36.600]   and lots of activities that we do with our students,
[00:01:36.600 --> 00:01:40.740]   with our children together to get ready for community day.
[00:01:40.740 --> 00:01:42.520]   So now what are we gonna do?
[00:01:42.520 --> 00:01:45.580]   Now listen, I'm specifically talking about
[00:01:45.580 --> 00:01:50.580]   that sliver of time between the end of community
[00:01:50.960 --> 00:01:53.280]   and full out summer break, okay?
[00:01:53.280 --> 00:01:56.940]   I know that we all have lots of things
[00:01:56.940 --> 00:02:00.280]   we're looking forward to doing on summer break.
[00:02:00.280 --> 00:02:03.080]   But if you are thinking,
[00:02:03.080 --> 00:02:06.040]   I don't know if I'm done with school yet,
[00:02:06.040 --> 00:02:07.500]   should I be done with school?
